id,y1,y2,y3,y4,gen,race,birth_year,age,income
6709,,0,100,75,0,1,1981,16,22941.8181818182
6710,77,90,90,0,0,1,1982,15,29000
6711,50,50,,,1,1,1980,17,26300
6712,75,0,,,1,1,1983,14,
6713,0,,100,50,1,1,1982,15,20375
6714,0,90,100,100,1,1,1980,17,28776.2307692308
6715,70,50,60,76,0,1,1981,16,8266.66666666667
6716,0,0,100,0,1,1,1981,16,41373.3
6717,0,0,100,0,0,1,1981,16,24868.3636363636
6718,5,100,0,0,1,1,1984,13,33833.3333333333
6719,100,1,1,0,0,1,1984,13,14111.1111111111
6720,,0,0,0,0,1,1980,17,47496.1818181818
6721,0,75,80,99,1,1,1981,16,42200
6722,10,100,100,100,1,1,1980,17,13440
6723,100,100,0,100,0,1,1983,14,50666.6666666667
6724,100,0,0,100,0,1,1984,13,10040
6725,100,,,,1,1,1981,16,
6726,0,90,0,0,0,1,1984,13,45989.4545454545
6727,90,100,100,0,1,1,1980,17,6538.18181818182
6728,0,0,0,0,0,1,1981,16,20285.7142857143
6729,100,0,0,0,0,1,1984,13,18653.8461538462
6730,100,0,99,30,1,1,1984,13,18853.8461538462
6731,,90,90,0,1,1,1981,16,22250
6732,50,75,100,60,0,1,1984,13,10333.3333333333
6733,90,98,50,,0,1,1980,17,46666.6666666667
6734,,,0,0,0,1,1984,13,35545.4545454545
6735,40,0,100,100,1,1,1981,16,700
6736,100,,,,1,1,1984,13,13000
6737,50,0,100,100,1,1,1982,15,56142.8571428572
6738,90,50,5,79,0,1,1980,17,81402.1333333333
6739,95,99,100,90,0,1,1983,14,73461.5384615385
6740,0,100,100,100,0,1,1980,17,41428.5714285714
6741,0,100,100,100,1,1,1984,13,12366.6666666667
6742,100,23,45,0,0,1,1984,13,8333.33333333333
6743,100,0,100,60,0,1,1984,13,12388.8888888889
6744,100,100,100,100,0,1,1981,16,36088.2142857143
6745,0,100,70,100,0,1,1983,14,41683.3333333333
6746,100,100,0,0,1,1,1984,13,6917.33333333333
6747,,100,100,50,0,1,1980,17,32571.4285714286
6748,100,0,99,0,1,1,1982,15,4575
6749,100,100,75,100,1,1,1983,14,29363.6363636364
6750,,100,100,0,1,1,1981,16,19083.3333333333
6751,100,0,0,99,1,1,1983,14,29300
6752,100,100,,,1,1,1980,17,900
6753,50,50,40,50,1,1,1984,13,16333.3333333333
6754,50,0,0,100,1,1,1981,16,21052.7142857143
6755,50,99,99,98,0,1,1984,13,55137.7777777778
6756,0,0,100,0,1,1,1984,13,97333.9
6757,100,75,90,99,1,1,1984,13,26346.2727272727
6758,80,50,100,,0,1,1981,16,
6759,89,0,100,0,0,1,1980,17,40392.8571428571
6760,0,98,0,0,1,1,1981,16,16375
6761,5,6,7,6,0,1,1983,14,22066.6666666667
6762,100,50,50,10,0,1,1983,14,5890
6763,0,2,100,20,1,1,1982,15,15463.3333333333
6764,0,0,0,0,0,1,1980,17,27500
6765,10,50,65,50,1,1,1984,13,30230.7692307692
6766,100,100,100,0,1,1,1980,17,30692.3076923077
6767,100,100,0,100,0,1,1983,14,28200
6768,3,100,100,100,0,1,1984,13,33625
6769,0,0,0,0,1,1,1980,17,32629.2307692308
6770,20,30,0,0,0,1,1983,14,77788.3846153846
6771,90,100,100,0,1,1,1980,17,16200
6772,100,100,0,100,0,1,1983,14,14559.8181818182
6773,0,0,25,25,0,1,1984,13,27821.4285714286
6774,0,,100,50,1,1,1984,13,23181.8181818182
6775,90,90,0,50,1,1,1982,15,12386.6666666667
6776,0,100,100,0,1,1,1981,16,6816.66666666667
6777,30,100,1,90,1,1,1983,14,19600
6778,0,100,0,0,0,1,1984,13,12000
6779,50,0,0,90,0,1,1982,15,32375
6780,100,20,100,100,0,1,1983,14,47800
6781,100,70,90,85,1,1,1981,16,34272.7272727273
6782,100,25,0,0,1,1,1984,13,52609.3333333333
6783,100,99,100,100,0,1,1980,17,37545.4545454545
6784,0,100,90,99,0,1,1984,13,38345.4545454545
6785,50,5,100,50,1,1,1981,16,27607.6923076923
6786,0,0,0,100,1,1,1982,15,12857.1428571429
6787,10,0,70,90,0,1,1984,13,11500
6788,100,100,100,0,1,1,1981,16,11222.2222222222
6789,100,2,80,89,0,1,1984,13,39214.5454545455
6790,0,100,99,100,0,1,1984,13,7076
6791,0,0,100,99,1,1,1982,15,12612.5
6792,0,0,0,0,0,1,1984,13,36170.5
6793,0,0,100,0,1,1,1981,16,9733.33333333333
6794,95,100,50,50,1,1,1981,16,
6795,0,0,0,0,1,1,1984,13,23548
6796,0,90,75,0,0,1,1984,13,49666.6666666667
6797,0,,,,0,1,1982,15,25714.2857142857
6798,1,100,10,100,0,1,1982,15,43830.7692307692
6799,100,100,100,0,1,1,1981,16,16214.2857142857
6800,0,100,100,100,0,1,1984,13,13516
6801,5,100,100,100,1,1,1984,13,12000
6802,50,100,100,100,0,1,1981,16,30500
6803,45,99,100,0,1,1,1981,16,46153.3333333333
6804,0,50,50,100,0,1,1984,13,11450
6805,75,100,100,100,1,1,1982,15,19250
6806,50,,99,99,0,1,1981,16,42866.6666666667
6807,5,98,0,95,1,1,1984,13,28272.7272727273
6808,75,0,90,50,1,1,1980,17,17771.4285714286
6809,90,100,95,0,1,1,1984,13,30428.5714285714
6810,99,98,0,0,1,1,1980,17,24797.9285714286
6811,100,0,100,0,1,1,1984,13,20750
6812,100,20,90,30,0,1,1981,16,33250
6813,100,60,75,50,1,1,1984,13,18500.6666666667
6814,0,0,0,0,0,1,1981,16,20444.4444444444
6815,0,50,50,0,1,1,1981,16,36804.6153846154
6816,100,100,100,100,0,1,1982,15,21000
6817,99,100,90,95,1,1,1981,16,11285.7142857143
6818,0,100,0,100,1,1,1980,17,16500
6819,50,95,5,20,0,1,1981,16,27100
6820,85,75,98,80,1,1,1983,14,22100
6821,99,100,100,100,1,1,1982,15,16508.5714285714
6822,0,100,100,0,1,1,1984,13,3866.66666666667
6823,100,0,0,0,1,1,1982,15,19700
6824,75,90,50,100,0,1,1981,16,23375
6825,100,100,85,100,1,1,1983,14,17983.3333333333
6826,90,90,100,95,0,1,1983,14,18622.2222222222
6827,100,100,50,100,0,1,1980,17,6150
6828,50,90,50,90,0,1,1981,16,32916.6666666667
6829,75,100,95,100,1,1,1983,14,34733.3333333333
6830,50,0,0,0,0,1,1982,15,84052
6831,0,0,90,0,1,1,1984,13,13358.3333333333
6832,0,1,0,0,1,1,1980,17,27761.375
6833,70,50,0,0,0,1,1980,17,9211.75
6834,100,0,,1,1,1,1983,14,16166.6666666667
6835,50,50,50,97,1,1,1983,14,15211.1111111111
6836,100,100,0,0,0,1,1982,15,28888.8888888889
6837,100,30,0,0,0,1,1982,15,35552.7777777778
6838,0,,,,1,1,1981,16,45055.5555555556
6839,95,,,,1,1,1980,17,
6840,0,,,,1,1,1981,16,
6841,99,50,100,,0,1,1982,15,37100
6842,100,70,0,75,1,1,1984,13,37477.2727272727
6843,,100,100,,0,1,1980,17,35000
6844,0,100,,,0,1,1983,14,22250
6845,50,60,0,,0,1,1980,17,14555.5555555556
6846,100,0,1,0,0,1,1984,13,20166.6666666667
6847,10,30,80,0,0,1,1984,13,13973.1666666667
6848,90,100,50,75,0,1,1982,15,18900
6849,50,,50,50,1,1,1980,17,7000
6850,100,100,90,0,0,1,1984,13,54461.5384615385
6851,50,0,0,0,1,1,1982,15,29692.3076923077
6852,,0,0,0,1,1,1984,13,33714.2857142857
6853,85,,,,0,1,1984,13,
6854,100,0,100,100,0,1,1983,14,51384.6153846154
6855,0,100,100,0,1,1,1982,15,26625
6856,100,99,99,100,0,1,1982,15,41100
6857,100,,99,,1,1,1981,16,22975
6858,100,,,,1,1,1983,14,29000
6859,100,85,100,0,0,1,1982,15,38571.4285714286
6860,100,0,100,100,0,1,1984,13,33732.7333333333
6861,100,0,99,100,0,1,1981,16,27400
6862,90,99,80,,0,1,1984,13,37666.6666666667
6863,0,50,0,0,0,1,1981,16,21600
6864,100,0,100,100,1,1,1980,17,33000
6865,0,100,100,100,0,1,1982,15,6437.5
6866,0,100,0,0,1,1,1980,17,25038.4615384615
6867,12,100,100,100,0,1,1984,13,8222.22222222222
6868,0,0,,,1,1,1980,17,
6869,0,100,,,1,1,1980,17,24042.0769230769
6870,0,10,0,0,0,1,1982,15,22958.3333333333
6871,50,100,0,100,0,1,1984,13,37416.6666666667
6872,0,0,100,100,0,1,1982,15,3280
6873,80,0,0,0,0,1,1982,15,24250
6874,0,0,0,0,1,1,1981,16,67022.1538461539
6875,5,0,100,5,0,1,1984,13,27833.3333333333
6876,45,50,0,50,0,1,1982,15,31833.3333333333
6877,1,100,0,0,0,1,1980,17,23500
6878,1,,,,0,1,1981,16,6000
6879,0,100,100,0,0,1,1980,17,5244.28571428572
6880,0,45,0,0,1,1,1982,15,22744.4444444444
6881,0,0,0,0,1,1,1982,15,14960
6882,100,90,0,0,1,1,1983,14,16666.6666666667
6883,100,20,0,100,1,1,1984,13,4133.33333333333
6884,90,100,,,1,1,1980,17,1e+05
6885,50,0,0,,1,1,1980,17,110000
6886,100,0,0,0,0,1,1981,16,3000
6887,100,0,0,0,0,1,1984,13,11183.3333333333
6888,75,70,50,25,0,1,1981,16,79299.5
6889,100,100,100,0,1,1,1984,13,39572.7272727273
6890,25,,0,0,1,1,1983,14,23280
6891,100,0,0,0,1,1,1983,14,14092.8571428571
6892,100,,100,99,0,1,1982,15,13685.7142857143
6893,,0,50,100,1,1,1980,17,5409.88888888889
6894,5,0,0,0,0,1,1984,13,44100
6895,100,0,0,100,1,1,1980,17,32000
6896,0,0,0,0,1,1,1981,16,4205.83333333333
6897,0,1,50,50,1,1,1983,14,14522
6898,100,100,1,99,1,1,1984,13,18661.3846153846
6899,0,100,95,,0,1,1982,15,22500
6900,100,0,100,0,1,1,1980,17,20349.0909090909
6901,75,50,0,75,0,1,1980,17,39384.6153846154
6902,99,75,100,0,1,1,1980,17,29000
6903,100,,60,60,1,1,1981,16,
6904,,0,0,30,0,1,1981,16,28818.1818181818
6905,0,20,90,90,1,1,1984,13,5200
6906,,99,100,99,1,1,1984,13,5780
6907,90,,,90,0,1,1982,15,34900
6908,79,78,100,,1,1,1981,16,
6909,90,,,,1,1,1983,14,18833.3333333333
6910,0,90,50,99,0,1,1980,17,23000
6911,0,0,99,0,0,1,1983,14,7903.5
6912,0,0,0,,0,1,1983,14,14209.0909090909
6913,0,0,50,0,1,1,1983,14,30357.1428571429
6914,0,99,90,75,1,1,1980,17,16636.3636363636
6915,75,10,99,,0,1,1981,16,43750
6916,,0,0,0,1,1,1981,16,5860
6917,50,100,50,100,1,1,1980,17,7721.42857142857
6918,85,50,,75,0,1,1981,16,2084.75
6919,0,,100,0,1,1,1981,16,
6920,0,0,30,0,1,1,1982,15,16650
6921,20,90,40,75,1,1,1980,17,
6922,0,99,0,99,0,1,1982,15,
6923,100,100,0,,1,1,1982,15,25863.6363636364
6924,0,0,0,0,1,1,1983,14,3870
6925,100,0,100,100,1,1,1982,15,21166.6666666667
6926,,0,0,100,0,1,1984,13,16425
6927,100,50,65,100,0,1,1983,14,31373.5714285714
6928,50,100,100,100,0,1,1981,16,9284.61538461539
6929,0,20,0,1,0,1,1984,13,1833.33333333333
6930,90,100,0,99,1,1,1982,15,31760
6931,90,0,100,100,1,1,1984,13,19625
6932,100,,75,5,0,1,1982,15,46000
6933,0,0,0,,1,1,1981,16,18273.8461538462
6934,0,75,,1,0,1,1981,16,18000
6935,100,0,0,50,1,1,1984,13,6750
6936,25,0,0,50,1,1,1983,14,10062.5
6937,90,99,10,50,1,1,1983,14,
6938,98,75,50,50,1,1,1984,13,28381.3333333333
6939,5,50,0,0,0,1,1981,16,29535.7142857143
6940,80,90,0,100,0,1,1983,14,28846.1538461539
6941,100,0,,,0,1,1984,13,19148.5714285714
6942,100,85,90,100,0,1,1980,17,76572.6153846154
6943,10,0,80,20,0,1,1981,16,48818.1818181818
6944,75,0,50,100,1,1,1982,15,51090.75
6945,100,75,100,100,1,1,1983,14,22711.7857142857
6946,100,,,,1,1,1981,16,5510.14285714286
6947,50,100,100,100,1,1,1982,15,19571.4285714286
6948,100,,,,1,1,1982,15,27500
6949,80,100,100,100,1,1,1980,17,26526.6666666667
6950,10,50,0,50,0,1,1980,17,42363.6363636364
6951,100,95,100,0,1,1,1980,17,39283
6952,100,100,67,1,1,1,1983,14,25339.2857142857
6953,90,0,,90,1,1,1984,13,17571.4285714286
6954,0,100,60,100,0,1,1982,15,10822.2222222222
6956,50,100,50,75,1,1,1983,14,82544.5
6957,10,90,1,100,0,1,1981,16,
6958,0,10,10,,0,1,1983,14,400
6959,67,10,89,85,0,1,1982,15,15500
6960,,30,0,10,0,1,1981,16,60000
6961,1,0,99,0,0,1,1984,13,7500
6962,50,100,,,1,1,1981,16,
6963,100,100,75,,0,1,1981,16,62781.5714285714
6964,0,1,0,70,1,1,1984,13,22305
6965,100,4,100,99,1,1,1984,13,2622.8
6966,0,98,80,25,0,1,1984,13,23636.3636363636
6967,100,90,90,80,1,1,1983,14,23733.3333333333
6968,30,50,,,0,1,1981,16,
6969,80,0,5,80,0,1,1981,16,32000
6970,60,50,0,1,0,1,1983,14,1000
6971,50,0,100,100,1,1,1982,15,5655
6972,100,0,85,100,1,1,1984,13,1500
6973,90,0,0,100,0,1,1981,16,20777.7777777778
6974,0,50,0,0,0,1,1984,13,19580
6975,0,10,50,100,0,1,1984,13,28875
6976,75,100,95,99,1,1,1980,17,26200
6977,50,100,99,10,0,1,1982,15,47000
6978,100,95,98,100,1,1,1984,13,18437.7777777778
6979,0,0,0,0,0,1,1981,16,42565
6980,90,0,0,0,1,1,1984,13,13957
6981,100,50,,50,1,1,1983,14,31166.6666666667
6982,100,0,0,100,0,1,1984,13,15000
6983,50,0,70,,0,1,1980,17,33405.3333333333
6984,50,0,,0,0,1,1981,16,32555
6985,75,0,45,0,1,1,1983,14,19833.3333333333
6986,0,0,100,75,1,1,1984,13,39061.5384615385
6987,,0,1,0,1,1,1980,17,11000
6988,70,50,50,50,0,1,1981,16,70266.6666666667
6989,100,100,0,50,1,1,1981,16,19960.7777777778
6990,0,2,0,0,0,1,1982,15,13218
6991,1,0,1,0,1,1,1984,13,
6992,75,,,,0,1,1982,15,
6993,0,,,,0,1,1980,17,26100
6994,75,50,53,10,0,1,1983,14,24000
6995,50,0,,85,0,1,1983,14,1500
6996,100,100,100,50,1,1,1982,15,18000
6997,0,0,5,,0,1,1982,15,55000
6998,100,100,,100,1,1,1983,14,41000
6999,100,,,,0,1,1982,15,
7000,75,99,,,1,1,1984,13,28500
7001,0,50,,,0,1,1981,16,147690.2
7002,0,0,100,0,0,1,1984,13,16000
7003,0,0,0,0,1,1,1984,13,29700
7004,50,50,50,50,1,1,1982,15,69163.8666666667
7005,0,100,15,0,0,1,1983,14,37400
7006,100,0,0,0,1,1,1980,17,14000
7007,50,70,99,99,1,1,1983,14,7000
7008,0,,,,0,1,1982,15,18927.2727272727
7009,50,100,0,100,0,1,1983,14,3575
7010,0,0,0,0,1,1,1980,17,37166.6666666667
7011,100,100,0,0,1,1,1983,14,38683.3333333333
7012,0,,,30,1,1,1981,16,42078.5714285714
7013,50,50,2,50,1,1,1982,15,33700
7014,70,7,0,50,1,1,1980,17,12003.3333333333
7015,65,0,0,100,0,1,1983,14,2283.25
7016,0,0,0,0,0,1,1981,16,44244.5714285714
7017,50,0,0,0,1,1,1981,16,12013.3333333333
7018,,50,0,,1,1,1981,16,60000
7019,50,0,99,0,0,1,1982,15,13375
7020,0,,,,0,1,1980,17,1333.33333333333
7021,,100,0,0,1,1,1980,17,31153.8461538462
7022,0,,100,,0,1,1982,15,33583.3333333333
7023,,0,100,,0,1,1981,16,
7024,,0,0,0,1,1,1981,16,5133.33333333333
7025,,50,0,100,0,1,1982,15,
7026,25,,50,,1,1,1982,15,40875
7027,0,12,5,5,0,1,1981,16,28900
7028,0,99,0,0,0,1,1981,16,49285.7142857143
7029,100,99,,,0,1,1980,17,
7030,100,100,100,0,0,1,1981,16,21250
7031,0,22,0,22,0,1,1983,14,24333.3333333333
7032,15,100,,,1,1,1981,16,14300
7033,0,50,,100,0,1,1984,13,
7034,100,,,100,1,1,1981,16,19666.6666666667
7035,0,100,99,99,1,1,1982,15,35777.7777777778
7036,0,75,0,0,1,1,1984,13,16083.3333333333
7037,100,0,75,100,1,1,1980,17,50000
7038,100,,100,100,1,1,1983,14,31781.8181818182
7039,75,10,0,,0,1,1983,14,8750
7040,100,85,100,100,0,1,1984,13,2433.33333333333
7041,0,0,,,1,1,1982,15,26514.2857142857
7042,0,0,95,0,1,1,1981,16,26887.75
7043,100,65,60,30,0,1,1983,14,24000
7044,0,25,0,0,0,1,1982,15,54546
7045,65,,50,,0,1,1982,15,36142.8571428572
7046,50,100,50,50,0,1,1982,15,25000
7047,0,0,0,100,0,1,1982,15,8350
7048,80,75,100,65,1,1,1980,17,33318.1818181818
7049,10,100,100,100,0,1,1981,16,18785.7142857143
7050,0,0,,48,1,1,1980,17,46000
7051,0,75,10,100,0,1,1980,17,
7052,25,24,0,,0,1,1982,15,17000
7053,100,75,50,75,1,1,1981,16,47545.4545454546
7054,35,80,50,50,1,1,1980,17,144493.5
7055,0,,0,,0,1,1981,16,36675
7056,0,0,,0,0,1,1983,14,14187.5
7057,0,100,,,1,1,1980,17,23613.8666666667
7058,100,,,100,1,1,1981,16,23600
7059,0,0,0,0,1,1,1983,14,29545.4545454545
7060,95,75,75,99,1,1,1983,14,45714.2857142857
7061,75,90,0,0,0,1,1980,17,63563.6428571429
7062,0,0,,,0,1,1981,16,
7063,99,0,100,100,1,1,1983,14,
7064,,,99,0,1,1,1981,16,14141.6666666667
7065,,30,3,1,0,1,1982,15,16337.5
7066,90,100,100,90,1,1,1980,17,3900
7067,12,0,1,2,0,1,1981,16,2000
7068,75,1,0,100,0,1,1981,16,2000
7069,,0,100,100,1,1,1981,16,59335.4615384615
7070,90,50,50,100,1,1,1983,14,43000
7071,100,2,20,100,0,1,1981,16,
7072,75,,100,0,1,1,1982,15,17650
7073,70,0,0,0,1,1,1982,15,34714.2857142857
7074,90,0,,,0,1,1984,13,15000
7075,,0,100,,1,1,1983,14,500
7076,0,100,90,0,0,1,1980,17,39300
7077,0,100,100,100,0,1,1980,17,33600
7078,0,70,90,50,0,1,1983,14,7000
7079,98,100,,100,1,1,1980,17,7050
7080,0,0,0,0,0,1,1981,16,79211.9090909091
7081,100,45,35,35,1,1,1981,16,29261.1111111111
7082,0,70,90,0,1,1,1980,17,50000
7083,0,0,0,98,1,1,1982,15,38192.3076923077
7084,100,100,100,90,1,1,1981,16,25875
7085,,,,,0,1,1981,16,7000
7086,50,90,,,1,1,1980,17,49000
7087,1,100,,50,0,1,1981,16,11000
7088,1,100,100,100,1,1,1982,15,1000
7089,100,0,100,100,1,1,1981,16,26821.4285714286
7090,5,100,100,50,1,1,1982,15,21430.7692307692
7091,50,50,0,100,1,1,1984,13,17000
7092,,100,0,0,0,1,1984,13,25000
7093,100,100,5,100,0,1,1984,13,38250
7094,100,,,,1,1,1980,17,33750
7095,100,99,90,0,0,1,1984,13,55400
7096,99,100,100,100,1,1,1983,14,24900
7097,50,50,0,75,0,1,1983,14,31666.6666666667
7098,100,100,100,0,1,1,1981,16,32727.2727272727
7099,90,100,0,100,1,1,1982,15,18994.1
7100,10,,90,,0,1,1984,13,91000
7101,5,70,40,100,0,1,1982,15,23206.25
7102,100,,80,80,0,1,1983,14,41700
7103,0,75,45,100,0,1,1982,15,17800
7104,100,0,100,100,0,1,1980,17,30075
7105,99,100,90,0,1,1,1984,13,44377.1428571429
7106,100,0,0,0,1,1,1980,17,4644.44444444445
7107,100,0,100,100,1,1,1982,15,3400
7108,,,75,90,0,1,1983,14,59036
7109,75,100,90,100,0,1,1980,17,36642.8571428571
7110,100,0,,,1,1,1982,15,42909.0909090909
7111,0,0,0,0,1,1,1981,16,15664.5454545455
7112,100,20,0,99,1,1,1984,13,15000
7113,0,,,,0,1,1984,13,11185.7142857143
7114,0,0,100,100,0,1,1982,15,12416.6666666667
7115,75,0,1,50,0,1,1983,14,26928.5714285714
7116,100,0,100,0,0,1,1984,13,
7117,1,0,100,0,1,1,1984,13,9488.88888888889
7118,80,0,0,0,1,1,1983,14,14780
7119,90,50,99,99,0,1,1982,15,5466.66666666667
7120,100,50,0,0,1,1,1983,14,40673.3333333333
7121,80,,,0,1,1,1980,17,35000
7122,90,,,0,1,1,1983,14,26666.6666666667
7123,100,98,100,100,1,1,1984,13,32090.9090909091
7124,50,0,0,100,1,1,1981,16,33208.3333333333
7125,50,0,85,65,1,1,1981,16,32433.3333333333
7126,15,10,,,0,1,1983,14,1500
7127,95,,,,0,1,1982,15,
7128,75,50,0,2,0,1,1984,13,
7129,100,0,0,0,0,1,1984,13,10160
7130,95,,,0,0,1,1980,17,74447.4666666667
7131,70,0,0,100,0,1,1980,17,63428.5714285714
7132,100,99,95,85,1,1,1981,16,25800
7133,75,60,25,5,1,1,1982,15,4400
7134,95,50,50,100,0,1,1981,16,41185.7142857143
7135,99,100,99,100,0,1,1982,15,10958.3333333333
7136,100,,,0,1,1,1980,17,17230.4285714286
7137,95,0,,0,1,1,1983,14,17400
7138,90,50,50,50,0,1,1980,17,20000
7139,100,100,100,100,1,1,1981,16,11312.5
7140,100,0,99,99,1,1,1983,14,14487.1111111111
7141,95,,,,0,1,1980,17,19375
7142,100,0,0,0,1,1,1984,13,17858.1818181818
7143,100,,0,3,0,1,1983,14,28150
7144,100,30,50,50,1,1,1983,14,27166.6666666667
7145,85,0,0,100,1,1,1982,15,18000
7146,100,80,0,0,0,1,1983,14,41666.6666666667
7147,90,,100,100,1,1,1980,17,23754.6666666667
7148,90,70,50,0,1,1,1983,14,20816.5
7149,80,,,1,0,1,1980,17,5000
7150,100,50,50,50,0,1,1982,15,2000
7151,,50,99,90,1,1,1983,14,28228.5714285714
7152,,99,100,100,1,1,1980,17,20386.6666666667
7153,50,50,100,100,0,1,1981,16,38541.6666666667
7154,0,0,25,100,1,1,1981,16,7400
7155,100,99,50,100,0,1,1980,17,50107.6923076923
7156,1,5,,50,0,1,1981,16,13820
7157,100,99,,100,0,1,1984,13,36550
7158,25,0,0,0,1,1,1981,16,12350
7159,0,0,0,100,0,1,1983,14,
7160,25,0,100,,0,1,1981,16,26538.4615384615
7161,100,98,100,99,1,1,1981,16,29125
7162,100,100,100,100,1,1,1981,16,35090.9090909091
7163,49,89,90,95,0,1,1983,14,11428.5714285714
7164,100,0,100,50,1,1,1982,15,42719.2307692308
7165,40,55,43,12,0,1,1982,15,10250
7166,0,0,0,0,1,1,1984,13,34454.5454545455
7167,50,50,99,0,0,1,1980,17,15000
7168,50,50,50,50,0,1,1980,17,50300
7169,100,100,99,100,1,1,1983,14,11700
7170,,50,0,80,0,1,1980,17,49132.5
7171,99,1,70,75,0,1,1982,15,67250
7172,4,100,100,100,1,1,1983,14,21833.3333333333
7173,1,0,0,0,1,1,1980,17,45523.0769230769
7174,70,,100,100,0,1,1984,13,34250
7175,40,0,0,0,1,1,1980,17,39200
7176,10,0,0,0,1,1,1983,14,
7177,75,90,75,75,1,1,1982,15,39428.5714285714
7178,0,100,0,0,1,1,1984,13,11911.1111111111
7179,50,5,25,100,0,1,1981,16,8392.30769230769
7180,100,95,100,90,1,1,1980,17,15000
7181,85,95,100,100,0,1,1982,15,37700
7182,80,0,,0,1,1,1980,17,46357.1428571429
7183,100,,100,100,1,1,1982,15,35666.6666666667
7184,0,0,0,0,0,1,1984,13,39100
7185,0,,,,1,1,1984,13,13966.6666666667
7186,40,30,25,40,0,1,1981,16,30595.8571428571
7187,99,50,99,50,1,1,1980,17,33833.7
7188,100,0,100,100,1,1,1980,17,22346.1538461538
7189,0,,0,,1,1,1982,15,
7190,50,100,0,,0,1,1980,17,43700
7191,100,80,100,50,0,1,1980,17,32416.6666666667
7192,75,,0,95,1,1,1980,17,9820
7193,90,80,50,,0,1,1980,17,15850
7194,100,100,100,100,1,1,1981,16,38127.2727272727
7195,100,100,100,100,0,1,1983,14,41476.9230769231
7196,99,0,90,90,0,1,1980,17,36412
7197,75,100,0,100,0,1,1981,16,30825
7198,95,50,50,,1,1,1982,15,58369.2307692308
7199,50,0,50,75,1,1,1984,13,37450
7200,95,,95,,1,1,1981,16,42169
7201,90,100,100,100,0,1,1981,16,76384.6153846154
7202,0,0,0,2,0,1,1983,14,27222.2222222222
7203,,0,6,12,0,1,1984,13,584.333333333333
7204,0,25,0,0,1,1,1980,17,9476.8
7205,,80,50,35,0,1,1982,15,22000
7206,0,75,90,,0,1,1982,15,63100
7207,90,,,,0,1,1981,16,30600
7208,0,0,0,0,1,1,1982,15,12857.1428571429
7209,75,100,0,100,0,1,1984,13,42423.0769230769
7210,55,25,90,0,0,1,1982,15,32000
7211,40,0,,100,1,1,1981,16,28666.6666666667
7212,0,0,100,,0,1,1983,14,31636.3636363636
7213,99,0,0,0,1,1,1982,15,41384.6153846154
7214,0,0,,0,0,1,1984,13,8029.28571428572
7215,0,,0,0,1,1,1983,14,24898.2142857143
7216,100,98,99,99,0,1,1983,14,17471.4285714286
7217,0,0,0,0,1,1,1981,16,32423.0769230769
7218,0,,100,0,1,1,1980,17,
7219,,20,50,,0,1,1980,17,15785.7142857143
7220,100,,75,0,0,1,1983,14,16183.3333333333
7221,85,,100,100,0,1,1983,14,54948
7222,50,,,,0,1,1980,17,99110.3333333333
7223,100,,,,0,1,1982,15,23250
7224,45,,90,,0,1,1981,16,35291.6666666667
7225,60,,85,15,0,1,1980,17,52800
7226,85,100,100,100,1,1,1984,13,13642.8571428571
7227,50,,100,10,0,1,1980,17,48000
7228,85,90,95,85,0,1,1982,15,48000
7229,95,95,50,98,0,1,1983,14,27460
7230,100,0,100,0,1,1,1980,17,
7231,90,50,60,100,0,1,1980,17,1000
7232,50,30,50,50,1,1,1981,16,16168
7233,0,0,0,0,0,1,1982,15,12155.5555555556
7234,,,4,100,0,1,1984,13,4050
7235,50,100,50,95,1,1,1984,13,15315.3846153846
7236,0,98,75,100,1,1,1983,14,4000
7237,100,0,100,0,1,1,1981,16,38833.3333333333
7238,25,,,,0,1,1980,17,42458
7239,100,100,100,100,0,1,1981,16,31528.5714285714
7240,90,100,99,50,1,1,1980,17,15035.7142857143
7241,100,90,90,50,1,1,1983,14,11200
7242,100,100,90,100,0,1,1981,16,86738.2142857143
7243,0,0,0,0,1,1,1981,16,35500
7244,100,75,0,99,1,1,1984,13,22500
7245,,75,50,80,0,1,1980,17,22812.5
7246,,0,0,0,0,1,1981,16,48821.4285714286
7247,100,50,0,50,0,1,1984,13,4000
7248,30,0,99,99,0,1,1984,13,
7249,100,100,0,0,0,1,1980,17,0
7250,100,50,,,0,1,1981,16,7000
7251,,50,50,85,0,1,1981,16,47461.5384615385
7252,50,5,80,80,0,1,1984,13,20597.0909090909
7253,90,100,100,100,0,1,1983,14,3363.625
7254,100,100,100,100,0,1,1980,17,36000
7255,100,100,50,100,0,1,1983,14,22500
7256,90,50,100,,0,1,1980,17,122948.25
7257,25,0,100,20,0,1,1981,16,74636.3636363636
7258,75,75,90,0,1,1,1982,15,40380
7259,99,99,,,0,1,1982,15,26909.0909090909
7260,75,,,,0,1,1980,17,39444.4444444444
7261,0,0,100,,0,1,1984,13,63555.5555555556
7262,100,99,95,95,1,1,1984,13,19915.3846153846
7263,30,0,90,0,1,1,1980,17,19777.7777777778
7264,100,0,0,100,1,1,1981,16,21555.5555555556
7265,75,0,0,50,0,1,1982,15,32666.6666666667
7266,0,35,3,0,0,1,1983,14,27250
7267,0,0,0,0,0,1,1983,14,9000
7268,0,0,0,0,1,1,1982,15,12375
7269,90,50,0,50,1,1,1983,14,16281.8181818182
7270,0,100,100,100,1,1,1983,14,
