id,y1,y2,y3,y4,gen,race,birth_year,age,income
1496,90,100,99,90,1,0,1981,16,140162.933333333
1497,90,100,100,50,1,0,1982,15,82559.3636363636
1498,25,99,99,100,1,0,1984,13,1044.44444444444
1499,75,0,100,0,1,0,1980,17,45357.1428571429
1500,90,1,90,100,1,1,1982,15,57635.7142857143
1501,75,50,0,50,1,0,1980,17,7500
1502,90,3,,30,1,1,1984,13,15833.3333333333
1503,30,50,99,50,0,0,1980,17,42750
1504,1,100,95,0,1,0,1983,14,12636.3636363636
1505,100,80,25,10,0,1,1984,13,36100
1506,99,98,89,85,1,1,1984,13,5500
1507,0,,,,0,1,1983,14,
1508,99,75,0,50,0,1,1984,13,31800
1509,50,0,0,30,1,1,1982,15,18357.1428571429
1510,50,100,25,50,0,0,1980,17,35900
1511,50,30,50,50,1,0,1982,15,17428.5714285714
1512,0,1,0,0,1,0,1984,13,13333.3333333333
1513,50,0,0,0,1,0,1984,13,12530.7692307692
1514,80,0,0,75,0,1,1982,15,23777.7777777778
1515,0,100,100,90,0,1,1980,17,49600
1516,0,1,100,100,1,1,1980,17,31249.3333333333
1517,99,50,50,100,1,1,1983,14,20333.3333333333
1518,90,50,,15,0,0,1984,13,30000
1519,99,100,1,5,0,1,1984,13,77684.2857142857
1520,90,90,89,85,0,0,1984,13,23076.9230769231
1521,99,50,60,,1,0,1981,16,44333.3333333333
1522,60,75,40,20,0,1,1982,15,36186.0666666667
1523,100,,,,1,1,1984,13,28000
1524,95,90,99,99,1,1,1981,16,97600.5
1525,85,0,80,80,0,1,1980,17,77674.1333333333
1526,100,50,,,1,0,1982,15,17000
1527,5,0,0,0,1,1,1984,13,16512.5
1528,0,,,,1,1,1981,16,25000
1529,100,,,,0,1,1984,13,
1530,0,0,0,0,0,0,1980,17,50703.2142857143
1531,0,0,0,0,1,0,1983,14,26625
1532,0,100,100,70,0,0,1982,15,22788.8888888889
1533,75,100,100,100,1,0,1982,15,21833.3333333333
1534,10,0,0,0,1,0,1980,17,6485.71428571429
1535,88,100,100,100,0,0,1982,15,13267.4615384615
1536,0,0,20,50,0,1,1983,14,23914.2857142857
1537,100,100,100,100,1,0,1983,14,26890.9090909091
1538,50,,,,0,1,1980,17,
1539,75,50,50,0,1,0,1983,14,10000
1540,0,100,0,0,1,0,1984,13,8183.33333333333
1541,10,0,60,40,1,0,1984,13,11462.5
1542,0,0,0,0,1,1,1983,14,14200
1543,75,85,85,50,1,0,1982,15,35058.6666666667
1544,99,50,0,50,1,0,1984,13,15555.5555555556
1545,,0,0,100,0,0,1982,15,17969.4285714286
1546,25,80,50,10,1,0,1983,14,14000
1547,75,77,0,0,0,1,1981,16,73176.8
1548,100,0,0,0,0,1,1983,14,21233.3333333333
1549,99,88,95,95,0,1,1984,13,160167.833333333
1550,75,,,75,1,0,1982,15,31992.8571428571
1551,50,100,99,100,1,0,1980,17,71333.3333333333
1552,0,100,100,0,0,0,1984,13,35400
1553,100,80,99,50,0,1,1980,17,42307.6923076923
1554,100,0,0,0,0,1,1983,14,28253.3333333333
1555,0,99,0,,0,1,1980,17,2000
1556,100,50,0,0,0,1,1983,14,16125
1557,75,40,40,0,1,1,1984,13,29388.8888888889
1558,0,50,1,1,0,1,1982,15,19000
1559,0,0,0,0,0,0,1982,15,35714.2857142857
1560,99,100,0,50,0,1,1984,13,31090.9090909091
1561,,,,0,0,1,1984,13,2200
1562,2,0,98,0,0,1,1984,13,12272.7272727273
1563,80,70,40,64,0,1,1983,14,29556.25
1564,100,80,0,,0,1,1983,14,4500
1565,99,100,0,100,1,1,1984,13,25742.3076923077
1566,93,100,100,100,1,1,1982,15,5500
1568,50,0,50,75,1,1,1982,15,54636.3636363636
1569,40,100,100,70,0,1,1981,16,4892
1570,100,,,100,0,1,1981,16,41204.8333333333
1571,,0,50,0,1,1,1982,15,18784
1572,0,100,75,50,0,0,1982,15,89847.4
1573,80,75,,98,0,0,1981,16,36038.4615384615
1574,50,100,5,2,1,0,1983,14,18166.6666666667
1575,100,100,0,100,1,0,1981,16,16000
1576,100,100,0,100,1,0,1980,17,17858.5555555556
1577,90,0,50,,1,0,1984,13,
1578,100,100,90,90,0,0,1981,16,37358.3333333333
1579,50,100,75,100,0,1,1983,14,28625
1580,0,19,0,0,0,1,1980,17,10275
1581,25,,,,0,0,1980,17,
1582,40,50,50,75,1,0,1980,17,9269.23076923077
1583,0,,0,10,0,1,1981,16,19681.8181818182
1584,0,100,0,0,1,1,1982,15,19442.7857142857
1585,0,,0,0,1,1,1984,13,14272.2222222222
1586,20,75,0,50,0,1,1983,14,24050
1587,80,100,99,80,1,0,1982,15,29400
1588,75,5,50,70,1,0,1984,13,19193.3333333333
1589,100,100,100,100,0,1,1981,16,18538.4615384615
1590,40,90,100,99,1,0,1983,14,19560
1591,50,50,50,0,0,0,1982,15,62800
1592,90,80,100,90,1,0,1981,16,38461.5384615385
1593,0,50,50,0,1,0,1983,14,15600
1594,,50,100,0,1,1,1980,17,
1595,10,15,45,50,1,1,1982,15,20400
1596,50,0,0,50,0,1,1983,14,
1597,0,0,50,,0,1,1982,15,45666.6666666667
1598,100,100,100,100,1,1,1980,17,8183.33333333333
1599,100,,100,100,1,1,1981,16,27250
1600,100,0,,100,1,1,1982,15,22436.3636363636
1601,0,50,0,0,1,1,1982,15,16775
1602,5,100,100,1,1,1,1984,13,7926.46153846154
1603,95,,100,,1,1,1980,17,7501
1604,100,75,100,100,1,0,1980,17,27444.4444444444
1605,100,90,0,0,1,0,1982,15,32212.5
1606,100,100,,,1,1,1982,15,18039.1111111111
1607,50,100,,100,0,1,1983,14,17171.4285714286
1608,,50,,90,1,0,1980,17,44091
1609,75,50,,80,0,0,1983,14,
1610,90,,99,95,1,0,1982,15,33333.3333333333
1611,0,50,50,,1,0,1982,15,
1612,99,100,100,100,1,0,1982,15,37833.3333333333
1613,98,,,,0,0,1983,14,
1614,50,65,75,60,1,0,1980,17,24100
1615,0,0,0,4,0,1,1983,14,12534.5
1616,0,,,,1,0,1982,15,
1617,67,75,65,33,0,0,1983,14,56678.5714285714
1618,99,99,95,78,0,0,1980,17,19153.3333333333
1619,100,100,100,100,0,0,1981,16,102500
1620,90,75,75,100,0,0,1984,13,38153.9285714286
1621,85,,100,,0,0,1981,16,
1622,99,100,60,35,1,1,1984,13,63270.4285714286
1623,95,80,100,90,0,0,1983,14,67837.2307692308
1624,80,95,75,50,1,0,1984,13,86427.5555555556
1625,0,100,,,0,1,1982,15,15000
1626,0,0,,99,0,1,1984,13,73000
1627,90,100,50,0,0,0,1982,15,41000
1628,50,100,100,100,0,0,1983,14,25170.4
1629,80,80,85,70,1,0,1982,15,58526.1818181818
1630,75,25,0,80,1,0,1981,16,45102.2857142857
1631,5,100,100,99,0,0,1981,16,29000
1632,50,50,100,99,0,0,1984,13,5625
1633,0,70,70,80,1,0,1980,17,29071.4285714286
1634,50,90,15,30,1,0,1984,13,23846.1538461539
1635,100,100,95,80,0,0,1980,17,206884.5
1636,100,,,,0,0,1981,16,16500
1637,0,50,50,50,0,0,1983,14,27600
1638,50,100,100,,0,0,1980,17,65666.6666666667
1639,40,40,45,65,1,0,1984,13,35566.6666666667
1640,75,50,75,50,0,0,1982,15,26625
1641,100,99,50,100,1,0,1983,14,36833.3333333333
1642,,70,,0,1,0,1983,14,83046.3333333333
1643,,50,50,,0,0,1981,16,87000
1644,95,90,99,0,1,0,1981,16,81304.0666666667
1645,0,100,100,0,0,0,1981,16,25346.1538461539
1646,75,50,99,100,0,0,1982,15,28272.7272727273
1647,,100,100,100,1,0,1982,15,109793
1648,30,10,10,,0,0,1981,16,8557.5
1649,70,50,50,50,0,0,1981,16,55071.4285714286
1650,80,,,,0,0,1982,15,
1651,100,99,100,100,1,0,1982,15,15400
1652,75,100,100,,0,0,1981,16,
1653,50,87,80,,0,0,1983,14,
1654,50,65,50,50,0,0,1980,17,102480
1655,10,100,100,40,0,0,1982,15,22807.6923076923
1656,99,75,100,100,0,0,1984,13,103885.25
1657,50,,,,1,1,1983,14,43388.8888888889
1658,0,0,0,0,1,0,1982,15,25000
1659,80,0,95,95,0,1,1982,15,39014.2857142857
1660,0,100,,,1,0,1981,16,
1661,90,70,90,100,0,1,1980,17,120663.333333333
1662,90,0,90,50,0,0,1981,16,1000
1663,0,0,0,45,1,1,1984,13,
1664,95,75,50,,0,0,1983,14,4114.28571428572
1665,95,100,100,99,0,0,1981,16,
1666,75,,99,95,0,0,1981,16,30454.5555555556
1667,0,100,50,100,0,0,1984,13,10500
1668,15,100,50,60,0,0,1984,13,34000
1669,75,99,50,0,1,0,1981,16,43642.8571428572
1670,50,100,100,100,1,0,1980,17,7250
1671,100,0,100,90,1,0,1982,15,19142.8571428571
1672,50,80,90,75,1,0,1983,14,22118.1818181818
1673,100,99,99,98,1,0,1982,15,36900
1674,35,70,55,,1,0,1981,16,9125
1675,80,60,85,10,0,0,1984,13,15833.3333333333
1676,0,0,0,0,0,0,1980,17,124497.1
1677,100,100,100,100,1,0,1982,15,21500
1678,95,90,75,75,0,0,1983,14,60272.3333333333
1679,85,95,75,0,1,0,1982,15,3633.33333333333
1680,65,0,80,60,1,0,1982,15,48178.5714285714
1681,0,80,90,60,0,0,1981,16,105333.333333333
1682,0,60,80,90,1,0,1980,17,69924.7
1683,100,75,100,70,0,1,1980,17,26747
1684,50,0,100,100,1,1,1981,16,39571.4285714286
1685,50,0,50,85,0,1,1980,17,40032.7142857143
1686,100,100,90,90,1,0,1982,15,10262.5
1687,50,99,50,100,0,0,1980,17,50769.2307692308
1688,99,100,95,100,0,0,1983,14,21285.7142857143
1689,100,100,100,100,1,0,1984,13,2278.75
1690,100,100,100,100,1,0,1983,14,30500
1691,90,100,100,100,1,0,1983,14,25589.2857142857
1692,80,75,85,75,0,0,1981,16,27933.3333333333
1693,50,0,,100,0,0,1984,13,63468.8
1694,95,,,,0,0,1982,15,132376.538461538
1695,95,,,,0,0,1984,13,25944.4444444444
1696,100,99,,50,0,0,1983,14,56690.5555555556
1697,0,,,,1,0,1984,13,32100
1698,99,50,75,100,1,0,1980,17,33200
1699,0,,,10,0,0,1982,15,
1700,75,100,0,0,0,0,1982,15,53812.5
1701,90,50,0,100,0,0,1984,13,55888.8888888889
1702,100,0,,100,0,0,1982,15,17500
1703,99,100,100,100,1,0,1980,17,29333.3333333333
1704,90,100,50,75,0,0,1982,15,25614.2857142857
1705,0,50,,25,1,0,1981,16,50
1706,50,100,99,100,1,0,1984,13,4333.33333333333
1707,,,,,0,1,1980,17,
1708,5,100,23,100,0,0,1982,15,17909.0909090909
1709,100,0,75,95,1,0,1980,17,16500
1710,90,5,0,3,0,0,1983,14,7500
1711,95,90,75,99,0,0,1980,17,20250
1712,1,100,0,75,1,0,1983,14,52236.375
1713,100,45,75,80,1,0,1984,13,21223.0769230769
1714,,100,98,100,0,1,1983,14,18430.3333333333
1715,100,99,50,12,0,0,1981,16,56695.1666666667
1716,,4,0,,1,0,1982,15,500
1717,100,100,100,100,1,0,1984,13,20200
1718,100,0,,0,1,1,1981,16,15670
1719,100,100,100,100,1,1,1983,14,24333.3333333333
1720,1,100,1,100,0,0,1981,16,31000
1721,100,100,1,,0,1,1980,17,32939.4
1722,,,50,1,0,1,1981,16,31461.5384615385
1723,100,,100,100,1,1,1981,16,11333.3333333333
1724,,3,,1,0,1,1981,16,2666.66666666667
1725,,50,50,100,0,1,1980,17,
1726,0,100,50,0,0,1,1982,15,
1727,0,0,98,100,0,1,1982,15,29957.1428571429
1728,,0,13,0,1,1,1983,14,15000
1729,,100,3,0,0,1,1984,13,30100
1730,0,50,100,75,1,0,1981,16,27984.6428571429
1731,100,,,,1,0,1980,17,
1732,100,100,100,90,0,0,1984,13,5220
1733,50,100,0,100,1,0,1981,16,18449.1428571429
1734,50,100,100,100,0,0,1983,14,29166.6666666667
1735,50,25,0,50,0,0,1980,17,59866.6666666667
1736,90,50,100,95,1,0,1983,14,10833.3333333333
1737,50,50,,,0,0,1981,16,42500
1738,100,95,,,0,0,1981,16,
1739,50,90,100,100,1,0,1982,15,6681.25
1740,100,70,100,100,0,0,1983,14,24666.6666666667
1741,100,90,100,99,0,0,1984,13,20800
1742,100,,,,1,0,1982,15,
1743,25,,,,1,0,1982,15,63571.4285714286
1744,0,79,100,20,0,0,1983,14,47207.1428571429
1745,100,0,100,100,1,0,1984,13,11988.8888888889
1746,0,0,99,99,0,0,1982,15,55032.6666666667
1747,0,100,0,100,1,0,1982,15,23741.6666666667
1748,30,20,,,0,1,1982,15,
1749,,75,50,,1,0,1982,15,45666.6666666667
1750,25,,,,1,0,1981,16,0
1751,100,,,,1,0,1981,16,32625
1752,99,99,99,100,1,0,1983,14,88863.5714285714
1753,95,100,100,100,0,0,1980,17,19197.6923076923
1754,,,100,,1,0,1981,16,14225
1755,100,0,0,100,0,0,1980,17,132425.25
1756,85,80,80,,1,0,1980,17,
1757,0,25,25,50,0,0,1983,14,123296.727272727
1758,75,75,50,100,0,0,1981,16,1150
1759,100,100,50,90,0,0,1983,14,41666.6666666667
1760,0,0,0,,1,1,1980,17,16333.3333333333
1761,80,100,100,,1,1,1981,16,7000
1762,60,100,5,,0,1,1981,16,
1763,80,100,40,0,0,1,1983,14,1000
1764,80,,,,0,0,1980,17,
1765,90,100,100,,0,0,1983,14,17114.2857142857
1766,50,75,65,59,0,0,1982,15,19633.3333333333
1767,100,80,70,70,0,0,1983,14,11812.5
1768,0,89,100,100,0,1,1980,17,44606.0666666667
1769,99,100,100,100,1,1,1981,16,38333.3333333333
1770,90,100,70,,0,1,1981,16,30233.4285714286
1771,99,,100,100,0,0,1980,17,47533.3333333333
1772,99,0,90,85,1,0,1982,15,14373.3333333333
1773,0,0,99,100,1,0,1984,13,30392.8571428571
1774,0,0,0,0,1,0,1984,13,8140
1775,90,90,100,90,0,0,1980,17,55326.0666666667
1776,0,99,100,100,1,0,1980,17,28750
1777,75,100,,,0,0,1981,16,23459.6
1778,80,97,100,100,0,0,1983,14,50461.5384615385
1779,99,0,90,0,0,0,1984,13,53246.75
1780,99,0,,100,1,0,1983,14,30083.3333333333
1781,25,75,75,100,1,1,1983,14,4500
1782,90,100,100,,1,0,1980,17,44222.2222222222
1783,100,100,100,100,1,0,1981,16,17966.6666666667
1784,100,0,0,0,1,0,1983,14,31681.8181818182
1785,99,0,0,0,1,0,1983,14,10100
1786,0,100,100,100,1,1,1980,17,40642.8571428572
1787,0,0,5,100,0,1,1984,13,15000
1788,0,50,0,50,0,1,1982,15,
1789,10,50,75,50,1,1,1983,14,5940
1790,75,100,100,0,0,1,1980,17,8700
1791,75,15,50,50,0,1,1982,15,15125
1792,100,100,50,,1,1,1980,17,21000
1793,50,75,,,1,1,1983,14,32692.3076923077
1794,80,100,,,0,1,1983,14,24090.9090909091
1795,0,95,80,0,0,1,1981,16,22180
1796,0,,,,1,0,1981,16,
1797,50,0,0,0,0,0,1983,14,30884.6666666667
1798,100,0,60,50,1,0,1983,14,0
1799,100,80,50,50,0,0,1984,13,37050
1800,100,,100,0,1,0,1981,16,17475
1801,90,0,100,100,1,0,1980,17,11800
1802,0,0,0,100,0,0,1983,14,35400
1803,75,0,100,90,0,0,1980,17,69037.3
1804,100,100,100,50,1,0,1983,14,21711.5384615385
1805,100,100,100,99,0,1,1984,13,23162.5
1806,0,0,99,99,1,0,1984,13,16756.6666666667
1807,5,,50,100,0,0,1981,16,37042
1808,99,100,100,100,0,0,1984,13,20250
1809,100,100,90,90,0,0,1981,16,37350
1810,10,30,5,0,0,0,1983,14,59461.5384615385
1811,0,,0,0,0,0,1984,13,19269.2307692308
1812,90,99,90,100,1,0,1983,14,33000
1813,90,30,,60,0,0,1981,16,23727.7
1814,99,100,99,0,1,0,1983,14,26250
1815,75,100,100,0,0,0,1980,17,34392.8571428571
1816,90,100,75,0,0,1,1980,17,25230.7692307692
1817,100,100,100,75,0,0,1983,14,29521.4285714286
1818,90,0,,100,1,1,1983,14,10416.6666666667
1819,75,50,99,75,0,0,1981,16,95015.8
1820,99,90,95,35,0,0,1981,16,23357.1428571429
1821,75,100,100,100,1,0,1980,17,
1822,85,0,60,75,1,0,1980,17,
1823,0,95,99,99,0,0,1984,13,18688.8888888889
1824,65,60,100,100,1,0,1982,15,23045.4545454545
1825,80,90,80,85,0,0,1984,13,68344.25
1826,75,75,0,100,0,0,1981,16,37661.7857142857
1827,100,60,75,100,0,0,1982,15,116191.933333333
1828,20,85,50,15,0,0,1983,14,79302.3
1829,40,,75,0,1,0,1983,14,35615.3846153846
1830,40,70,45,35,0,0,1980,17,38500
1831,100,100,100,100,0,0,1983,14,25143.1
1832,100,0,100,100,0,0,1984,13,19375
1833,90,95,80,90,1,0,1983,14,21277.7777777778
1834,99,10,0,50,0,0,1983,14,22156.3333333333
1835,100,,95,90,1,0,1981,16,28000
1836,95,50,,50,0,0,1982,15,9520
1837,1,99,100,98,1,0,1981,16,38116.6666666667
1838,80,100,70,50,0,0,1981,16,29125
1839,5,87,100,100,1,1,1980,17,42630.5333333333
1840,50,25,0,100,1,1,1982,15,62378.6153846154
1841,2,0,0,10,1,1,1984,13,17781.8181818182
1842,0,0,100,100,0,1,1984,13,4933.33333333333
1843,30,40,5,5,0,0,1982,15,12651.25
1844,60,90,50,0,1,0,1983,14,32875
1845,90,80,50,75,0,1,1983,14,13400
1846,100,100,0,50,1,1,1984,13,15000
1847,50,75,50,50,0,1,1983,14,22190.7272727273
1848,50,95,,75,1,1,1980,17,
1849,40,50,30,25,0,1,1980,17,30391.6666666667
1850,25,25,50,100,1,1,1981,16,16500
1851,100,0,0,,0,1,1982,15,27285.7142857143
1852,0,,,100,0,0,1980,17,
1853,100,34,0,0,0,1,1981,16,61841
1854,90,,100,90,0,0,1980,17,31750
1855,90,50,100,50,1,0,1980,17,
1856,80,90,100,100,1,0,1981,16,24009.0909090909
1857,95,80,90,92,0,0,1984,13,67847.6666666667
1858,90,0,40,50,1,0,1981,16,149228.833333333
1859,0,5,,50,0,0,1981,16,75000
1860,99,89,100,90,1,0,1980,17,8300
1861,100,95,20,50,0,0,1981,16,52134.25
1862,30,30,70,87,1,0,1984,13,75695.6428571429
1863,100,,,,1,0,1981,16,
1864,100,75,50,30,1,0,1981,16,46069.6666666667
1865,100,100,,,1,0,1981,16,17545.4545454545
1866,95,100,100,100,1,0,1982,15,19100
1867,100,50,100,60,0,1,1982,15,25666.6666666667
1868,100,0,100,0,0,1,1984,13,36527.2727272727
1869,70,30,30,90,0,1,1983,14,28092.3076923077
1870,100,,,90,1,1,1984,13,15035
1871,0,0,0,100,0,1,1983,14,16500
1872,1,50,0,0,0,1,1981,16,21800
1873,5,100,100,75,0,0,1980,17,58071.6
1874,5,0,50,50,1,0,1982,15,71092
1875,1,100,99,0,1,0,1984,13,42835.3
1876,0,15,75,,1,0,1981,16,31050.7692307692
1877,75,50,,50,1,0,1981,16,5000
1878,100,0,20,50,0,0,1984,13,21436.3636363636
1879,100,0,0,100,0,0,1983,14,50000
1880,85,50,,90,1,0,1982,15,33800
1881,,,,100,0,1,1980,17,24500
1882,80,80,50,100,0,0,1981,16,12807.6923076923
1883,0,70,50,50,1,0,1984,13,6125
1884,0,80,90,80,1,0,1980,17,100763.466666667
1885,100,75,0,100,0,0,1983,14,91120.4
1886,99,90,90,65,0,0,1984,13,65444.6923076923
1887,45,90,5,5,0,0,1984,13,
1888,0,100,50,50,0,0,1984,13,18625
1889,95,100,0,,1,0,1981,16,
1890,75,,5,50,0,0,1983,14,3500
1891,55,100,99,100,0,0,1984,13,
1892,0,80,,0,0,0,1981,16,55000
1893,50,0,50,50,1,0,1982,15,26685.7142857143
1894,100,100,100,100,1,0,1980,17,24500
1895,100,99,75,75,0,0,1983,14,41000
1896,0,1,0,0,0,0,1982,15,90289.1818181818
1897,50,100,75,0,1,0,1982,15,27538.4615384615
1898,25,10,10,60,1,0,1984,13,19700
1899,100,100,0,100,1,0,1982,15,20500
1900,0,99,100,0,1,0,1983,14,18933.8666666667
1901,50,95,0,99,1,0,1980,17,20450
1902,0,100,95,75,0,0,1984,13,39964.2857142857
1903,75,90,90,90,1,0,1981,16,62433.3333333333
1904,0,100,50,0,0,1,1983,14,39115.3846153846
1905,95,0,90,90,0,0,1981,16,41866.6666666667
1906,100,100,,,1,0,1980,17,36000
1907,79,0,0,0,0,0,1983,14,70000
1908,0,75,0,50,1,0,1981,16,12450
1909,10,0,99,100,1,0,1984,13,26433.3333333333
1910,0,50,0,,0,0,1980,17,30954.5454545455
1911,100,100,100,50,0,0,1982,15,30777.7777777778
1912,67,35,20,30,1,0,1982,15,27927.2727272727
1913,45,100,0,0,1,0,1981,16,18625
1914,0,0,75,0,0,1,1980,17,38966.6666666667
1915,2,,50,,0,1,1983,14,5533.33333333333
1916,100,99,98,0,1,0,1983,14,33458.4615384615
1917,95,50,50,,1,0,1982,15,8500
1918,100,100,0,10,0,0,1982,15,48160.3076923077
1919,90,50,100,30,0,0,1983,14,51509.8333333333
1920,50,100,0,,0,0,1982,15,9250
1921,99,100,100,100,1,0,1983,14,16645.5384615385
1922,100,100,100,100,0,0,1984,13,22833.3333333333
1923,0,100,99,100,1,0,1981,16,51250
1924,100,100,,100,1,0,1983,14,5830
1925,50,,90,50,0,0,1980,17,39633.3333333333
1926,,100,,,1,1,1980,17,21500
1927,,50,,,0,1,1980,17,33333.3333333333
1928,90,75,100,0,1,1,1981,16,5400
1929,100,100,100,0,0,1,1983,14,14333.3333333333
1930,0,100,90,,1,1,1984,13,13890.9090909091
1931,100,98,0,99,0,0,1982,15,53000
1932,90,95,90,90,1,0,1981,16,72476.0666666667
1933,99,60,5,5,0,0,1981,16,79874.8666666667
1934,50,,0,50,1,0,1981,16,63066.6666666667
1935,75,50,99,0,0,0,1980,17,34700
1936,90,,,,0,1,1983,14,
1937,50,94,95,1,0,1,1980,17,31961.5384615385
1938,50,50,50,100,0,1,1981,16,34285.7142857143
1939,25,,,,1,1,1981,16,8350
1940,50,90,95,70,1,1,1982,15,18225
1941,100,30,0,100,1,1,1980,17,14064.4444444444
1942,100,95,100,100,1,1,1983,14,14000
1943,25,50,15,99,0,0,1981,16,34000
1944,30,0,80,30,0,0,1984,13,8911.11111111111
1945,,,12,100,0,1,1980,17,
1946,75,50,0,80,1,0,1983,14,54000
1947,100,100,100,0,1,0,1983,14,18245.4545454545
1948,1,50,90,10,0,0,1983,14,17666.6666666667
1949,0,0,50,10,0,1,1983,14,33375
1950,100,,,,1,0,1982,15,36834
1951,100,,,100,0,0,1982,15,40192.5
1952,2,1,100,95,0,1,1983,14,3500
1953,90,0,99,90,1,1,1982,15,11900
1954,0,0,98,99,1,1,1984,13,280
1955,100,95,99,,0,1,1982,15,
1956,97,100,100,0,1,1,1982,15,25717.1428571429
1957,99,80,10,2,0,1,1981,16,24833.3333333333
1958,50,70,50,50,0,1,1984,13,28700
1959,0,0,100,80,1,1,1980,17,49333.3333333333
1960,90,,100,100,0,1,1984,13,17500
1961,50,,50,,0,1,1984,13,5775
1962,0,100,90,0,1,0,1984,13,7116.66666666667
1963,0,0,100,100,0,0,1984,13,72930.6153846154
1964,98,50,50,50,1,0,1982,15,21467.5454545455
1965,50,100,90,,0,1,1982,15,27333.3333333333
1966,0,100,99,0,0,1,1981,16,26727.2727272727
1967,70,100,,0,0,1,1981,16,32000
1968,75,90,99,90,0,1,1983,14,33166.6666666667
1969,2,0,10,,1,1,1984,13,49750
1970,100,,99,99,0,1,1984,13,35653.8461538462
1971,0,,,0,1,1,1980,17,29846.6666666667
1972,0,50,0,30,1,1,1983,14,30491.6666666667
1973,90,99,50,75,0,0,1984,13,15000
1974,99,100,100,100,0,0,1984,13,28230.7692307692
1975,0,,50,0,0,1,1982,15,44026.1538461539
1976,0,60,45,1,0,1,1984,13,49385.7142857143
1977,100,,15,100,1,1,1981,16,12804
1978,0,100,0,0,1,1,1982,15,47633.3333333333
1979,75,0,0,50,0,0,1984,13,34200
1980,100,100,0,100,1,1,1980,17,16614.2857142857
1981,0,100,100,50,0,1,1981,16,84047.4444444445
1982,100,99,90,80,0,1,1983,14,38208.3333333333
1983,50,100,,,1,1,1982,15,13391.25
1984,0,0,,,1,1,1984,13,27685.6923076923
1985,25,25,89,75,0,0,1980,17,76666.6666666667
1986,90,99,100,100,1,0,1983,14,
1987,0,0,100,0,1,1,1981,16,10948
1988,100,2,100,0,1,0,1982,15,20000
1989,100,,100,0,1,0,1981,16,26714.2857142857
1990,0,0,50,50,0,1,1980,17,29265.4
1991,90,99,99,100,1,1,1983,14,21600
1992,99,100,100,100,1,0,1981,16,23833.5
1993,100,100,100,0,0,0,1983,14,22806.5555555556
1994,0,96,80,85,0,0,1984,13,55456.3636363637
1995,10,0,50,50,1,0,1980,17,27866.6666666667
1996,10,50,0,0,0,0,1982,15,21000
1997,0,0,,,1,1,1980,17,
1998,7,49,13,70,1,1,1984,13,33980
1999,0,0,0,0,0,1,1982,15,
2000,10,0,50,0,0,1,1984,13,
2001,0,0,100,0,1,0,1982,15,19155.3846153846
2002,5,100,100,0,1,0,1983,14,14225
2003,50,80,50,50,0,0,1983,14,43000
2004,85,0,100,0,1,0,1981,16,45376
2005,100,70,50,0,0,0,1983,14,43230.7692307692
2006,80,50,75,50,0,0,1982,15,63750
2007,4,0,100,0,1,0,1981,16,42000
2008,70,50,0,100,1,0,1982,15,5087.5
2009,0,0,1,0,0,0,1981,16,64152.6666666667
2010,0,0,0,0,0,0,1984,13,31571.4285714286
2011,50,0,100,100,1,0,1980,17,38750
2012,100,0,0,100,1,0,1984,13,11464
2013,50,100,100,100,0,0,1984,13,26760
2014,0,50,100,99,0,0,1982,15,27307.6923076923
2015,50,50,3,11,1,1,1981,16,2000
2016,100,0,0,0,1,1,1981,16,24900
2017,15,100,0,0,1,1,1981,16,35993.3333333333
2018,90,60,0,0,0,1,1981,16,16857.1428571429
2019,0,,2,,0,1,1981,16,28437.5
2020,50,50,0,50,1,1,1983,14,12470.9090909091
2021,100,99,99,100,1,1,1982,15,
2022,5,100,90,0,1,1,1980,17,63676.7777777778
2023,0,,0,0,1,1,1981,16,2000
2024,0,100,100,100,0,1,1983,14,20266.6666666667
2025,75,0,0,0,1,1,1984,13,32230.7692307692
2026,0,0,0,100,1,1,1983,14,10900
2027,100,100,90,100,1,0,1981,16,34958.3333333333
2028,90,10,0,2,1,0,1983,14,7166.66666666667
2029,50,90,50,0,0,0,1984,13,25384.6153846154
2030,79,35,0,0,0,1,1980,17,55877.4666666667
2031,80,80,80,70,1,0,1980,17,14241.6666666667
2032,0,1,50,50,0,1,1984,13,24250
2033,100,50,50,75,1,0,1984,13,42916.6666666667
2034,100,,,,1,0,1982,15,
2035,50,25,100,50,0,0,1981,16,47727.2727272727
2036,0,,99,,1,1,1984,13,12945.8333333333
2037,100,0,20,100,0,1,1980,17,80520.4444444444
2038,0,50,0,0,1,1,1982,15,34208.3333333333
2039,99,85,90,98,1,0,1984,13,16576.9230769231
2040,100,94,100,100,1,0,1980,17,70323.6666666667
2041,5,0,74,50,0,0,1983,14,9714.28571428571
2042,100,0,99,95,0,0,1981,16,64750.2666666667
2043,70,100,100,100,0,0,1984,13,31000
2044,80,,50,90,1,0,1980,17,42166.6666666667
2045,5,95,0,50,0,0,1983,14,40000
2046,50,100,,100,0,0,1980,17,72500
2047,0,100,50,50,0,0,1984,13,22666.6666666667
2048,95,100,100,98,0,0,1980,17,125770.9
2049,50,100,95,100,0,0,1982,15,53750
2050,50,90,50,80,0,0,1981,16,35857.1428571429
2051,50,75,65,75,0,0,1982,15,28458.3333333333
2052,95,85,,,1,0,1980,17,
2053,50,50,,,1,0,1982,15,65000
2054,0,100,100,70,0,0,1981,16,29250
2055,100,100,0,0,1,0,1983,14,60366.6666666667
