y1,y2,y3,y4,gen,race,income
0,0,,50,0,0,10.6003824887852
50,75,100,100,1,0,9.35514557733244
0,0,75,0,0,0,9.83153997043313
0,0,98,100,1,0,10.2904411210818
80,50,40,50,1,0,9.66676470452087
0,80,100,90,0,0,10.0310267201954
88,90,100,100,0,0,9.79438013071807
100,4,0,0,1,0,10.6051697968976
90,75,50,0,0,0,10.5998963282939
99,99,85,90,1,0,10.0367737365288
80,90,95,90,1,0,8.9726522324371
100,85,95,50,0,1,10.6650367277434
100,50,100,100,1,0,10.2981338996509
50,50,100,50,1,0,9.71927845887052
45,50,80,80,0,0,10.2378201284956
,50,50,,0,0,10.353304664688
100,75,0,80,0,0,10.0080687068072
68,,50,,0,0,10.5474506521418
99,99,95,50,1,0,7.5997775769015
75,100,75,80,0,0,10.5261919618937
100,100,100,100,0,0,10.2845485803845
89,,0,55,1,0,9.15979438983956
25,50,50,95,0,0,9.86569722982523
0,100,0,100,1,0,8.75744437702464
25,60,100,0,0,1,8.91657480154867
25,85,75,75,1,1,9.71006030314424
85,,,100,1,1,10.3160181216611
5,15,0,10,0,1,10.8141231169636
15,1,0,,0,1,10.0134741324677
25,50,25,2,1,1,8.40212125419767
45,0,5,3,0,1,8.43940488391304
100,100,,10,1,1,8.91636781685363
100,50,50,90,0,1,10.1812108315312
100,100,100,50,0,1,9.36503107970452
95,0,100,0,1,1,10.2538718773055
90,100,0,40,1,1,8.54375808303986
100,99,100,45,1,1,9.54817568732374
100,50,50,75,0,1,9.48808913637655
85,99,75,0,1,1,9.1671125160649
75,50,75,98,1,1,10.3633452840236
0,50,,0,0,1,6.55209850982057
80,100,100,90,0,1,9.65022092661008
0,0,100,100,0,1,9.3189127816958
0,100,75,75,0,0,10.6012042867486
50,50,80,70,0,0,10.2836524338382
75,30,30,50,0,0,9.09616647759095
100,50,99,99,1,0,10.3522598888995
75,90,0,100,0,0,10.2534566458138
50,99,100,100,1,0,9.23275257077719
100,,100,,1,0,10.9361097077563
25,0,25,0,0,0,10.1486284629215
95,70,75,50,1,0,10.4155994954316
50,5,100,100,0,0,9.52778500142924
50,100,50,90,1,0,9.95474170243341
60,70,80,50,1,0,9.26775066755431
90,100,99,90,1,0,11.3643434351646
90,100,100,50,1,0,10.4525378071745
25,99,99,100,1,0,6.68794268879682
75,0,100,0,1,0,10.2284115964849
90,1,90,100,1,1,10.2642846515652
75,50,0,50,1,0,10.0599103611768
90,3,,30,1,1,9.50551770122648
30,50,99,50,0,0,10.437823576344
1,100,95,0,1,0,8.97354374899097
100,80,25,10,0,1,9.16078495353788
99,98,89,85,1,1,9.59266177090683
0,,,,0,1,9.41764022850127
99,75,0,50,0,1,10.1797992472827
50,0,0,30,1,1,9.47638454488393
50,100,25,50,0,0,10.694745643992
50,30,50,50,1,0,9.70269908592077
0,1,0,0,1,0,9.44922101381639
50,0,0,0,1,0,9.24498707638916
80,0,0,75,0,1,8.66391860616171
0,100,100,90,0,1,10.4958622988537
0,1,100,100,1,1,10.5031330460153
99,50,50,100,1,1,9.79600840263021
90,50,,15,0,0,9.83062189406735
99,100,1,5,0,1,10.2652452836409
90,90,89,85,0,0,9.09606398187486
99,50,60,,1,0,10.5992439788411
60,75,40,20,0,1,10.1596955094681
100,,,,1,1,8.20613341256041
95,90,99,99,1,1,11.5036414666916
85,0,80,80,0,1,10.2373887006222
100,50,,,1,0,9.18672696895058
5,0,0,0,1,1,7.58489551638932
0,,,,1,1,10.3184502232858
100,,,,0,1,10.0531553967761
0,0,0,0,0,0,10.4646192322628
0,0,0,0,1,0,9.36083953473326
0,100,100,70,0,0,9.02174422324587
75,100,100,100,1,0,9.82586615436615
10,0,0,0,1,0,6.72317464507366
88,100,100,100,0,0,9.36626887034655
0,0,20,50,0,1,9.99048136968994
100,100,100,100,1,0,9.46287090976244
50,,,,0,1,7.65641412766676
75,50,50,0,1,0,10.1378804431078
0,100,0,0,1,0,8.07263994879653
10,0,60,40,1,0,8.68472410925954
0,0,0,0,1,1,9.37913169513875
75,85,85,50,1,0,9.73906662974209
99,50,0,50,1,0,9.13612602298568
,0,0,100,0,0,9.06398128162943
25,80,50,10,1,0,9.94995544462042
75,77,0,0,0,1,10.317715365088
100,0,0,0,0,1,9.44260597537145
99,88,95,95,0,1,8.83756447532773
75,,,75,1,0,9.99065719754929
50,100,99,100,1,0,10.822605165924
0,100,100,0,0,0,9.82960141536438
100,80,99,50,0,1,10.4641964222425
100,0,0,0,0,1,9.87034921831023
0,99,0,,0,1,8.34061300291577
100,50,0,0,0,1,8.92351086354941
75,40,40,0,1,1,8.18727940745467
0,50,1,1,0,1,9.31418851008833
0,0,0,0,0,0,10.4075102018329
99,100,0,50,0,1,9.97679948203212
,,,0,0,1,8.22685051394965
2,0,98,0,0,1,9.17741731948301
80,70,40,64,0,1,9.27637515700032
100,80,0,,0,1,8.38715357984004
99,100,0,100,1,1,8.29707169687799
93,100,100,100,1,1,8.18434134969512
50,0,50,75,1,1,10.631518726167
40,100,100,70,0,1,8.67812002991512
100,,,100,0,1,10.4565480366639
,0,50,0,1,1,9.75298024616987
0,100,75,50,0,0,10.6791885122477
80,75,,98,0,0,10.2797318434592
50,100,5,2,1,0,9.46796486796224
100,100,0,100,1,0,9.17999059250135
100,100,0,100,1,0,9.33752877599418
90,0,50,,1,0,9.79242726976342
100,100,90,90,0,0,10.1947047972348
50,100,75,100,0,1,10.2435093645951
0,19,0,0,0,1,8.93204846725263
25,,,,0,0,10.5373887159383
40,50,50,75,1,0,8.47309638655707
0,,0,10,0,1,9.7527584587021
0,100,0,0,1,1,9.12813250949934
0,,0,0,1,1,8.6559542971216
20,75,0,50,0,1,9.38365001032699
80,100,99,80,1,0,9.90866465561045
75,5,50,70,1,0,9.3746343297272
100,100,100,100,0,1,9.70609526402107
40,90,100,99,1,0,9.68601685563941
50,50,50,0,0,0,9.64176052221571
90,80,100,90,1,0,10.4044273903477
0,50,50,0,1,0,10.0098826415981
,50,100,0,1,1,8.47284539946422
10,15,45,50,1,1,7.90802085885379
50,0,0,50,0,1,9.66003910284205
0,0,50,,0,1,10.0522412475036
100,100,100,100,1,1,7.74513027290606
100,,100,100,1,1,9.64727844037348
100,0,,100,1,1,9.26158498067494
0,50,0,0,1,1,9.25652921906636
5,100,100,1,1,1,7.70282725463655
95,,100,,1,1,6.86286808776127
100,75,100,100,1,0,8.8671587423545
100,90,0,0,1,0,9.03769776882102
100,100,,,1,1,8.27729295373268
50,100,,100,0,1,9.95605220614076
,50,,90,1,0,10.839697790165
75,50,,80,0,0,9.71542504056972
90,,99,95,1,0,10.4190595424481
0,50,50,,1,0,8.72634826678499
99,100,100,100,1,0,10.3130257871992
98,,,,0,0,9.93629241350332
50,65,75,60,1,0,8.76527272571364
0,0,0,4,0,1,8.53843565507892
0,,,,1,0,8.68052127034069
67,75,65,33,0,0,9.74175956530013
99,99,95,78,0,0,9.72370124802613
100,100,100,100,0,0,9.78168522279057
90,75,75,100,0,0,10.1524375166709
85,,100,,0,0,8.5649106403979
99,100,60,35,1,1,10.1715760744997
95,80,100,90,0,0,10.3302870089588
80,95,75,50,1,0,10.4696373758885
0,100,,,0,1,6.9965041386312
0,0,,99,0,1,9.96112085679908
90,100,50,0,0,0,10.4879524967141
50,100,100,100,0,0,10.365407008113
80,80,85,70,1,0,9.16809582836344
75,25,0,80,1,0,10.2813741361719
5,100,100,99,0,0,10.4547320155306
50,50,100,99,0,0,7.99654083157936
0,70,70,80,1,0,10.1823330116056
50,90,15,30,1,0,9.5906290155963
100,100,95,80,0,0,11.0856181089118
100,,,,0,0,9.77634370587346
0,50,50,50,0,0,10.1339846199124
50,100,100,,0,0,10.8207533390658
40,40,45,65,1,0,9.79329039619077
75,50,75,50,0,0,10.3743747628975
100,99,50,100,1,0,10.5140678948233
,70,,0,1,0,9.68254039310547
,50,50,,0,0,9.7023277897727
95,90,99,0,1,0,10.8278433372287
0,100,100,0,0,0,9.71766745487548
75,50,99,100,0,0,9.97720123834514
,100,100,100,1,0,9.76166280037573
30,10,10,,0,0,8.66091309259301
70,50,50,50,0,0,10.6375936297877
80,,,,0,0,10.0926707815479
100,99,100,100,1,0,10.0873182403985
75,100,100,,0,0,9.5508352266742
50,87,80,,0,0,10.6807454971377
50,65,50,50,0,0,11.3262227700767
10,100,100,40,0,0,9.42845645537599
99,75,100,100,0,0,9.53768424821648
50,,,,1,1,10.1863455779902
0,0,0,0,1,0,10.6939716763467
80,0,95,95,0,1,10.2352308596926
0,100,,,1,0,9.7517810169072
90,70,90,100,0,1,10.6523851855644
90,0,90,50,0,0,7.67744316847645
0,0,0,45,1,1,10.3860665171515
95,75,50,,0,0,8.58771401750998
95,100,100,99,0,0,10.6980591181334
75,,99,95,0,0,10.381672167778
0,100,50,100,0,0,9.6961019816822
15,100,50,60,0,0,10.0450400763877
75,99,50,0,1,0,10.0976314789626
50,100,100,100,1,0,9.36243640272914
100,0,100,90,1,0,9.13717015945439
50,80,90,75,1,0,8.87662125073643
100,99,99,98,1,0,9.70937513792114
35,70,55,,1,0,6.62569879829497
80,60,85,10,0,0,8.86892454215163
0,0,0,0,0,0,11.3252101496969
100,100,100,100,1,0,10.431912972849
95,90,75,75,0,0,9.91137344555271
85,95,75,0,1,0,8.26036782978618
65,0,80,60,1,0,9.21556349254082
0,80,90,60,0,0,10.2611774389721
0,60,80,90,1,0,10.9975667843323
100,75,100,70,0,1,10.0231103671343
50,0,100,100,1,1,10.6976958496604
50,0,50,85,0,1,10.518541323482
100,100,90,90,1,0,9.18897158091496
50,99,50,100,0,0,10.0349641828255
99,100,95,100,0,0,10.0589176503708
100,100,100,100,1,0,7.97678576684654
100,100,100,100,1,0,9.3575943351756
90,100,100,100,1,0,9.32290221388973
80,75,85,75,0,0,10.0253278618186
50,0,,100,0,0,10.1226926470297
95,,,,0,0,10.7162559059447
95,,,,0,0,9.80965614985989
100,99,,50,0,0,10.7637946689004
0,,,,1,0,9.75412189840275
99,50,75,100,1,0,9.57962231661925
0,,,10,0,0,10.6311509334289
75,100,0,0,0,0,10.9105612281293
90,50,0,100,0,0,10.6869705623342
100,0,,100,0,0,10.0921329179319
99,100,100,100,1,0,9.82050214134406
90,100,50,75,0,0,10.0325332700248
0,50,,25,1,0,7.66931397408406
50,100,99,100,1,0,7.63780127422276
,,,,0,1,10.7387489823068
5,100,23,100,0,0,9.91269032100135
100,0,75,95,1,0,10.265391303538
90,5,0,3,0,0,9.16266726223145
95,90,75,99,0,0,9.76976103492456
1,100,0,75,1,0,10.4327480289502
100,45,75,80,1,0,9.0868227488448
,100,98,100,0,1,9.45471785388087
100,99,50,12,0,0,10.8815572203315
,4,0,,1,0,8.82857995068839
100,100,100,100,1,0,8.03874776071157
100,0,,0,1,1,8.91908319244086
100,100,100,100,1,1,9.11132460526692
1,100,1,100,0,0,10.2815828039674
100,100,1,,0,1,10.3111252543846
,,50,1,0,1,10.2646788835393
100,,100,100,1,1,8.35937399400973
,3,,1,0,1,8.95810583105069
,50,50,100,0,1,10.8817527213156
0,100,50,0,0,1,9.99964055135139
0,0,98,100,0,1,9.8484962639464
,0,13,0,1,1,9.37689487338192
,100,3,0,0,1,9.46108784476299
0,50,100,75,1,0,10.0697203132879
100,,,,1,0,10.0890714100425
100,100,100,90,0,0,9.21347167620482
50,100,0,100,1,0,9.80402861637936
50,100,100,100,0,0,10.0263972037315
50,25,0,50,0,0,10.8621393999346
90,50,100,95,1,0,9.60924667023144
50,50,,,0,0,9.47769741267173
100,95,,,0,0,10.5106928428058
50,90,100,100,1,0,8.34600020975265
100,70,100,100,0,0,9.61569475574554
100,90,100,99,0,0,9.98599658482574
100,,,,1,0,9.74861773891647
25,,,,1,0,10.4462877434399
0,79,100,20,0,0,10.5868966689035
100,0,100,100,1,0,8.91707663995036
0,0,99,99,0,0,10.6259010821194
0,100,0,100,1,0,9.4235897948082
30,20,,,0,1,8.31004049615008
,75,50,,1,0,10.3093992329022
25,,,,1,0,7.85628150228314
100,,,,1,0,9.86538347725658
99,99,99,100,1,0,10.0978345183379
95,100,100,100,0,0,9.13257481683163
,,100,,1,0,9.6989919816672
100,0,0,100,0,0,11.4834853140693
85,80,80,,1,0,9.61498618782433
0,25,25,50,0,0,10.031969928273
75,75,50,100,0,0,9.05080632707952
100,100,50,90,0,0,10.3821800141599
0,0,0,,1,1,8.28607426007447
80,100,100,,1,1,8.89102242121188
60,100,5,,0,1,7.22027284667414
80,100,40,0,0,1,7.44896782281937
80,,,,0,0,10.4372698075307
90,100,100,,0,0,9.17817355152716
50,75,65,59,0,0,8.28359428032977
100,80,70,70,0,0,9.08312357275169
0,89,100,100,0,1,10.5516873493755
99,100,100,100,1,1,10.4243356293493
90,100,70,,0,1,10.1649653777045
99,,100,100,0,0,10.1621547645954
99,0,90,85,1,0,9.2210166385421
0,0,99,100,1,0,9.25950635487263
0,0,0,0,1,0,9.12015284897485
90,90,100,90,0,0,10.8812089212766
0,99,100,100,1,0,9.89247938408249
75,100,,,0,0,9.80957659679977
80,97,100,100,0,0,10.5886205076555
99,0,90,0,0,0,10.4174644352358
99,0,,100,1,0,9.98287670966265
25,75,75,100,1,1,9.13635094321519
90,100,100,,1,0,10.5559208957778
100,100,100,100,1,0,9.34859517294752
100,0,0,0,1,0,9.39590112021416
99,0,0,0,1,0,8.00971007225558
0,100,100,100,1,1,10.4637421415115
0,0,5,100,0,1,8.89945293593249
0,50,0,50,0,1,10.0544709233216
10,50,75,50,1,1,7.96926730398602
75,100,100,0,0,1,7.86727593673116
75,15,50,50,0,1,7.99728728985614
100,100,50,,1,1,10.2204579023748
50,75,,,1,1,9.83153331061676
80,100,,,0,1,9.29187685273892
0,95,80,0,0,1,9.03848714263458
0,,,,1,0,10.0484360720325
50,0,0,0,0,0,10.0482361236168
100,0,60,50,1,0,8.31517328500747
100,80,50,50,0,0,10.111443459921
100,,100,0,1,0,8.89196854413771
90,0,100,100,1,0,9.79563246451946
0,0,0,100,0,0,10.29637280461
75,0,100,90,0,0,10.6560465990939
100,100,100,50,1,0,9.5392242158589
100,100,100,99,0,1,9.1084365725107
0,0,99,99,1,0,8.73294225713282
5,,50,100,0,0,10.2769138007981
99,100,100,100,0,0,8.04066850449299
100,100,90,90,0,0,7.96027397131547
10,30,5,0,0,0,10.3168466160849
0,,0,0,0,0,8.97900261530322
90,99,90,100,1,0,9.72363092140947
90,30,,60,0,0,9.8412051033094
99,100,99,0,1,0,9.98703154137766
75,100,100,0,0,0,10.2598092698228
90,100,75,0,0,1,9.78390292761521
100,100,100,75,0,0,9.8004988876013
90,0,,100,1,1,9.47504789147304
75,50,99,75,0,0,11.1219255754386
99,90,95,35,0,0,9.95701350250295
75,100,100,100,1,0,8.64460692613927
85,0,60,75,1,0,9.91903949533945
0,95,99,99,0,0,9.17163686306887
65,60,100,100,1,0,10.0952280042446
80,90,80,85,0,0,9.26772508252854
75,75,0,100,0,0,9.70152439431822
100,60,75,100,0,0,11.1158420982161
20,85,50,15,0,0,9.7006971641104
40,,75,0,1,0,9.67879296923882
40,70,45,35,0,0,10.3014226049094
100,100,100,100,0,0,9.49789536908137
100,0,100,100,0,0,9.51846927668797
90,95,80,90,1,0,7.56378341372611
99,10,0,50,0,0,9.84932024843162
100,,95,90,1,0,10.2508216271058
95,50,,50,0,0,8.81871235111324
1,99,100,98,1,0,10.279751226691
80,100,70,50,0,0,9.82536017159384
5,87,100,100,1,1,10.5829389573538
50,25,0,100,1,1,10.9572012483405
2,0,0,10,1,1,9.12927923250784
0,0,100,100,0,1,6.60430476043077
30,40,5,5,0,0,8.20060643963032
60,90,50,0,1,0,9.9989856361687
90,80,50,75,0,1,9.59141001688044
100,100,0,50,1,1,8.71636274345109
50,75,50,50,0,1,9.8270825945288
50,95,,75,1,1,10.2407586140451
40,50,30,25,0,1,10.1676540559976
25,25,50,100,1,1,10.3464520326978
100,0,0,,0,1,10.1321681339401
0,,,100,0,0,10.3300235534433
100,34,0,0,0,1,10.327109504357
90,,100,90,0,0,10.31164829441
90,50,100,50,1,0,10.6477841878292
80,90,100,100,1,0,9.45519429766133
95,80,90,92,0,0,9.93136299154656
90,0,40,50,1,0,11.0189445567102
0,5,,50,0,0,9.59523890996327
99,89,100,90,1,0,7.38327040423066
100,95,20,50,0,0,9.07679414109394
30,30,70,87,1,0,10.0812038163999
100,,,,1,0,8.28920218595152
100,75,50,30,1,0,10.474134931123
100,100,,,1,0,9.80983192598021
95,100,100,100,1,0,9.55765432083878
100,50,100,60,0,1,9.78014789866036
100,0,100,0,0,1,9.27203700163199
70,30,30,90,0,1,9.9565764829999
100,,,90,1,1,8.73614125319166
0,0,0,100,0,1,8.47163990872508
1,50,0,0,0,1,9.11875143562702
5,100,100,75,0,0,10.9122054387923
5,0,50,50,1,0,10.4162887115703
1,100,99,0,1,0,10.3414430702464
0,15,75,,1,0,10.0443341246412
75,50,,50,1,0,10.0113196011478
100,0,20,50,0,0,9.84208673799636
100,0,0,100,0,0,10.2765935767593
85,50,,90,1,0,10.1665934932234
,,,100,0,1,10.1195142917612
80,80,50,100,0,0,9.29547182213819
0,70,50,50,1,0,8.23451262371247
0,80,90,80,1,0,10.9918071239259
100,75,0,100,0,0,10.6299122075637
99,90,90,65,0,0,10.9649995752253
45,90,5,5,0,0,10.7707216826458
0,100,50,50,0,0,9.7975762502472
95,100,0,,1,0,9.79285426294285
75,,5,50,0,0,9.22533226962641
55,100,99,100,0,0,9.57566273368058
0,80,,0,0,0,10.3231502542196
50,0,50,50,1,0,9.98148281234275
100,100,100,100,1,0,10.4995750964008
100,99,75,75,0,0,9.49446296880723
0,1,0,0,0,0,9.27109570849187
50,100,75,0,1,0,9.45748792269746
25,10,10,60,1,0,9.02819223994033
100,100,0,100,1,0,10.0702106432726
0,99,100,0,1,0,9.6941065376032
50,95,0,99,1,0,9.58844573861049
0,100,95,75,0,0,9.75498518399811
75,90,90,90,1,0,10.7095624161042
0,100,50,0,0,1,10.1069050472997
95,0,90,90,0,0,10.5428284802782
100,100,,,1,0,10.5991979869971
79,0,0,0,0,0,10.00171804656
0,75,0,50,1,0,6.96022050348354
10,0,99,100,1,0,9.72480028654494
0,50,0,,0,0,10.2875251322752
100,100,100,50,0,0,10.085406591608
67,35,20,30,1,0,9.53990531900585
45,100,0,0,1,0,9.14676563989376
0,0,75,0,0,1,10.4576600762583
2,,50,,0,1,9.51754322419929
100,99,98,0,1,0,10.0976418735156
95,50,50,,1,0,6.32997147056336
100,100,0,10,0,0,10.1991128708306
90,50,100,30,0,0,10.0741785570376
50,100,0,,0,0,9.52154771882366
99,100,100,100,1,0,8.88997532796521
100,100,100,100,0,0,9.90260765744577
0,100,99,100,1,0,10.4425841557208
100,100,,100,1,0,8.00407917403749
50,,90,50,0,0,10.1727582402778
,100,,,1,1,10.4229545631382
,50,,,0,1,10.4446748298611
90,75,100,0,1,1,8.21700262669917
100,100,100,0,0,1,9.50220449010196
0,100,90,,1,1,9.26391754571996
100,98,0,99,0,0,10.6900285690126
90,95,90,90,1,0,10.5912437675617
99,60,5,5,0,0,10.4586781227788
50,,0,50,1,0,10.74123907847
75,50,99,0,0,0,9.47504974644019
90,,,,0,1,8.18195385630322
50,94,95,1,0,1,9.95790553733631
50,50,50,100,0,1,10.0806392629487
25,,,,1,1,8.52760635458421
50,90,95,70,1,1,9.37625724539377
100,30,0,100,1,1,8.60306475532249
100,95,100,100,1,1,9.17357969030171
25,50,15,99,0,0,10.2664496223947
30,0,80,30,0,0,8.66960122622832
,,12,100,0,1,9.75831192426848
75,50,0,80,1,0,9.59561290973922
100,100,100,0,1,0,9.46980211707343
1,50,90,10,0,0,9.75494473359405
0,0,50,10,0,1,10.2646375254858
100,,,,1,0,10.3176173445101
100,,,100,0,0,9.47952094915156
2,1,100,95,0,1,7.61167566260335
90,0,99,90,1,1,8.82198501935352
0,0,98,99,1,1,8.85585761812462
100,95,99,,0,1,9.90054587542714
97,100,100,0,1,1,9.80904860273965
99,80,10,2,0,1,10.122832578446
50,70,50,50,0,1,10.035313582672
0,0,100,80,1,1,10.6825521205751
90,,100,100,0,1,9.61213245812476
50,,50,,0,1,8.71707014520058
0,100,90,0,1,0,8.08966988738904
0,0,100,100,0,0,10.8524732483755
98,50,50,50,1,0,9.85708581262438
50,100,90,,0,1,10.297053501119
0,100,99,0,0,1,10.1593345843438
70,100,,0,0,1,10.1313760748664
75,90,99,90,0,1,9.95144489239801
2,0,10,,1,1,9.87470155524961
100,,99,99,0,1,9.846341166008
0,,,0,1,1,10.1051496372302
0,50,0,30,1,1,10.1380878279927
90,99,50,75,0,0,9.1645908535243
99,100,100,100,0,0,9.28731122350786
0,,50,0,0,1,9.68340183908991
0,60,45,1,0,1,10.2860580506898
100,,15,100,1,1,9.09670731784238
0,100,0,0,1,1,10.3810379444978
75,0,0,50,0,0,9.49214748624466
100,100,0,100,1,1,8.58128541142317
0,100,100,50,0,1,10.9637686986266
100,99,90,80,0,1,10.1830263616879
50,100,,,1,1,8.55197361443026
0,0,,,1,1,9.89068822188436
25,25,89,75,0,0,10.8907503938011
90,99,100,100,1,0,10.3975951903314
0,0,100,0,1,1,8.00267527183546
100,2,100,0,1,0,10.0404189551547
100,,100,0,1,0,9.45863153316147
0,0,50,50,0,1,9.90265867450615
90,99,99,100,1,1,9.82144811504523
99,100,100,100,1,0,9.34789477766259
100,100,100,0,0,0,9.19606334159111
0,96,80,85,0,0,9.44281454294867
10,0,50,50,1,0,9.8846685732482
10,50,0,0,0,0,10.0948884339952
0,0,,,1,1,9.93267085637677
7,49,13,70,1,1,9.43828747152533
0,0,0,0,0,1,9.53954651114815
10,0,50,0,0,1,10.3510827715965
0,0,100,0,1,0,8.51830500654814
5,100,100,0,1,0,9.0184752355756
50,80,50,50,0,0,10.249384559632
85,0,100,0,1,0,10.6015522028276
100,70,50,0,0,0,9.93545923275674
80,50,75,50,0,0,10.0024831713464
4,0,100,0,1,0,10.0282046447603
70,50,0,100,1,0,7.56238638109296
0,0,1,0,0,0,10.2458396577743
0,0,0,0,0,0,10.0850145703001
50,0,100,100,1,0,10.5473620212745
100,0,0,100,1,0,8.83055778509558
50,100,100,100,0,0,9.11919420507357
0,50,100,99,0,0,10.0048173496716
50,50,3,11,1,1,8.44284755701344
100,0,0,0,1,1,9.82523246415359
15,100,0,0,1,1,10.1358964308684
90,60,0,0,0,1,9.74083334699293
0,,2,,0,1,10.2477657915629
50,50,0,50,1,1,8.5010304130325
100,99,99,100,1,1,9.57593318508658
5,100,90,0,1,1,10.5382918490741
0,,0,0,1,1,8.70324926740222
0,100,100,100,0,1,9.41123002828962
75,0,0,0,1,1,10.3084437621511
0,0,0,100,1,1,8.81532780469011
100,100,90,100,1,0,10.1090257068614
90,10,0,2,1,0,8.35811375506868
50,90,50,0,0,0,9.61344696147774
79,35,0,0,0,1,10.731366926002
80,80,80,70,1,0,9.11013747646372
0,1,50,50,0,1,9.52299033742885
100,50,50,75,1,0,10.2190265027931
100,,,,1,0,8.1239129753248
50,25,100,50,0,0,10.5294498201633
0,,99,,1,1,8.29344386465745
100,0,20,100,0,1,10.4537523719256
0,50,0,0,1,1,9.84991820829819
99,85,90,98,1,0,8.45738772443824
100,94,100,100,1,0,10.3527366743828
5,0,74,50,0,0,9.25892079010921
100,0,99,95,0,0,10.7798747037538
70,100,100,100,0,0,9.00985902469304
80,,50,90,1,0,10.6433711077707
5,95,0,50,0,0,10.2366690039423
50,100,,100,0,0,10.5593944259187
0,100,50,50,0,0,9.66098437577347
95,100,100,98,0,0,11.4239915887703
50,100,95,100,0,0,10.6022345507668
50,90,50,80,0,0,10.2527015270956
50,75,65,75,0,0,9.88123221538791
95,85,,,1,0,9.6944220892243
50,50,,,1,0,10.4885598256782
0,100,100,70,0,0,10.3110039910972
100,100,0,0,1,0,10.4550488148526
5,85,0,100,1,0,9.92769303731535
50,,75,,0,0,10.5835140181666
25,,30,,0,0,9.24996318503377
100,100,100,100,1,0,11.248414873171
0,100,80,50,0,0,10.9810594329356
99,100,100,100,1,0,10.7630939704922
100,100,100,100,0,0,9.82294936069697
75,75,100,0,1,0,10.3338577400508
95,2,70,0,0,0,11.4008916909746
0,99,98,0,0,0,8.56654442153171
100,70,70,90,1,0,9.39684335636078
50,50,60,75,1,0,8.06498179991744
100,99,99,99,0,0,9.75818946441538
100,90,95,85,1,0,9.17337387154491
75,98,20,30,0,0,10.5595765110045
0,0,25,70,0,0,9.37065019800486
50,75,25,0,0,0,10.2007884754482
80,0,80,100,0,0,9.7435966896677
1,65,90,100,0,0,9.87394267925909
0,100,0,0,1,0,9.79246465318036
0,75,70,90,0,0,10.5535013460353
0,95,90,80,1,0,9.63720373004023
90,90,80,98,1,0,9.43687445798853
100,100,100,100,1,0,9.94487657544503
0,,0,0,1,0,9.69107009920434
0,0,100,100,0,0,10.291544720459
99,50,60,99,0,0,10.172818382992
60,99,99,80,1,0,9.56066449330384
50,50,50,50,1,0,9.90435729398853
85,50,50,10,1,0,10.7829719659974
50,0,90,85,0,0,9.50525144571738
100,100,99,0,0,0,9.89662918811435
0,100,99,100,0,0,11.3474825650962
80,80,40,15,0,0,10.863695467982
99,90,90,95,1,0,10.0855639849947
99,95,90,90,1,0,10.126497146014
2,95,97,80,0,0,9.10195901402244
0,,0,0,0,1,8.62233230764297
90,75,50,80,1,0,9.67109506556673
1,25,10,0,0,0,10.7947271906029
0,15,5,0,0,0,10.4872510789943
100,30,89,75,1,1,7.89624639061107
7,4,100,100,1,1,8.62378389641386
10,87,99,100,0,1,8.92510079387423
100,100,100,99,0,1,9.1153219024055
50,0,0,0,1,1,8.68437043987518
50,100,80,100,1,1,9.15783666905108
100,0,97,100,1,1,9.3855727309949
50,15,50,50,1,1,8.92942914184888
100,50,0,0,1,1,9.10230563899964
0,0,1,0,1,1,9.56454926256786
100,100,0,100,1,1,9.94318899339796
0,0,100,100,0,1,9.36101395696717
89,80,80,50,1,0,9.07968332979607
100,100,99,100,0,0,10.3529414658647
2,80,100,20,0,0,11.2601175036565
0,0,50,75,1,0,9.54623479460275
100,99,100,99,0,0,8.95000225352288
100,,95,75,0,0,9.63469613876198
50,0,0,0,1,0,9.3943746651428
0,100,,50,0,0,9.92911713442186
0,,95,50,1,0,8.85793123394184
50,100,100,89,0,0,8.16843031170031
,50,50,0,0,0,10.5098798670671
30,90,50,75,0,0,9.40429869981315
50,90,25,50,0,0,9.99716336208589
50,0,95,99,0,0,8.50397233664727
100,99,,100,0,0,10.3087426363246
100,99,98,65,1,0,9.42446211323888
100,100,100,100,1,1,9.81348931207413
100,100,99,100,1,0,10.635336720441
90,100,,80,1,0,10.5583992766619
85,75,50,50,0,0,10.3307342358397
50,75,65,50,0,0,9.50846598571328
90,100,80,100,0,0,9.94860246887985
100,89,100,95,0,0,10.7259497645587
99,0,100,100,1,0,9.95530379380827
50,95,100,50,1,0,10.4340502933283
50,99,99,50,0,1,10.6128679046651
100,0,0,0,1,1,9.26070963058598
99,100,100,100,0,0,9.63147513040825
90,90,50,5,0,0,10.1234338910069
70,90,100,50,0,0,10.5641658939774
50,50,35,100,0,0,10.9433800309583
100,0,0,,1,0,9.68167516690784
50,0,0,0,0,0,10.4357232368037
95,75,100,90,1,0,9.87493603543006
100,100,100,100,1,0,6.79474774106025
60,30,,,0,0,9.84905966297454
10,25,25,0,0,0,10.7710485105032
0,100,5,100,1,0,9.1248530652202
50,100,50,50,0,0,9.51825728221256
50,0,50,,1,0,8.27668315561262
50,30,90,60,0,0,8.06707898885332
0,50,0,0,0,0,10.4333700468956
50,90,70,90,0,0,8.27358152873974
100,99,90,50,1,0,9.22056432027475
50,90,90,90,1,0,8.91045012861078
100,100,50,50,0,0,9.72329816584841
0,,0,,1,0,9.92947020977066
50,50,100,100,1,0,9.82990537801644
