y1,y2,y3,y4,x1,x2,x3,x4,gen
100,0,75,0,0,80,50,5,1
0,,100,,50,,80,,1
50,6,20,10,10,50,40,98,1
100,75,40,0,0,99,0,0,0
90,0,0,70,30,90,100,70,1
,100,67,65,,59,80,100,0
99,100,100,20,0,10,1,2,0
50,0,50,100,0,0,90,50,1
75,50,1,0,25,50,3,100,1
90,0,50,80,60,89,75,50,0
0,90,0,0,80,95,90,100,1
0,0,0,0,90,100,99,99,1
80,,,,30,,,,0
50,100,100,100,50,15,25,10,0
95,0,0,90,10,50,20,50,1
75,,,,25,,,,1
100,,0,100,100,,0,0,0
50,99,75,85,50,1,15,10,0
75,75,100,100,100,25,50,80,1
99,100,100,100,0,5,25,20,1
99,0,100,,75,50,50,,0
80,0,0,0,10,50,50,0,1
50,30,50,50,50,0,50,50,0
99,100,0,,50,0,0,,0
99,100,100,100,1,10,0,0,1
99,0,,50,2,50,,50,1
50,30,75,80,50,70,50,20,1
95,,100,80,15,,1,30,1
100,100,60,100,0,0,3,10,0
25,0,50,75,50,75,40,30,0
100,95,99,70,10,25,90,50,1
100,50,50,50,0,0,5,10,0
5,99,60,89,75,,30,79,1
15,30,50,30,10,50,10,10,0
100,0,50,75,90,0,75,100,1
0,0,0,0,100,0,0,100,1
50,0,50,100,95,98,99,50,1
100,80,0,0,100,5,99,100,1
75,,0,0,50,,0,0,0
50,,50,0,90,,50,0,1
99,,25,,50,,0,,1
100,50,50,5,0,0,50,5,1
0,85,100,0,1,0,50,0,0
99,100,90,100,45,2,40,50,1
85,99,100,85,35,95,25,50,1
0,50,100,100,25,0,0,50,0
99,100,100,50,75,50,50,50,0
97,,100,99,50,,88,50,0
5,0,,50,100,0,,50,1
0,0,0,0,0,0,0,0,1
20,50,50,100,30,0,0,0,1
100,,100,85,25,,10,100,0
100,0,0,0,0,0,10,0,0
0,50,45,0,25,50,50,,0
100,30,100,50,0,10,75,50,1
100,100,100,100,66,5,80,0,1
0,99,100,100,100,0,0,0,0
67,0,,0,25,0,,0,1
12,50,75,43,98,5,0,25,0
45,0,65,75,75,98,8,98,1
100,100,100,50,,50,50,50,0
100,,,100,0,,,75,1
100,100,100,50,,25,0,0,1
100,,,100,50,,,0,0
60,90,90,75,1,100,100,10,1
0,0,0,0,0,0,0,90,1
90,99,65,99,25,10,0,80,1
100,0,0,100,100,50,50,50,1
50,25,88,60,25,90,77,2,0
100,0,100,100,10,90,75,50,1
50,45,50,15,15,1,50,99,0
85,75,,40,85,75,,0,0
95,85,75,30,5,35,0,0,0
100,0,100,0,0,100,25,0,1
100,,100,100,5,,0,0,1
100,0,100,0,10,0,0,0,0
50,,,,25,,,,0
100,100,100,,0,0,10,,0
100,,2,,0,,2,,1
50,0,100,0,25,0,0,0,0
0,0,50,0,30,0,50,0,0
85,90,99,100,89,90,70,10,0
100,100,100,,0,50,20,,1
100,0,100,100,90,50,0,99,1
100,100,100,100,50,50,1,0,0
80,100,75,50,5,100,50,50,1
100,50,60,80,0,50,0,80,0
85,0,0,0,5,50,25,75,1
75,0,100,100,75,10,10,0,1
10,75,50,,10,60,70,,0
100,0,0,100,75,99,50,100,1
99,50,50,50,75,50,25,50,1
100,99,90,0,0,0,10,0,1
75,70,0,0,5,30,100,100,1
100,100,9,0,0,0,0,0,1
100,50,100,45,98,50,50,79,0
100,,0,,10,,100,,1
10,0,50,50,10,20,50,50,0
98,90,99,,0,10,0,,1
90,98,100,95,20,15,15,25,1
0,100,100,100,0,0,100,100,0
0,0,0,0,75,0,100,100,1
100,100,75,80,0,75,50,10,1
50,75,45,99,15,25,5,55,0
45,90,75,98,20,50,85,89,0
99,99,82,76,50,75,85,62,1
100,,,,80,,,,1
100,70,50,0,5,10,100,3,0
100,100,100,100,1,10,0,10,1
99,100,0,0,1,0,99,0,1
99,100,0,100,75,0,0,100,1
100,0,,,0,0,,,1
98,0,,,69,0,,,0
10,,0,100,10,,100,0,0
0,,,,0,,,,1
40,,50,75,10,,50,30,0
100,,0,0,90,,100,100,1
50,80,80,50,50,30,5,25,1
100,100,,100,1,50,,0,1
,99,98,100,,60,40,12,1
,0,50,0,,100,50,100,1
0,95,100,,0,0,100,,1
79,0,10,70,90,50,100,20,0
95,99,100,99,90,5,50,50,0
40,30,88,30,50,20,30,40,0
99,99,,100,0,20,,50,1
25,25,5,5,50,45,40,25,0
75,100,,,0,,,,1
50,90,80,100,75,50,40,50,0
50,40,50,92,10,40,39,2,0
75,50,80,50,0,50,20,40,1
98,100,100,100,0,0,0,0,1
75,100,,,10,10,,,0
90,98,98,99,20,25,10,30,1
95,90,35,90,10,80,50,40,1
0,0,0,100,50,0,100,0,1
40,0,100,0,10,10,45,30,1
75,100,90,,1,0,90,,1
90,50,50,100,2,50,50,0,1
50,90,0,80,65,10,15,50,0
100,100,100,100,0,0,0,0,1
80,0,1,0,80,0,1,90,1
75,100,100,90,0,25,0,15,0
5,,50,20,0,,100,100,0
45,0,40,15,25,50,50,50,0
90,75,0,,90,75,0,,0
95,98,97,80,70,30,10,15,0
50,100,100,100,50,0,0,99,1
0,100,75,50,100,40,25,50,0
100,100,100,50,50,1,0,50,0
0,0,0,0,100,10,100,100,1
50,80,90,,60,13,15,,1
90,0,50,99,20,0,50,1,1
100,0,0,0,50,0,100,0,1
95,90,80,,0,0,10,,0
0,0,0,,0,75,25,,1
90,50,85,75,10,75,75,90,0
,50,0,50,,0,75,50,1
40,5,50,10,10,1,1,0,0
75,,50,,,,50,,0
75,50,99,50,5,10,30,10,0
50,100,10,30,50,10,0,0,0
50,50,75,70,50,60,10,0,0
0,0,50,0,0,100,0,0,0
100,100,100,100,15,0,20,80,0
100,99,100,99,1,1,5,1,1
25,99,90,75,10,50,10,50,0
100,0,,,95,0,,,0
0,80,,,25,50,,,0
100,0,50,50,90,0,10,50,1
100,100,100,99,10,5,10,10,1
0,,100,,100,,0,,1
95,100,100,100,0,0,0,0,1
0,100,100,100,0,0,50,50,0
100,100,100,95,0,0,0,5,1
97,98,80,0,32,50,50,99,1
0,100,,100,0,0,,0,0
50,50,100,,50,80,50,,0
0,0,0,0,50,50,35,10,1
90,,0,0,90,,0,0,1
90,,,,5,,,,0
75,50,0,0,50,0,0,0,1
0,0,0,0,0,50,100,0,1
100,100,0,100,50,0,100,0,0
50,50,5,50,0,50,50,50,0
99,90,80,75,0,,30,0,0
75,0,0,0,25,50,0,0,0
0,100,,0,50,0,,0,0
100,0,1,0,0,50,75,80,0
,50,50,1,,50,0,1,1
0,90,0,0,50,75,0,100,0
100,0,50,,0,0,50,0,0
0,100,0,87,0,1,76,34,0
90,0,0,0,10,0,0,100,0
50,75,50,100,75,50,50,50,1
75,50,50,50,50,50,100,0,0
0,0,98,0,100,50,100,50,1
85,98,98,98,20,2,2,2,0
99,45,0,40,0,96,99,75,0
99,95,90,90,50,50,50,75,0
0,0,0,10,0,0,98,0,0
90,99,99,90,10,75,0,10,0
0,,35,0,0,,20,0,0
50,100,0,100,10,67,99,0,1
85,60,100,75,,90,50,25,0
100,99,70,100,0,0,0,0,0
80,50,100,50,30,50,50,0,0
99,0,100,99,10,0,50,0,1
100,50,100,100,50,50,0,100,1
90,95,80,75,50,25,10,15,1
99,90,80,90,0,30,1,2,1
75,100,96,100,10,0,15,0,0
10,100,100,0,10,70,0,0,0
0,0,0,90,0,0,0,0,0
75,0,0,100,15,39,0,0,0
50,50,10,50,50,50,5,0,1
0,0,100,100,100,65,100,50,0
0,,,25,2,,,40,0
1,0,5,99,1,50,50,20,0
80,1,0,75,50,1,5,20,1
0,0,0,0,0,0,0,50,0
80,10,,,25,10,,,1
0,80,100,50,50,90,50,50,0
21,,2,0,99,0,0,0,0
0,25,2,3,65,50,4,4,0
100,0,100,50,25,5,0,10,1
50,,0,0,75,,100,0,1
0,,1,99,0,,0,5,0
75,0,0,0,25,10,20,0,1
1,,100,40,90,,25,40,1
100,80,0,100,75,0,50,90,0
5,0,75,2,2,2,75,1,1
5,0,100,0,1,0,0,0,0
0,0,100,,13,0,100,,1
80,,90,80,50,,25,50,1
0,0,100,0,1,50,0,50,0
50,2,9,,80,0,1,,1
50,100,1,75,50,40,1,75,0
0,,,,80,,,,1
0,50,100,50,100,0,0,0,0
45,0,0,50,100,95,50,50,1
100,0,0,0,50,0,70,100,1
0,0,50,0,100,100,50,100,1
0,0,100,0,90,0,100,100,1
20,100,100,,20,0,0,0,0
75,,75,85,60,,25,50,0
50,75,70,0,10,100,60,0,1
0,0,90,10,0,0,95,100,1
25,50,25,0,70,50,50,,0
60,,,100,70,,,0,0
0,,,,0,,,,1
0,0,,0,0,0,,0,0
75,100,100,95,10,85,40,85,1
50,1,90,5,20,20,70,67,1
0,100,75,,1,1,45,,0
10,,,,0,,,,0
100,100,100,100,0,0,0,0,1
100,25,0,0,0,80,50,0,0
1,10,0,0,0,1,,100,0
95,100,100,100,10,0,0,0,1
0,,,0,25,,,0,0
0,0,0,50,20,59,0,20,1
90,99,0,0,80,60,100,100,1
20,90,85,10,50,90,90,100,1
99,50,50,90,95,50,25,50,0
85,,90,90,50,,0,0,0
100,50,95,75,25,15,50,50,1
100,,100,25,100,,95,25,0
95,75,75,75,1,0,50,75,1
75,0,50,50,3,50,50,50,1
75,50,50,50,50,50,50,50,1
100,0,0,100,50,1,100,100,0
90,25,25,25,10,90,10,20,0
100,100,100,100,10,75,,,1
100,100,96,99,5,100,5,0,1
90,100,60,,0,0,0,,0
75,10,20,,5,1,5,,0
50,,,100,50,,,0,1
100,,,100,50,,,,1
0,60,,,50,,,,0
90,,90,70,75,,90,0,0
35,,100,65,45,,0,53,0
0,0,,0,25,0,,50,1
10,0,100,99,1,0,0,0,0
0,99,0,0,100,0,0,0,1
0,,100,,0,,0,0,1
50,100,99,100,10,0,0,0,1
0,50,50,,0,99,0,0,1
0,0,,100,1,10,,50,1
0,0,0,0,90,0,0,0,1
,,60,,,,25,,1
75,75,,75,50,1,,25,1
0,100,50,1,,100,25,100,0
0,90,,,50,30,,,1
90,100,95,99,10,50,5,0,0
100,100,100,100,80,0,0,0,1
1,,,,20,,,,0
50,100,,,100,50,,,0
65,99,50,,50,10,0,,0
80,50,80,75,30,0,10,0,0
100,90,50,100,95,80,100,100,1
50,60,,,0,5,0,,0
75,25,80,85,45,90,20,30,1
100,0,100,40,0,100,0,20,0
85,99,98,100,75,2,5,0,1
30,95,0,0,90,25,35,100,1
95,95,98,95,0,1,1,1,1
99,95,99,99,50,20,99,50,1
75,10,50,60,25,90,50,12,0
90,90,90,85,0,5,5,2,1
50,0,100,100,30,100,10,0,0
0,0,0,0,0,90,0,100,0
70,0,100,5,70,0,0,0,0
0,0,75,100,0,0,,0,1
95,100,100,99,0,0,0,50,1
90,100,75,25,25,25,15,0,0
95,99,95,99,5,1,5,50,0
0,0,0,99,0,0,98,8,0
1,100,,,0,100,,,1
98,90,100,100,10,40,0,15,1
95,70,90,50,5,50,50,50,1
90,50,50,50,25,10,50,50,0
50,,,,50,,,,0
90,65,,100,5,5,,0,0
55,95,85,85,45,20,15,30,1
99,,,,80,,,,1
100,90,98,95,95,2,3,25,0
90,50,40,50,5,70,70,50,0
5,10,25,50,50,0,50,50,0
0,99,100,100,1,0,0,0,1
50,100,50,100,99,50,50,100,1
50,80,75,99,15,50,50,50,1
95,99,1,99,3,90,1,0,1
0,45,20,50,0,50,10,50,0
0,100,70,0,60,50,40,10,1
75,100,50,99,5,20,10,12,1
10,80,10,50,60,5,10,50,0
0,100,99,100,98,100,1,0,1
80,100,100,100,50,0,20,,1
,0,20,50,,50,40,50,1
100,99,95,50,100,0,0,0,1
95,89,95,99,5,0,0,10,0
0,0,99,0,0,95,100,100,1
90,95,99,100,10,100,25,99,0
4,0,0,0,40,0,100,100,0
99,100,100,100,30,40,5,10,0
50,75,75,50,0,10,0,20,1
0,0,50,50,100,100,50,75,0
75,100,99,100,0,1,1,50,0
100,99,0,100,50,0,0,80,0
75,75,90,90,25,0,0,0,0
100,100,100,100,0,0,2,0,1
50,40,85,75,10,80,30,50,1
97,100,80,95,3,0,0,0,0
,,,100,,,,0,0
75,100,0,0,99,0,50,1,1
60,100,90,50,30,50,50,10,0
75,75,100,100,50,0,0,0,0
10,75,30,0,20,70,0,0,0
100,100,100,100,50,,70,50,1
0,100,99,,50,50,50,,0
0,0,0,99,100,90,0,70,1
80,1,69,75,50,50,88,0,0
90,100,100,100,50,0,,0,1
50,50,0,10,0,50,0,50,0
75,88,98,85,50,56,15,0,0
100,50,80,96,30,15,0,1,0
95,98,98,85,10,50,35,25,1
60,100,100,,60,100,0,,1
0,0,60,0,0,0,5,5,0
100,30,50,100,0,10,0,0,0
75,75,90,65,5,3,5,15,0
65,75,100,70,0,0,0,40,0
100,100,100,0,0,0,5,100,1
99,100,99,89,5,,99,89,1
85,85,75,80,25,25,25,20,0
90,99,99,99,5,50,0,99,1
35,98,15,0,0,10,0,25,0
50,75,75,50,30,15,0,20,0
100,100,100,0,0,0,0,0,0
0,0,50,0,50,,50,30,1
90,100,85,95,10,0,0,0,0
100,,,,0,,,,0
50,,,,50,,,,1
0,0,100,0,0,0,20,0,0
85,99,90,99,15,1,45,50,0
98,50,50,100,2,50,30,0,1
100,0,100,80,50,0,0,0,0
50,0,,60,70,75,,0,0
40,0,100,0,50,0,40,0,1
100,9,0,100,50,9,100,100,0
50,100,100,100,50,50,0,40,1
100,1,25,0,5,50,75,92,1
50,0,0,0,100,99,100,100,0
50,0,0,33,90,0,100,100,0
0,0,5,100,0,0,5,100,1
1,0,0,100,0,0,0,50,0
100,100,100,100,0,0,0,0,0
100,0,50,0,100,100,50,100,1
100,0,50,100,0,5,40,25,0
60,90,50,10,100,50,20,50,0
3,100,0,100,7,50,20,50,0
0,0,0,,90,90,50,,1
0,0,50,0,99,100,99,100,0
99,99,99,100,50,100,99,10,0
3,0,0,,4,0,0,,0
0,0,100,0,10,0,0,0,1
70,75,,,25,50,,,0
10,,0,0,100,,98,100,0
25,,,,75,,,,1
100,99,99,99,0,75,20,60,0
0,50,100,100,100,50,50,50,1
90,100,90,100,50,10,70,50,0
90,100,100,90,15,10,60,10,1
100,100,99,100,0,0,0,0,0
0,0,100,100,0,0,0,20,1
99,,,100,3,,,0,0
98,99,90,99,0,0,0,1,0
100,98,80,60,69,0,10,0,0
99,100,100,100,0,10,0,0,0
80,20,75,65,40,50,75,80,0
65,50,75,35,0,15,15,15,0
0,0,100,100,0,85,100,50,0
100,100,100,100,0,50,0,90,0
0,100,75,75,75,15,15,50,1
99,100,,100,0,50,,0,0
80,99,78,99,0,1,3,60,0
0,70,50,,35,40,25,,1
50,,,,50,,,,1
100,,100,70,75,,0,20,1
90,100,100,75,50,50,0,0,0
75,89,,,15,5,,,1
,,,0,,,,,1
99,95,90,100,90,10,20,5,0
50,99,50,99,50,75,95,10,1
99,90,90,99,0,5,10,10,1
97,90,100,100,20,0,50,10,0
95,50,80,90,15,30,60,40,0
80,90,40,80,,49,12,60,0
100,10,25,0,0,99,75,99,1
50,60,90,80,25,85,35,95,1
0,,,,100,,,,0
100,,,,50,,,,1
100,90,50,100,0,10,3,0,1
36,70,50,50,13,10,50,50,1
99,50,50,20,55,50,50,50,0
100,100,0,6,0,0,0,0,0
0,0,0,50,100,0,100,90,0
90,100,100,90,10,0,0,0,0
100,90,90,90,50,10,20,10,0
100,0,0,0,0,99,100,99,0
0,100,100,100,95,20,0,50,1
99,50,90,90,98,0,2,0,1
100,100,99,100,25,50,50,85,0
2,99,50,50,98,0,50,5,1
80,100,100,100,0,30,30,0,1
75,65,90,100,50,30,30,0,0
1,100,100,100,1,0,50,30,1
100,,,,0,,,,0
0,0,50,,100,0,10,,0
75,90,100,90,25,90,25,50,1
50,50,100,0,75,50,50,50,1
100,90,0,0,98,90,0,0,1
100,50,100,25,35,25,0,100,0
75,80,95,75,10,5,5,10,0
20,25,30,50,10,5,10,15,0
50,90,,,0,0,,,0
85,100,95,99,0,5,0,0,0
50,100,90,95,50,0,5,50,1
99,100,99,99,0,2,1,0,0
85,50,97,80,80,50,3,2,0
75,92,100,99,25,10,0,1,1
100,75,100,100,0,95,0,0,0
30,75,90,50,20,100,100,80,0
99,99,0,50,1,25,15,10,0
0,,,,95,,,,0
50,30,90,100,50,80,90,85,1
90,80,50,70,2,35,35,85,0
0,98,0,100,0,12,75,50,1
10,100,99,75,95,0,5,0,0
73,100,100,100,15,0,10,0,0
0,85,80,90,10,55,60,75,1
75,,90,100,25,95,0,0,1
100,0,,100,0,0,,0,0
0,0,,0,0,0,,0,0
75,75,90,99,50,50,0,2,0
50,10,0,0,50,25,100,0,0
99,0,90,90,1,1,0,1,0
100,,,,50,,,,1
0,,,,0,,,,1
10,10,1,0,50,10,50,10,0
25,50,10,10,45,65,20,50,0
0,75,80,75,50,30,20,75,1
99,100,,79,99,50,,0,1
40,95,50,100,5,98,15,50,1
70,,20,50,20,,0,0,1
10,50,85,85,90,20,4,0,0
0,0,0,100,100,100,100,0,1
0,75,0,0,50,50,50,5,1
50,100,100,100,50,50,10,50,1
0,40,60,100,5,40,40,20,1
50,100,98,90,2,15,85,5,1
0,0,50,50,100,20,75,50,1
100,100,0,0,50,80,99,0,1
95,100,100,50,0,56,0,20,0
90,50,50,75,10,75,99,75,1
3,0,0,0,4,0,0,0,0
99,100,50,0,1,0,20,0,0
90,80,80,70,75,50,50,50,1
90,100,100,100,40,5,1,20,0
10,100,100,,100,100,100,,1
80,50,65,96,1,0,12,3,1
0,89,10,50,0,0,0,50,0
0,0,0,,100,1,100,,1
0,100,50,0,50,50,,100,1
75,1,0,0,50,50,50,75,1
100,75,100,40,75,20,50,90,1
95,99,100,99,0,0,30,0,1
85,50,80,80,20,90,50,5,0
95,100,100,,50,10,10,,1
0,,,,100,,,,1
90,100,100,100,10,0,0,0,0
90,80,100,100,0,20,10,0,0
75,100,99,90,15,95,1,50,1
80,,,70,40,,,,1
100,,75,,0,,0,,0
50,,,,50,,,,1
50,0,25,50,75,90,25,80,0
0,0,0,10,50,95,98,90,0
50,30,25,25,0,0,2,0,0
99,0,85,0,0,15,98,50,1
45,,100,100,0,,50,50,1
1,,,,1,,,,0
100,100,100,100,75,50,50,0,1
50,100,100,100,0,0,0,0,0
80,85,95,50,50,80,65,65,0
100,100,0,0,25,98,100,100,1
0,100,75,50,50,0,0,0,0
100,85,100,100,50,45,49,49,0
0,100,76,0,50,0,50,50,0
0,0,0,,25,1,4,,1
50,,,50,25,,,50,1
0,0,,0,1,50,,0,1
100,99,0,0,0,20,50,50,1
90,100,0,,50,0,,,1
100,99,75,0,99,50,90,0,0
,0,80,80,,100,5,10,0
50,90,90,50,5,5,0,30,0
10,0,100,100,0,0,0,50,1
,,,,,,,,0
95,0,100,0,10,100,75,100,0
0,,99,0,35,,99,0,0
100,0,100,0,0,90,0,50,0
5,99,,75,95,90,,75,0
100,75,50,75,100,50,50,50,1
100,100,100,50,65,50,50,50,1
100,100,99,100,10,50,10,50,1
90,,,,30,,,,0
90,,,,10,,,,1
25,90,50,50,70,40,25,25,0
0,0,50,50,0,0,20,5,0
100,75,99,0,50,50,50,100,1
85,95,80,80,20,3,0,2,0
0,90,0,100,1,100,0,0,0
25,0,99,0,50,0,99,0,0
0,0,100,100,0,0,50,,1
50,0,60,100,75,50,50,50,1
50,50,100,,50,0,0,,0
0,0,0,54,0,100,75,5,0
65,0,50,100,0,0,100,100,0
99,98,0,1,99,0,0,0,1
0,99,0,3,70,50,0,0,1
100,,80,0,97,,30,50,1
5,10,100,50,95,5,50,30,1
5,5,6,0,0,9,6,0,1
100,,0,,1,,0,,1
100,25,32,50,0,25,99,75,0
50,,100,,75,80,10,,1
75,90,100,0,50,50,50,100,1
0,0,100,0,1,0,0,0,1
0,0,100,0,0,1,20,95,0
50,0,34,50,25,0,50,100,0
0,0,0,100,3,0,0,100,0
56,90,6,99,10,0,20,5,0
10,0,100,0,10,99,100,50,1
,50,99,50,,50,50,50,1
90,99,50,50,30,25,10,20,0
85,,5,50,20,,50,10,0
100,100,0,95,50,25,100,10,0
100,,,,0,,,,1
95,,,,50,,,,0
50,35,20,,70,0,0,,0
99,75,95,90,0,,50,20,0
50,,50,75,60,50,60,25,0
20,,,,50,,,,0
50,,,,15,,,,0
,50,95,90,,10,3,25,1
100,100,95,100,20,0,5,0,1
100,100,100,50,10,0,100,50,1
0,0,0,100,0,50,50,1,1
0,99,80,100,5,0,50,0,1
0,,,,100,,,,1
100,,100,100,0,,,0,1
100,100,100,99,0,0,99,99,0
50,0,30,50,50,0,30,20,0
0,0,,0,0,3,,100,1
0,20,0,0,95,15,0,100,1
90,90,90,80,5,10,50,25,0
40,20,50,35,15,20,50,20,1
100,100,0,0,50,50,50,100,1
,,0,0,,,0,2,1
1,95,5,0,90,98,22,50,0
50,,0,70,50,,99,95,0
0,0,0,0,90,1,,1,1
90,100,100,100,10,0,50,50,1
100,,0,,50,,100,,1
70,75,50,,25,15,45,,1
0,0,,,0,50,,,0
40,75,85,100,60,50,10,10,1
75,99,99,70,50,50,70,50,1
50,0,30,10,95,100,80,100,0
10,0,100,100,0,0,0,50,0
30,0,0,0,60,0,0,0,1
75,,,,25,,,,1
25,30,50,90,50,30,30,50,1
99,67,95,99,99,20,2,88,0
0,100,100,60,95,15,10,60,1
0,0,,50,99,0,,0,0
50,75,100,100,50,0,0,25,1
0,0,75,0,50,85,10,50,0
0,0,98,100,50,50,5,25,1
80,50,40,50,1,0,50,75,1
0,80,100,90,0,20,0,10,0
88,90,100,100,10,0,0,0,0
100,4,0,0,0,10,1,100,1
90,75,50,0,5,25,50,99,0
99,99,85,90,5,0,0,10,1
80,90,95,90,10,0,0,1,1
100,85,95,50,95,85,19,48,0
100,50,100,100,100,75,75,50,1
50,50,100,50,1,0,0,0,1
45,50,80,80,2,20,15,20,0
,50,50,,,25,65,,0
100,75,0,80,25,0,25,40,0
68,,50,,0,,50,,0
99,99,95,50,1,98,50,50,1
75,100,75,80,25,0,50,10,0
100,100,100,100,0,0,0,0,0
89,,0,55,2,,0,5,1
25,50,50,95,50,60,75,40,0
0,100,0,100,0,0,100,0,1
25,60,100,0,15,25,100,100,0
25,85,75,75,50,75,55,25,1
85,,,100,80,,,100,1
5,15,0,10,80,60,90,40,0
15,1,0,,2,1,,,0
25,50,25,2,10,50,25,3,1
45,0,5,3,25,0,1,99,0
100,100,,10,0,0,,0,1
100,50,50,90,0,0,1,1,0
100,100,100,50,10,0,0,0,0
95,0,100,0,50,0,50,100,1
90,100,0,40,50,70,99,80,1
100,99,100,45,0,100,0,10,1
100,50,50,75,50,75,50,0,0
85,99,75,0,97,100,100,0,1
75,50,75,98,80,0,0,50,1
0,50,,0,95,90,,100,0
80,100,100,90,4,50,0,0,0
0,0,100,100,95,0,0,0,0
0,100,75,75,10,50,0,0,0
50,50,80,70,10,0,0,5,0
75,30,30,50,25,70,50,50,0
100,50,99,99,10,0,50,50,1
75,90,0,100,10,5,100,5,0
50,99,100,100,50,1,0,50,1
100,,100,,30,,0,,1
25,0,25,0,25,0,100,50,0
95,70,75,50,25,5,50,70,1
50,5,100,100,0,0,0,0,0
50,100,50,90,0,30,50,50,1
60,70,80,50,0,10,0,0,1
90,100,99,90,10,1,2,10,1
90,100,100,50,0,100,100,50,1
25,99,99,100,25,50,20,50,1
75,0,100,0,50,50,0,0,1
90,1,90,100,10,0,50,75,1
75,50,0,50,5,10,0,5,1
90,3,,30,90,4,,20,1
30,50,99,50,80,30,50,0,0
1,100,95,0,5,0,79,15,1
100,80,25,10,0,5,0,0,0
99,98,89,85,50,30,23,45,1
0,,,,50,,,,0
99,75,0,50,5,10,0,0,0
50,0,0,30,0,6,12,0,1
50,100,25,50,25,0,0,50,0
50,30,50,50,0,30,50,100,1
0,1,0,0,0,2,0,0,1
50,0,0,0,50,10,89,0,1
80,0,0,75,50,10,0,0,0
0,100,100,90,10,0,5,30,0
0,1,100,100,1,50,30,0,1
99,50,50,100,50,0,50,50,1
90,50,,15,0,25,,15,0
99,100,1,5,0,100,100,99,0
90,90,89,85,20,50,18,50,0
99,50,60,,0,80,30,,1
60,75,40,20,20,70,80,90,0
100,,,,99,,,,1
95,90,99,99,80,50,40,50,1
85,0,80,80,65,0,10,20,0
100,50,,,85,10,,,1
5,0,0,0,50,1,100,0,1
0,,,,3,,,,1
100,,,,9,,,,0
0,0,0,0,0,50,100,50,0
0,0,0,0,50,80,50,100,1
0,100,100,70,0,50,,25,0
75,100,100,100,1,0,0,0,1
10,0,0,0,95,100,90,100,1
88,100,100,100,8,85,0,0,0
0,0,20,50,0,50,50,50,0
100,100,100,100,10,10,20,0,1
50,,,,100,,,,0
75,50,50,0,80,50,50,0,1
0,100,0,0,0,0,0,0,1
10,0,60,40,30,100,30,30,1
0,0,0,0,20,0,90,90,1
75,85,85,50,50,2,50,20,1
99,50,0,50,99,50,90,75,1
,0,0,100,,0,0,50,0
25,80,50,10,90,90,99,90,1
75,77,0,0,100,0,100,100,0
100,0,0,0,25,0,100,100,0
99,88,95,95,0,20,23,11,0
75,,,75,75,,,40,1
50,100,99,100,50,0,4,0,1
0,100,100,0,0,33,,50,0
100,80,99,50,50,50,50,50,0
100,0,0,0,50,50,0,50,0
0,99,0,,3,0,0,,0
100,50,0,0,50,75,50,50,0
75,40,40,0,25,60,60,99,1
0,50,1,1,0,15,2,3,0
0,0,0,0,0,0,0,100,0
99,100,0,50,87,20,100,0,0
,,,0,,,,0,0
2,0,98,0,50,50,2,25,0
80,70,40,64,10,30,20,0,0
100,80,0,,100,10,0,,0
99,100,0,100,0,30,5,100,1
93,100,100,100,0,95,75,0,1
50,0,50,75,100,50,50,75,1
40,100,100,70,0,50,0,0,0
100,,,100,10,,,0,0
,0,50,0,,90,95,95,1
0,100,75,50,100,0,15,15,0
80,75,,98,2,10,,1,0
50,100,5,2,75,50,90,95,1
100,100,0,100,0,75,25,5,1
100,100,0,100,99,60,100,0,1
90,0,50,,1,50,50,,1
100,100,90,90,0,95,30,5,0
50,100,75,100,5,50,15,50,0
0,19,0,0,0,0,100,0,0
25,,,,70,,,,0
40,50,50,75,1,25,50,50,1
0,,0,10,50,,0,100,0
0,100,0,0,100,0,100,50,1
0,,0,0,0,,0,0,1
20,75,0,50,30,50,50,70,0
80,100,99,80,10,0,1,1,1
75,5,50,70,5,50,50,0,1
100,100,100,100,25,0,0,0,0
40,90,100,99,70,0,0,0,1
50,50,50,0,40,0,90,0,0
90,80,100,90,10,0,0,20,1
0,50,50,0,99,50,10,50,1
,50,100,0,,75,10,50,1
10,15,45,50,90,80,50,10,1
50,0,0,50,95,65,100,50,0
0,0,50,,0,,100,,0
100,100,100,100,,,0,0,1
100,,100,100,10,,100,100,1
100,0,,100,100,100,,100,1
0,50,0,0,10,70,0,100,1
5,100,100,1,3,50,100,99,1
95,,100,,10,,,,1
100,75,100,100,0,50,5,0,1
100,90,0,0,0,0,100,,1
100,100,,,100,,,,1
50,100,,100,50,0,,0,0
,50,,90,,50,,90,1
75,50,,80,50,50,,0,0
90,,99,95,70,,1,0,1
0,50,50,,50,0,0,,1
99,100,100,100,,0,0,0,1
98,,,,0,,,,0
50,65,75,60,0,65,50,75,1
0,0,0,4,0,,3,6,0
0,,,,0,,,,1
67,75,65,33,0,2,5,5,0
99,99,95,78,2,0,5,17,0
100,100,100,100,10,10,0,0,0
90,75,75,100,0,0,0,0,0
85,,100,,0,,50,,0
99,100,60,35,2,50,70,15,1
95,80,100,90,15,5,5,2,0
80,95,75,50,30,5,20,50,1
0,100,,,0,50,,,0
0,0,,99,33,20,,0,0
90,100,50,0,80,0,0,100,0
50,100,100,100,0,99,0,100,0
80,80,85,70,50,50,85,50,1
75,25,0,80,2,10,100,0,1
5,100,100,99,0,0,0,0,0
50,50,100,99,0,40,0,65,0
