id,a13,a14,a15,a16,a17,a18,a19,a20,gen,race,income,birth_year,age
453,,,0,,100,,,,1,1,8.52420591724199,1982,15
454,,,100,100,100,100,,,0,1,10.0053452932446,1982,15
455,100,50,100,100,,,,,0,1,9.11719446036635,1984,13
456,,90,70,30,50,,,,0,1,9.78866976840695,1983,14
457,,,,,0,100,40,99,0,1,9.7320027352501,1980,17
458,,,90,80,99,98,,,0,1,10.5314517733251,1982,15
459,,99,100,100,100,,,,1,1,9.20657196176109,1983,14
460,,,,0,0,100,100,,1,1,8.37144370249553,1981,16
461,,0,100,100,100,,,,1,1,8.53537888070379,1983,14
462,,,,0,0,0,0,,1,1,9.12960004500507,1981,16
463,,,100,50,50,50,,,0,1,7.73558863062692,1982,15
464,,,,99,99,0,0,,1,1,10.2280175675601,1981,16
465,100,100,100,100,,,,,1,1,9.15572928403577,1984,13
466,,85,60,2,40,,,,0,1,9.88918005453936,1983,14
467,80,80,50,50,,,,,1,1,8.99196205371541,1984,13
468,,,,0,0,0,0,,1,1,10.0609789014816,1981,16
469,,,50,0,0,0,,,1,1,8.21117283921951,1982,15
470,,,,0,0,100,0,,1,1,9.20014282549858,1981,16
471,,,,,0,50,100,50,0,1,9.99374782205883,1980,17
472,,0,0,0,0,,,,1,1,10.2086410825285,1983,14
473,,,0,,0,50,,,1,1,6.83640517626534,1982,15
474,0,0,0,0,,,,,1,1,9.67348135879178,1984,13
475,,,,50,3,10,100,,0,1,10.0652343415234,1981,16
476,,,75,100,0,100,,,0,1,9.98724334924891,1982,15
477,,,95,0,99,65,,,1,1,9.86665824508077,1982,15
478,,99,99,90,100,,,,1,0,9.75007066250235,1983,14
479,,,0,0,0,0,,,1,1,9.69521492171968,1982,15
480,,,,,0,0,100,0,1,1,8.6333623159566,1980,17
481,50,75,75,100,,,,,0,1,10.068871367218,1984,13
482,,0,0,0,0,,,,0,1,10.8194712192503,1983,14
483,,,,,90,90,70,40,0,1,10.6090598450464,1980,17
484,,,100,100,100,0,,,1,1,9.45950310669141,1982,15
485,,,0,75,99,,,,0,0,10.2100414146244,1982,15
486,,,,,90,95,90,0,1,0,10.2309204708146,1980,17
487,100,100,90,5,,,,,0,0,10.450581936592,1984,13
488,,,0,0,100,90,,,1,0,10.5020955741742,1982,15
489,,,75,75,25,75,,,1,0,9.96363988242637,1982,15
490,,,75,76,70,80,,,0,1,8.51574063036242,1982,15
491,100,69,,100,,,,,0,1,9.09437591990301,1984,13
492,,95,100,100,40,,,,1,0,8.87396895296474,1983,14
493,,,,85,,,,,0,0,9.98280314394641,1981,16
494,,,0,0,0,,,,1,1,10.0548931679469,1983,14
495,,0,100,100,,,,,0,1,10.1169882151941,1984,13
496,100,0,99,95,,,,,0,1,10.3263001943803,1984,13
497,,,,100,100,100,0,,1,1,10.0653940646742,1981,16
498,,,,,75,100,99,90,1,0,10.5271462146681,1980,17
499,,,0,0,50,,,,1,1,9.15588089685833,1982,15
500,,,99,99,75,,,,0,0,10.0861559205699,1982,15
501,,,90,100,,,,,0,0,11.1128859265224,1982,15
502,,50,90,80,75,,,,0,0,10.1774969144971,1983,14
503,,,,0,90,,0,,0,0,10.2645067880693,1981,16
504,99,0,100,100,,,,,1,0,9.70481543614389,1984,13
505,2,20,0,0,,,,,0,1,9.3219354925935,1984,13
506,,,80,25,50,75,,,0,0,11.2284914644192,1982,15
507,100,100,80,90,,,,,1,0,9.33507090566314,1984,13
508,,,,90,100,50,100,,0,1,9.71329584584643,1981,16
509,99,100,99,100,,,,,1,1,9.71571428832309,1984,13
510,,,,,80,99,1,1,0,1,9.91009608121514,1980,17
511,,,,,,50,0,75,0,1,10.6346262499027,1980,17
512,,,,100,,100,100,,1,1,9.2748788067954,1981,16
513,,,0,6,5,50,,,0,1,9.29948894487554,1982,15
514,,,,0,,,,,1,1,10.1612613458989,1981,16
515,,0,50,50,95,,,,1,1,9.66088849914427,1983,14
516,,95,100,100,100,,,,0,1,9.37126804453431,1983,14
517,,,,80,75,99,50,,0,1,9.49411140179679,1981,16
518,,100,100,0,,,,,1,1,7.43811177528464,1983,14
519,,,,,100,,0,0,1,1,10.0445023867037,1980,17
520,,,,10,90,70,80,,0,1,9.78283297987243,1981,16
521,,100,95,100,50,,,,0,1,9.60865480707909,1983,14
522,,,0,100,100,,,,0,1,10.1449441081697,1983,14
523,,,,,100,100,50,10,1,0,8.82044951238383,1980,17
524,,,,50,50,50,60,,0,1,10.7941053699095,1981,16
525,,,90,75,50,10,,,0,1,9.65195463319213,1982,15
526,,50,5,0,0,,,,0,1,9.21347105765935,1983,14
527,,,,75,90,100,99,,0,0,8.39936141186156,1981,16
528,,,0,0,0,100,,,1,0,10.1581935781964,1982,15
529,,,0,0,0,0,,,1,1,9.77311791691364,1982,15
530,,,90,,,,,,1,0,9.05484548438953,1982,15
531,,,,,95,,,,1,1,9.84186831430332,1980,17
532,,75,75,,,,,,1,1,9.22741254653024,1983,14
533,,1,0,0,50,,,,1,0,10.2183635768596,1983,14
534,,,,75,100,0,50,,1,1,10.2836520076762,1981,16
535,,,,,75,0,0,0,1,0,11.1470944090187,1980,17
536,,,3,5,45,25,,,0,1,10.4912186769587,1982,15
537,,,85,100,85,,,,0,0,10.2261363213671,1982,15
538,,1,0,0,0,,,,1,0,10.1056348686162,1983,14
539,,,,,90,75,,50,0,1,10.8170260510147,1980,17
540,,,80,99,100,100,,,1,1,10.2192677970796,1982,15
541,,,100,99,80,,,,1,1,9.75491832247973,1982,15
542,0,50,100,100,,,,,1,1,10.3130515595304,1984,13
543,,100,100,80,50,,,,0,1,9.53575118227921,1983,14
544,,,,95,99,100,70,,0,0,10.3932575440225,1981,16
545,,,,100,100,100,100,,0,1,9.27621013878468,1981,16
546,,,,,10,50,0,10,0,0,9.7059101650703,1980,17
547,100,0,60,75,,,,,0,0,11.2271697467309,1984,13
548,25,20,0,20,,,,,1,0,7.95397965899901,1984,13
549,,,,50,,100,100,,0,0,10.3652401666161,1981,16
550,85,10,90,90,,,,,0,0,8.78148940247023,1984,13
551,,,,50,100,75,75,,0,0,9.85644780564353,1981,16
552,,,,34,0,,,,0,0,7.86025931561383,1981,16
553,,100,100,100,,,,,0,0,10.4430128665919,1983,14
554,,,,,,,,,0,0,9.13754497948616,1981,16
555,80,100,100,97,,,,,0,0,9.75890757673044,1984,13
556,,,100,100,70,99,,,1,0,7.69122230268766,1982,15
557,,,,100,100,100,100,,1,1,8.85469146373713,1981,16
558,,,95,98,90,95,,,0,0,10.3808027577773,1982,15
559,100,99,100,100,,,,,1,0,8.81232351676423,1984,13
560,,,,100,100,99,99,,1,0,7.87102654732622,1981,16
561,10,40,50,50,,,,,0,0,10.2447539286339,1984,13
562,,100,90,90,0,,,,1,1,9.45403745450373,1983,14
563,,,0,0,0,0,,,0,0,7.21929780253938,1982,15
564,,99,99,100,75,,,,0,0,10.6572883208389,1983,14
565,,,100,80,80,80,,,0,1,10.3878772434101,1982,15
566,,,100,100,100,0,,,1,1,8.64395473075278,1982,15
567,,,,,100,10,30,50,0,0,9.81000199380939,1980,17
568,,,,100,100,50,100,,0,0,10.1245004606598,1981,16
569,,,,50,50,,,,0,0,10.8615141733128,1981,16
570,,,100,100,,100,,,1,0,9.75187844274205,1982,15
571,,,,,99,0,100,100,0,0,10.4910204883638,1980,17
572,,99,100,100,100,,,,0,0,10.8631970841614,1983,14
573,,,,100,100,100,100,,1,1,9.03227498378604,1981,16
574,,100,100,99,0,,,,1,1,8.52108137039933,1983,14
575,,,,,1,100,100,,0,0,10.032314975995,1981,16
576,,,,75,50,100,0,,0,0,10.3241329028969,1981,16
577,100,100,0,100,,,,,0,0,10.4326097179575,1984,13
578,,,99,0,99,100,,,0,0,9.90658627832152,1982,15
579,,,,,96,100,100,100,1,0,10.0648303901257,1980,17
580,,100,0,68,0,,,,0,0,10.1127232360034,1983,14
581,,,90,60,100,100,,,0,0,10.3985129013181,1982,15
582,,100,100,0,0,,,,1,0,9.12349389674007,1983,14
583,,,,95,95,69,95,,1,0,10.7435952293841,1981,16
584,,,,100,100,100,100,,1,0,9.70860332402435,1981,16
585,,80,100,100,100,,,,1,0,10.2545792069003,1983,14
586,,,,,89,100,100,75,0,1,9.65738650539271,1980,17
587,,100,100,100,99,,,,1,1,10.1833249433862,1983,14
588,,0,1,100,0,,,,0,0,10.2491096459326,1983,14
589,,100,99,100,100,,,,0,0,10.355447280612,1983,14
590,,89,99,99,100,,,,0,0,9.0675209024704,1983,14
591,,,50,100,50,50,,,1,1,5.86442611408136,1982,15
592,0,0,0,0,,,,,1,1,10.3572568330242,1984,13
593,,,,0,,100,,,1,1,9.70408921972785,1981,16
594,,,,,100,100,90,100,1,1,7.91721449466235,1980,17
595,,,,0,90,0,0,,1,1,10.1489421586726,1981,16
596,,,,30,30,20,,,1,0,10.1625943284671,1981,16
597,,,50,90,100,,,,1,0,9.13018937896777,1982,15
598,,,,75,80,99,100,,0,1,10.8032812330115,1981,16
599,,,,90,100,100,100,,1,1,10.4026993035568,1981,16
600,0,25,50,0,,,,,0,1,9.72251874594208,1984,13
601,,,,,0,,,,1,1,9.41476745849295,1980,17
602,,,50,0,,0,,,1,1,9.17221583574488,1982,15
603,100,100,100,10,,,,,0,1,10.581414755117,1984,13
604,,,,0,0,0,0,,1,1,9.90234563807351,1981,16
605,,0,21,50,50,,,,1,1,9.24552432626579,1983,14
606,,,,,0,50,98,100,0,0,8.78277537003553,1980,17
607,,,80,50,80,100,,,1,0,9.7758308274567,1982,15
608,,90,100,100,100,,,,0,0,10.113383645754,1983,14
609,,,99,98,99,100,,,1,0,10.3674968161187,1982,15
610,,,,50,100,0,100,,1,0,9.5035909164596,1981,16
611,99,95,99,99,,,,,0,0,9.62641554216051,1984,13
612,95,0,80,80,,,,,0,0,9.78067362130343,1984,13
613,,0,0,0,0,,,,0,0,9.89151378286806,1983,14
614,,,,,100,100,100,0,1,1,10.3769791261782,1980,17
615,,,,90,90,95,,,1,1,9.64002597186025,1982,15
616,89,90,99,99,,,,,0,1,8.60641315719653,1984,13
617,,90,100,100,100,,,,1,1,9.21851273427466,1983,14
618,,,,90,0,0,0,,0,1,10.3206791536204,1981,16
619,,100,0,0,0,,,,0,1,10.1507932039473,1983,14
620,,,,,,,,100,0,1,8.9078686553616,1980,17
621,,,,,100,,,,0,1,10.2554986480254,1980,17
622,,,,0,0,0,100,,1,1,9.74530295676486,1981,16
623,,,100,30,100,12,,,0,1,9.84492750391257,1982,15
624,,,,,100,70,,0,1,1,10.4623537356375,1980,17
625,,,100,0,10,0,,,0,1,10.2477259507448,1982,15
626,,,0,1,100,0,,,1,1,9.14975939006204,1982,15
627,,,75,80,99,99,,,0,0,9.74948189997582,1982,15
628,,,95,75,100,95,,,0,0,10.3321207635503,1982,15
629,,100,100,98,,,,,1,0,10.1911025131314,1984,13
630,,,,100,0,100,50,,0,0,10.4319560736384,1981,16
631,,,,,0,80,50,,0,0,9.7748482548415,1981,16
632,,75,0,0,78,,,,1,0,10.6547178441329,1983,14
633,,85,80,75,75,,,,1,0,10.2034925000793,1983,14
634,,,,,80,0,100,100,1,0,9.0754293932196,1980,17
635,,,,100,100,99,50,,1,0,9.52223689061304,1981,16
636,,,100,0,90,0,,,0,0,10.4584513593269,1982,15
637,,,,0,0,100,,,1,1,8.9214085693699,1981,16
638,100,99,99,100,,,,,0,0,9.951769533518,1984,13
639,,,,98,50,75,25,,1,0,10.1884419770708,1981,16
640,,,75,50,99,75,,,0,0,10.7340885057963,1982,15
641,,,,,95,100,,,1,0,9.8358529002933,1980,17
642,,,,,35,35,50,50,0,0,9.95901369971269,1980,17
643,,,90,0,20,50,,,0,0,10.7885010721232,1982,15
644,,,,,,,100,,0,0,10.7377494579815,1981,16
645,,100,,,100,,,,0,0,9.1102727405432,1983,14
646,,,,,100,,,,0,1,10.0504895487368,1980,17
647,5,0,0,0,,,,,0,0,8.87903201749313,1984,13
648,,,,70,70,60,10,,0,0,11.6862191926457,1981,16
649,,,75,90,99,80,,,0,0,10.1709282461284,1982,15
650,100,100,75,0,,,,,1,0,9.23650547776822,1984,13
651,,,0,0,50,100,,,1,0,10.5490971543916,1982,15
652,,1,75,2,80,,,,1,0,8.40422369125406,1983,14
653,,90,50,50,25,,,,0,0,10.0265028873686,1983,14
654,,,,,75,50,90,100,1,0,10.3976685200133,1980,17
655,,,,0,0,,,,1,0,7.02125575095082,1981,16
656,,,90,0,,0,,,0,1,10.0030944821786,1982,15
657,,,,75,,80,,,0,1,10.5257699645413,1981,16
658,90,,0,75,,,,,1,1,9.6939540108187,1984,13
659,,,,,75,50,75,50,0,1,9.90555614694725,1980,17
660,,,50,75,50,20,,,1,1,10.1063443799517,1982,15
661,,,100,100,,,,,0,1,10.6663814243709,1982,15
662,,,,,100,,1,1,0,1,9.95702754504548,1980,17
663,,,50,50,80,90,,,0,1,10.5356390917001,1982,15
664,,75,99,50,50,,,,0,1,10.0709159235767,1983,14
665,,,,,,,,,0,1,9.83601739001031,1981,16
666,,,,0,50,0,50,,1,0,11.2297353939139,1981,16
667,,,65,55,69,0,,,1,0,10.5883036495785,1982,15
668,99,100,50,50,,,,,1,0,10.3952755747758,1984,13
669,,80,60,96,98,,,,0,1,9.94960085777627,1983,14
670,,,,,90,100,50,,0,1,10.2936779892641,1980,17
671,,,0,100,100,100,,,0,1,10.5306878678872,1982,15
672,,,,,100,100,100,100,1,1,9.67876362548506,1980,17
673,,,0,100,0,0,,,0,1,9.96476837559313,1982,15
674,,55,50,0,0,,,,1,1,9.82417235690189,1983,14
675,,,,90,100,70,80,,1,1,7.1928359429729,1981,16
676,25,0,0,100,,,,,1,1,9.8434214134516,1984,13
677,,50,0,100,100,,,,1,1,9.26035817411106,1983,14
678,95,1,0,100,,,,,0,1,7.719271548561,1984,13
679,,,0,100,100,0,,,1,1,9.82697927731683,1982,15
680,,,,,,0,99,100,0,1,7.80566354749057,1980,17
681,75,70,0,0,,,,,1,1,8.41226722754267,1984,13
682,,,,,0,0,0,100,1,1,10.4759952173027,1980,17
683,,0,50,75,0,,,,0,1,9.18903869142677,1983,14
684,0,40,0,99,,,,,1,1,8.75229925650731,1984,13
685,,100,99,50,90,,,,0,1,9.48891634687283,1983,14
686,,,100,99,,90,,,1,0,8.72738551755751,1982,15
687,,,25,50,50,,,,0,0,10.5423877447131,1983,14
688,,,100,50,100,100,,,0,1,10.7565082853437,1982,15
689,,0,90,0,0,,,,1,1,9.3385226421171,1983,14
690,,,,,60,80,,90,0,1,10.5837110709166,1980,17
691,,,0,0,90,10,,,0,1,10.4513289456182,1982,15
692,,3,,,100,,,,0,1,10.1071432300891,1983,14
693,90,99,100,,,,,,1,0,9.00213522458685,1984,13
694,,,,,60,50,50,50,0,1,10.2089303286495,1980,17
695,,,,,67,100,1,0,0,1,9.77501657096454,1980,17
696,,,1,100,9,99,,,0,1,10.6185536948513,1982,15
697,0,50,100,100,,,,,0,1,10.7834419149227,1984,13
698,,,,,90,,,,1,1,9.15490612232364,1980,17
699,0,0,100,,,,,,0,1,8.88755524656173,1984,13
700,,,,,10,,,0,1,1,8.10477697859755,1980,17
701,,,90,7,100,99,,,0,1,6.69975568982936,1982,15
702,,,0,0,0,0,,,0,1,10.3157405389099,1982,15
703,,,,,100,90,100,80,1,1,9.90882405407256,1980,17
704,,,,0,,0,50,,1,0,9.59120760521018,1981,16
705,,,,,99,50,90,50,1,0,8.74764017615629,1980,17
706,,,0,0,0,0,,,0,0,10.4408616580363,1982,15
707,,,0,,,0,,,1,0,10.4883314553032,1982,15
708,,,,,75,,,,1,1,8.3419467234822,1980,17
709,,,,99,95,100,0,,1,1,9.1988464879457,1981,16
710,,,50,100,50,50,,,1,1,9.47050380655551,1982,15
711,100,36,0,,,,,,0,1,9.67141266569025,1984,13
712,,,75,50,0,0,,,0,1,8.27954011362844,1982,15
713,,100,100,100,0,,,,1,1,9.16617773704676,1983,14
714,50,50,0,0,,,,,0,1,10.1910824598367,1984,13
715,0,100,100,,,,,,1,1,9.93689857132404,1984,13
716,,,15,0,0,,,,0,1,11.0086322936421,1982,15
717,,,,,0,100,50,99,0,1,10.1551881297482,1980,17
718,,,1,0,0,40,,,0,1,9.82632444313122,1982,15
719,,,,90,99,80,99,,0,1,10.7517580527594,1981,16
720,,,,,0,100,100,100,0,0,10.4592418684437,1980,17
721,,,,99,98,90,,,1,1,9.24147467105656,1981,16
722,,75,95,85,,,,,0,0,10.1988259572142,1983,14
723,,90,50,100,50,,,,0,1,10.3780006269708,1983,14
724,,,90,,,0,,,0,0,9.94883789075228,1982,15
725,,,,,99,90,100,100,1,1,10.9550185412639,1980,17
726,,,60,30,50,40,,,0,1,10.1005569973559,1982,15
727,50,75,90,,,,,,1,1,8.87610352609775,1984,13
728,,0,0,0,100,,,,1,1,9.55504816407274,1983,14
729,,,,,75,97,80,100,0,1,10.3853065863145,1980,17
730,,0,0,60,30,,,,1,0,9.73812032003342,1983,14
731,,,,50,90,98,90,,0,0,11.4470409473405,1981,16
732,100,0,100,0,,,,,1,0,9.89803648538616,1984,13
733,,,,0,75,95,,,1,0,9.47371058592855,1981,16
734,,100,100,,,,,,1,0,10.7583066799928,1983,14
735,,,,,75,100,100,100,1,0,10.1821808210029,1980,17
736,50,0,95,,,,,,1,0,9.88787051273851,1984,13
737,,,90,100,90,50,,,0,0,10.5984165206476,1982,15
738,,,,100,0,50,100,,0,0,9.30900241066291,1981,16
739,,,0,0,0,100,,,1,0,7.97370262235075,1982,15
740,99,100,90,92,,,,,1,0,8.84630550493294,1984,13
741,,,0,100,100,100,,,1,0,9.90867796694599,1982,15
742,,,0,0,100,90,,,1,0,9.45677291065185,1982,15
743,,,100,0,0,0,,,0,0,10.0121139220078,1982,15
744,,,0,0,10,0,,,0,0,9.12300772248257,1982,15
745,,,,,80,75,50,90,0,0,10.4049461087446,1980,17
746,,,80,80,90,80,,,0,0,10.6673487258469,1982,15
747,,,,0,90,90,90,,0,0,9.731456537245,1981,16
748,,100,100,50,100,,,,1,1,9.96007072572535,1983,14
749,,100,100,100,99,,,,1,1,8.33468828785341,1983,14
750,,,1,62,0,100,,,0,1,8.61724928876876,1982,15
751,0,0,100,0,,,,,1,1,7.21571609841244,1984,13
752,,100,0,0,0,,,,0,1,7.86064486266577,1983,14
753,,,90,60,23,95,,,0,1,10.1136234123982,1982,15
754,,,,,75,25,,1,0,1,10.7840970208503,1980,17
755,,,50,100,90,80,,,1,0,9.90092375919459,1982,15
756,70,98,100,95,,,,,1,0,9.83274182726127,1984,13
757,,,,,50,1,99,95,1,0,10.324677412676,1980,17
758,,,80,70,70,,,,0,0,10.0341627052601,1982,15
759,,85,100,100,100,,,,0,0,10.0788282873838,1983,14
760,,,75,75,80,90,,,1,0,8.04465489161837,1982,15
761,,,99,,0,,,,0,0,10.7187861235917,1982,15
762,,,,,100,0,0,100,1,1,9.89299431614895,1980,17
763,,,,,0,0,0,0,0,0,9.68016407300805,1980,17
764,,,,100,100,50,50,,0,1,6.88040851743056,1981,16
765,,25,0,100,0,,,,0,1,10.4183973179839,1983,14
766,99,0,0,0,,,,,0,0,10.146447605431,1984,13
767,,,,100,99,80,99,,1,0,10.2003694408488,1981,16
768,10,0,0,50,,,,,0,1,10.0705218360488,1984,13
769,,,,,0,0,0,100,1,0,10.5934952468654,1980,17
770,100,1,50,50,,,,,1,0,9.51042214682087,1984,13
772,100,100,100,100,,,,,1,0,8.14858232144751,1984,13
773,,,100,99,,,,,0,0,10.5902483186575,1982,15
774,,,,88,50,50,50,,1,1,10.2308569122546,1981,16
775,,,,,25,,,100,0,0,10.6985865788729,1980,17
776,100,,,,,,,,0,0,10.639928696545,1984,13
777,,0,99,0,,,,,1,1,9.48702578210202,1983,14
778,,50,90,50,50,,,,1,0,9.91999651240524,1983,14
779,,,,,99,,,100,0,1,8.57766988031018,1980,17
780,25,100,90,50,,,,,0,1,10.5908172568824,1984,13
781,,,,,50,,0,0,0,0,10.0799523905302,1980,17
782,,,10,100,100,100,,,1,0,9.55593485225074,1982,15
783,10,37,0,0,,,,,0,0,9.26632668042372,1984,13
784,,,,25,0,100,0,,0,0,9.20612083756857,1981,16
785,0,80,0,60,,,,,0,0,9.91242595157319,1984,13
786,,,,,25,,,,0,0,10.6085524220167,1980,17
787,,,35,,,,,,0,0,10.1430243118001,1982,15
788,,,75,50,75,80,,,0,0,10.5740722383522,1982,15
789,,,,,75,75,0,0,0,0,9.81854774438816,1980,17
790,,50,100,90,0,,,,0,0,10.0654908397135,1983,14
791,,,90,80,0,99,,,1,0,9.13762292349528,1982,15
792,,,,0,0,0,100,,0,0,10.1161059867944,1981,16
793,,100,100,100,100,,,,0,0,8.65727030521016,1983,14
794,,,50,95,100,85,,,0,0,9.43994638045679,1982,15
795,,,,80,95,100,100,,1,0,8.24829838203812,1981,16
796,,90,100,0,100,,,,1,0,10.0973796580837,1983,14
797,,,,99,100,100,99,,1,0,10.6222760099308,1981,16
798,,100,100,99,96,,,,0,0,10.0480285616424,1983,14
799,,,,90,85,75,80,,0,0,10.419181848684,1981,16
800,,,100,50,50,75,,,0,0,10.7037131437104,1982,15
801,0,0,,0,,,,,1,0,9.06027811465124,1984,13
802,,100,50,100,100,,,,1,1,8.33607068737679,1983,14
803,,,,,0,90,,100,0,0,10.3303965740132,1980,17
804,,,,30,0,0,,,0,1,9.88365237667433,1981,16
805,,,,,75,99,75,0,0,0,11.0145251866462,1980,17
806,,100,75,95,90,,,,0,0,10.2904715033048,1983,14
807,,,90,100,100,100,,,1,1,9.48792113389893,1982,15
808,,50,0,100,0,,,,0,1,10.309829108321,1983,14
809,,,,,50,25,0,0,1,0,11.3097006665963,1980,17
810,,,,100,100,0,,,0,0,10.955778569194,1981,16
811,,,,95,100,100,100,,1,0,10.2738644424355,1981,16
812,,0,0,90,100,,,,1,1,9.3664127199076,1983,14
813,,,,,75,50,0,50,1,1,8.7838933939677,1980,17
814,100,0,75,0,,,,,1,1,9.47244592640865,1984,13
815,,,,0,,100,,,1,1,7.42577719420549,1981,16
816,,,50,6,20,10,,,1,1,8.23974962519416,1982,15
817,,100,75,40,0,,,,0,1,9.27745751209638,1983,14
818,,,,90,0,0,70,,1,1,10.3539448161401,1981,16
819,,,,,,100,67,65,0,1,10.2885165241195,1980,17
820,99,100,100,20,,,,,0,1,10.0501327236226,1984,13
821,,,,,50,0,50,100,1,1,10.1491189492877,1980,17
822,,,,,75,50,1,0,1,1,9.31562578843993,1980,17
823,90,0,50,80,,,,,0,1,8.86719682302111,1984,13
824,,,,,0,90,0,0,1,1,10.2481568807071,1980,17
825,,,0,0,0,0,,,1,1,9.84004186769475,1982,15
826,,,,80,,,,,0,1,10.3097641562446,1981,16
827,,50,100,100,100,,,,0,0,10.2959700102718,1983,14
828,,95,0,0,90,,,,1,0,10.384568449012,1983,14
829,75,,,,,,,,1,0,10.1434832857609,1984,13
830,,,100,,0,100,,,0,0,10.1306410591601,1982,15
831,50,99,75,85,,,,,0,0,9.13196610897425,1984,13
832,,75,75,100,100,,,,1,0,9.89247237432267,1983,14
833,,99,100,100,100,,,,1,0,9.90915139319408,1983,14
834,99,0,100,,,,,,0,0,9.47257793516092,1984,13
835,,,80,0,0,0,,,1,0,9.93600859886777,1982,15
836,,,,,50,30,50,50,0,0,11.3399031133273,1980,17
837,,,,,99,100,0,,0,0,10.8058173794012,1980,17
838,,,,99,100,100,100,,1,0,10.3104598038817,1981,16
839,,,,,99,0,,50,1,0,11.4788380789523,1980,17
840,50,30,75,80,,,,,1,0,10.2255597831414,1984,13
841,,,95,,100,80,,,1,0,10.5816179953553,1982,15
842,,100,100,60,100,,,,0,0,10.0817420756948,1983,14
843,,,,,25,0,50,75,0,0,10.1641573263732,1980,17
844,,100,95,99,70,,,,1,0,10.7959732897369,1983,14
845,,,,,100,50,50,50,0,0,8.48668245867236,1980,17
846,,,,,5,99,60,89,1,1,9.30165112921606,1980,17
847,,,15,30,50,30,,,0,1,10.1118709531067,1982,15
848,100,0,50,75,,,,,1,1,9.49482540754148,1984,13
849,,,,,0,0,0,0,1,1,8.27178944228051,1980,17
850,,,,50,0,50,100,,1,1,8.7933242312687,1981,16
851,,100,80,0,0,,,,1,0,10.6068464466106,1983,14
852,,75,,0,0,,,,0,0,8.306534054563,1983,14
853,50,,50,0,,,,,1,0,9.98065412828277,1984,13
854,99,,25,,,,,,1,0,10.0011366486477,1984,13
855,,,,100,50,50,5,,1,0,9.99452742867015,1981,16
856,,,,,0,85,100,0,0,0,10.8000954529745,1980,17
857,,,,,99,100,90,100,1,0,9.00027487250138,1980,17
858,,85,99,100,85,,,,1,0,8.17815125646974,1983,14
859,,,0,50,100,100,,,0,0,8.98464993476115,1982,15
860,,,99,100,100,50,,,0,1,10.8026330324252,1982,15
861,97,,100,99,,,,,0,1,10.4584867017681,1984,13
862,,,,5,0,,50,,1,0,8.67776465833255,1981,16
863,0,0,0,0,,,,,1,0,9.6795539723141,1984,13
864,,,20,50,50,100,,,1,0,9.28092061697485,1982,15
865,100,,100,85,,,,,0,0,9.23617007881652,1984,13
866,,,100,0,0,0,,,0,0,10.0731801746188,1982,15
867,,0,50,45,0,,,,0,0,10.1733734647581,1983,14
868,,100,30,100,50,,,,1,1,9.87679633263915,1983,14
869,100,100,100,100,,,,,1,0,10.5412450205839,1984,13
870,0,99,100,100,,,,,0,1,9.42217479605542,1984,13
871,,,67,0,,0,,,1,1,9.26038546645329,1982,15
872,,,12,50,75,43,,,0,1,10.199132181669,1982,15
873,45,0,65,75,,,,,1,1,10.5320894070268,1984,13
874,100,100,100,50,,,,,0,1,9.85607489357542,1984,13
875,,,100,,,100,,,1,0,9.22254728186422,1982,15
876,100,100,100,50,,,,,1,0,10.2899418953275,1984,13
877,,,,,100,,,100,0,1,10.3141982471705,1980,17
878,60,90,90,75,,,,,1,0,9.67218863895055,1984,13
879,,,,0,0,0,0,,1,0,10.9681462541014,1981,16
880,,,,,90,99,65,99,1,1,10.1124525061435,1980,17
881,,,100,0,0,100,,,1,1,9.87313012903554,1982,15
882,,50,25,88,60,,,,0,1,9.37603359154228,1983,14
883,,100,0,100,100,,,,1,1,10.1939277456803,1983,14
884,,,,50,45,50,15,,0,0,10.7915047014325,1981,16
885,,85,75,,40,,,,0,0,10.1597413248931,1983,14
886,,,95,85,75,30,,,0,0,9.22261652865285,1982,15
887,,100,0,100,0,,,,1,0,9.57708664214525,1983,14
888,,,,100,,100,100,,1,1,9.87472553630558,1981,16
889,100,0,100,0,,,,,0,0,9.72930491467355,1984,13
890,,,,,50,,,,0,1,9.46652789826594,1980,17
891,,,100,100,100,,,,0,1,9.29768053001952,1982,15
892,,100,,2,,,,,1,1,9.18621334888575,1983,14
893,,,,,50,0,100,0,0,1,10.4194516644384,1980,17
894,,,0,0,50,0,,,0,1,10.8317627345682,1982,15
895,85,90,99,100,,,,,0,1,10.1894058873179,1984,13
896,,100,100,100,,,,,1,0,9.6637639014049,1983,14
897,100,0,100,100,,,,,1,0,9.0614457598615,1984,13
898,,100,100,100,100,,,,0,0,10.7854259114234,1983,14
899,,,,,80,100,75,50,1,0,10.3393559073871,1980,17
900,,,100,50,60,80,,,0,0,9.60408079673286,1982,15
901,85,0,0,0,,,,,1,0,9.42103874494004,1984,13
902,,,,75,0,100,100,,1,0,9.98244482292467,1981,16
903,,,,10,75,50,,,0,1,10.6238278699562,1981,16
904,,100,0,0,100,,,,1,1,10.3837177683393,1983,14
905,,99,50,50,50,,,,1,1,8.91687284930876,1983,14
906,100,99,90,0,,,,,1,0,10.0623174119879,1984,13
907,,,75,70,0,0,,,1,1,9.74413693990054,1982,15
908,,,100,100,9,0,,,1,0,8.11962416570525,1982,15
909,,100,50,100,45,,,,0,0,8.8660565606642,1983,14
