"PUBID","YSAQ-282C","YSAQ-282D","YSAQ-282E","YSAQ-282F","YSAQ-282G","YTEL-52~000001","YTEL-52~000002","YTEL-52~000003","YTEL-52~000004"
2309,2,3,3,2,4,-4,-4,-4,-4
2310,2,3,3,3,3,-4,-4,-4,-4
2311,3,2,3,3,3,-4,-4,-4,-4
2312,3,2,2,3,3,-4,-4,-4,-4
2313,3,2,3,2,3,-4,-4,-4,-4
2314,4,3,3,3,3,-4,-4,-4,-4
2315,1,3,3,3,3,-4,-4,-4,-4
2316,4,1,3,2,4,3,3,2,1
2317,3,2,3,3,3,3,3,3,3
2318,3,2,3,2,3,-4,-4,-4,-4
2319,3,4,3,3,3,-4,-4,-4,-4
2320,4,3,2,3,2,-4,-4,-4,-4
2321,4,1,3,2,4,-4,-4,-4,-4
2322,3,2,4,2,4,-4,-4,-4,-4
2323,2,3,2,3,2,-4,-4,-4,-4
2324,3,3,3,3,3,-4,-4,-4,-4
2325,4,2,4,2,4,-4,-4,-4,-4
2326,3,3,3,3,4,-4,-4,-4,-4
2327,3,2,3,2,4,-4,-4,-4,-4
2328,4,2,3,3,4,-4,-4,-4,-4
2329,4,3,3,3,3,-4,-4,-4,-4
2330,3,3,3,3,3,4,2,4,0
2331,3,2,3,2,4,-4,-4,-4,-4
2332,3,3,3,3,3,3,1,3,1
2333,4,3,4,3,4,-4,-4,-4,-4
2334,1,3,3,2,3,3,1,3,2
2335,3,3,2,3,4,-4,-4,-4,-4
2336,3,3,2,3,3,-4,-4,-4,-4
2337,2,3,3,3,4,-4,-4,-4,-4
2338,3,2,4,2,4,3,3,3,1
2339,3,2,4,2,4,-4,-4,-4,-4
2340,4,2,4,1,4,-4,-4,-4,-4
2341,-5,-5,-5,-5,-5,-5,-5,-5,-5
2342,4,2,4,2,4,-4,-4,-4,-4
2343,4,2,3,2,3,-4,-4,-4,-4
2344,3,2,3,2,4,-4,-4,-4,-4
2345,4,3,3,2,4,4,2,3,1
2346,3,3,3,3,4,-4,-4,-4,-4
2347,4,3,3,3,4,3,1,3,1
2348,3,3,3,2,4,-4,-4,-4,-4
2349,2,3,2,3,2,-4,-4,-4,-4
2350,3,3,4,2,4,-4,-4,-4,-4
2351,3,3,4,2,4,-4,-4,-4,-4
2352,3,2,3,2,4,-4,-4,-4,-4
2353,-5,-5,-5,-5,-5,-5,-5,-5,-5
2354,4,3,3,3,4,-5,-5,-5,-5
2355,-5,-5,-5,-5,-5,-4,-4,-4,-4
2356,3,3,3,2,4,4,3,3,1
2357,3,2,2,2,4,-5,-5,-5,-5
2358,4,2,4,3,3,3,4,3,3
2359,4,2,4,1,4,-4,-4,-4,-4
2360,3,3,3,2,4,-4,-4,-4,-4
2361,3,2,3,3,4,-4,-4,-4,-4
2362,4,2,4,3,4,-4,-4,-4,-4
2363,-5,-5,-5,-5,-5,-5,-5,-5,-5
2364,3,2,4,2,4,-4,-4,-4,-4
2365,3,3,2,3,4,3,3,3,1
2366,3,2,3,2,3,-4,-4,-4,-4
2367,-5,-5,-5,-5,-5,-5,-5,-5,-5
2368,3,2,3,2,4,-4,-4,-4,-4
2369,4,1,4,2,4,-5,-5,-5,-5
2370,3,2,3,2,3,-4,-4,-4,-4
2371,3,2,4,1,4,-4,-4,-4,-4
2372,4,2,4,2,4,3,3,3,3
2373,4,2,4,2,4,3,3,3,3
2374,3,2,4,1,4,-4,-4,-4,-4
2375,2,4,2,3,2,-4,-4,-4,-4
2376,3,2,3,2,3,-4,-4,-4,-4
2377,3,1,1,2,2,-4,-4,-4,-4
2378,3,2,3,2,4,-5,-5,-5,-5
2379,4,2,4,2,4,-5,-5,-5,-5
2380,2,4,2,2,2,-4,-4,-4,-4
2381,3,3,4,3,4,-4,-4,-4,-4
2382,4,2,4,2,4,4,3,3,3
2383,3,3,2,3,3,3,3,2,1
2384,3,2,4,2,4,-4,-4,-4,-4
2385,3,2,3,3,3,-4,-4,-4,-4
2386,3,3,3,3,3,-4,-4,-4,-4
2387,3,3,2,3,4,3,2,2,4
2388,3,2,3,2,3,-4,-4,-4,-4
2389,2,3,4,3,3,3,1,3,1
2390,2,2,1,3,2,-4,-4,-4,-4
2391,3,4,2,3,3,-4,-4,-4,-4
2392,2,3,3,3,3,-4,-4,-4,-4
2393,4,3,4,2,4,-4,-4,-4,-4
2394,3,3,3,2,3,-4,-4,-4,-4
2395,3,3,3,3,4,-4,-4,-4,-4
2396,3,3,2,3,3,-4,-4,-4,-4
2397,4,2,3,2,4,-4,-4,-4,-4
2398,3,2,3,2,3,4,3,4,0
2399,3,3,3,2,4,-4,-4,-4,-4
2400,3,3,2,3,3,3,1,4,3
2401,2,3,2,3,3,-4,-4,-4,-4
2402,3,3,4,2,4,-4,-4,-4,-4
2403,4,3,3,2,3,4,4,4,1
2404,3,2,3,2,4,-4,-4,-4,-4
2405,3,2,3,2,4,-5,-5,-5,-5
2406,3,4,3,3,4,-5,-5,-5,-5
2407,3,3,3,2,4,-4,-4,-4,-4
2408,3,2,4,2,4,-5,-5,-5,-5
2409,2,3,2,3,3,-4,-4,-4,-4
2410,3,3,3,2,4,-4,-4,-4,-4
2411,3,2,3,2,4,4,1,3,1
2412,3,3,4,2,4,-5,-5,-5,-5
2413,-5,-5,-5,-5,-5,-5,-5,-5,-5
2414,3,3,3,3,4,-4,-4,-4,-4
2415,-5,-5,-5,-5,-5,-5,-5,-5,-5
2416,-5,-5,-5,-5,-5,4,1,4,1
2417,1,4,1,3,2,-4,-4,-4,-4
2418,3,3,3,3,3,-5,-5,-5,-5
2419,3,3,2,4,2,-4,-4,-4,-4
2420,4,2,3,3,4,-4,-4,-4,-4
2421,-5,-5,-5,-5,-5,-5,-5,-5,-5
2422,3,3,3,3,4,4,4,3,2
2423,3,2,3,2,3,4,3,3,3
2424,4,3,3,2,3,-5,-5,-5,-5
2425,3,2,3,2,4,-5,-5,-5,-5
2426,3,3,3,3,4,-4,-4,-4,-4
2427,3,3,3,2,3,3,1,4,1
2428,-5,-5,-5,-5,-5,-5,-5,-5,-5
2429,-5,-5,-5,-5,-5,-5,-5,-5,-5
2430,2,3,3,3,3,-4,-4,-4,-4
2431,3,3,2,3,3,4,2,3,2
2432,3,2,3,2,4,-5,-5,-5,-5
2433,4,3,3,2,4,-4,-4,-4,-4
2434,4,1,4,1,4,-4,-4,-4,-4
2435,3,2,4,1,4,-4,-4,-4,-4
2436,4,1,4,2,4,-5,-5,-5,-5
2437,3,3,4,2,4,-5,-5,-5,-5
2438,3,4,4,2,4,-4,-4,-4,-4
2439,3,2,3,2,4,-4,-4,-4,-4
2440,2,3,3,3,4,-4,-4,-4,-4
2441,3,2,4,2,4,-4,-4,-4,-4
2442,4,2,4,2,3,4,2,3,1
2443,2,3,3,3,2,4,3,4,0
2444,-5,-5,-5,-5,-5,4,4,3,4
2445,4,3,3,3,4,3,3,2,0
2446,2,3,2,3,3,-5,-5,-5,-5
2447,3,3,3,3,4,3,3,2,4
2448,2,2,1,3,3,-4,-4,-4,-4
2449,-5,-5,-5,-5,-5,-5,-5,-5,-5
2450,-5,-5,-5,-5,-5,-5,-5,-5,-5
2451,3,2,3,2,4,-4,-4,-4,-4
2452,3,2,4,2,4,-4,-4,-4,-4
2453,3,2,2,3,3,-4,-4,-4,-4
2454,2,3,3,3,3,-4,-4,-4,-4
2455,4,3,4,2,4,4,3,3,3
2456,3,3,2,3,3,-4,-4,-4,-4
2457,4,1,4,1,4,4,2,3,2
2458,3,2,3,2,4,-4,-4,-4,-4
2459,-5,-5,-5,-5,-5,-5,-5,-5,-5
2460,-5,-5,-5,-5,-5,-5,-5,-5,-5
2461,3,2,3,2,4,4,1,2,1
2462,3,2,3,2,4,-4,-4,-4,-4
2463,3,2,3,2,4,-4,-4,-4,-4
2464,3,3,3,3,4,-4,-4,-4,-4
2465,2,3,3,2,3,-4,-4,-4,-4
2466,3,2,4,2,4,3,3,4,3
2467,2,3,4,2,3,-4,-4,-4,-4
2468,3,2,4,1,4,-5,-5,-5,-5
2469,1,1,2,1,1,-4,-4,-4,-4
2470,3,2,3,2,3,-5,-5,-5,-5
2471,-5,-5,-5,-5,-5,-5,-5,-5,-5
2472,3,2,3,2,4,-4,-4,-4,-4
2473,3,3,4,2,4,3,3,3,1
2474,3,2,3,2,4,4,0,4,0
2475,3,3,3,2,3,-4,-4,-4,-4
2476,2,3,3,3,3,4,2,3,1
2477,2,3,2,3,3,3,2,4,2
2478,4,2,3,3,4,-5,-5,-5,-5
2479,3,3,3,3,3,4,2,3,1
2480,3,3,4,2,4,-4,-4,-4,-4
2481,3,3,3,3,3,-4,-4,-4,-4
2482,2,3,4,2,4,4,4,3,1
2483,4,2,4,2,4,-4,-4,-4,-4
2484,4,1,4,2,4,-5,-5,-5,-5
2485,1,4,1,4,2,-5,-5,-5,-5
2486,1,3,3,1,3,-5,-5,-5,-5
2487,4,2,3,2,4,-4,-4,-4,-4
2488,2,3,3,2,3,-5,-5,-5,-5
2489,3,3,3,3,4,-5,-5,-5,-5
2490,3,2,3,2,4,-4,-4,-4,-4
2491,3,3,3,2,4,-4,-4,-4,-4
2492,-5,-5,-5,-5,-5,-5,-5,-5,-5
2493,3,2,3,2,4,-4,-4,-4,-4
2494,2,3,3,2,3,-4,-4,-4,-4
2495,4,-2,-2,1,4,-5,-5,-5,-5
2496,3,2,3,2,4,-4,-4,-4,-4
2497,3,4,1,3,2,-4,-4,-4,-4
2498,3,2,4,2,4,-4,-4,-4,-4
2499,3,2,3,2,3,4,1,4,1
2500,-5,-5,-5,-5,-5,-4,-4,-4,-4
2501,3,3,3,3,3,4,3,3,0
2502,3,4,3,3,3,3,3,3,3
2503,3,2,3,2,3,-4,-4,-4,-4
2504,3,2,3,2,4,-4,-4,-4,-4
2505,4,3,3,3,4,-4,-4,-4,-4
2506,3,3,3,3,3,-4,-4,-4,-4
2507,4,3,4,2,4,-4,-4,-4,-4
2508,3,2,3,3,4,-4,-4,-4,-4
2509,3,3,1,3,4,-4,-4,-4,-4
2510,3,2,4,2,4,-4,-4,-4,-4
2511,-5,-5,-5,-5,-5,-5,-5,-5,-5
2512,3,2,4,1,4,3,1,3,3
2513,3,2,3,2,4,-4,-4,-4,-4
2514,-5,-5,-5,-5,-5,3,3,3,2
2515,3,3,2,3,3,2,3,2,3
2516,3,2,4,1,4,-4,-4,-4,-4
2517,-5,-5,-5,-5,-5,-4,-4,-4,-4
2518,3,3,3,2,4,-4,-4,-4,-4
2519,4,3,4,2,4,4,3,3,1
2520,4,1,4,1,4,-4,-4,-4,-4
2521,3,3,3,3,3,-5,-5,-5,-5
2522,4,2,4,2,4,-4,-4,-4,-4
2523,3,2,3,2,4,4,2,3,1
2524,3,3,3,3,4,-4,-4,-4,-4
2525,4,2,4,2,4,-4,-4,-4,-4
2526,3,2,2,3,4,-5,-5,-5,-5
2527,3,3,3,2,3,-4,-4,-4,-4
2528,4,1,3,3,4,-4,-4,-4,-4
2529,3,2,3,2,3,4,2,4,1
2530,3,2,3,2,4,-4,-4,-4,-4
2531,3,2,3,2,3,-4,-4,-4,-4
2532,-5,-5,-5,-5,-5,-4,-4,-4,-4
2533,4,3,3,3,3,-4,-4,-4,-4
2534,2,3,3,4,3,3,3,4,3
2535,3,1,3,2,4,-4,-4,-4,-4
2536,3,2,3,2,3,-4,-4,-4,-4
2537,3,2,3,2,4,-4,-4,-4,-4
2538,-5,-5,-5,-5,-5,-4,-4,-4,-4
2539,-5,-5,-5,-5,-5,-5,-5,-5,-5
2540,-5,-5,-5,-5,-5,-5,-5,-5,-5
2541,-5,-5,-5,-5,-5,-5,-5,-5,-5
2542,4,3,3,3,3,-5,-5,-5,-5
2543,3,2,3,2,4,-4,-4,-4,-4
2544,3,3,3,3,4,-4,-4,-4,-4
2545,2,2,3,1,4,-4,-4,-4,-4
2546,-5,-5,-5,-5,-5,-4,-4,-4,-4
2547,3,2,3,2,3,4,2,4,2
2548,3,2,4,2,4,-4,-4,-4,-4
2549,-5,-5,-5,-5,-5,-5,-5,-5,-5
2550,-5,-5,-5,-5,-5,-5,-5,-5,-5
2551,4,1,4,2,4,-4,-4,-4,-4
2552,3,3,3,2,4,-4,-4,-4,-4
2553,2,3,3,2,4,-4,-4,-4,-4
2554,3,2,3,2,4,-4,-4,-4,-4
2555,3,2,3,2,4,-4,-4,-4,-4
2556,3,2,3,2,4,3,1,3,3
2557,2,3,3,2,4,4,2,3,1
2558,3,1,4,2,4,-4,-4,-4,-4
2559,3,2,4,1,4,-4,-4,-4,-4
2560,-5,-5,-5,-5,-5,-4,-4,-4,-4
2561,2,3,2,3,3,-4,-4,-4,-4
2562,4,1,3,1,4,-4,-4,-4,-4
2563,3,4,3,2,4,-4,-4,-4,-4
2564,3,2,4,1,4,-4,-4,-4,-4
2565,3,2,3,2,4,-4,-4,-4,-4
2566,4,1,4,1,4,-4,-4,-4,-4
2567,3,2,3,2,4,-4,-4,-4,-4
2568,2,4,2,3,3,-4,-4,-4,-4
2569,4,3,4,2,4,-4,-4,-4,-4
2570,3,3,3,2,4,-5,-5,-5,-5
2571,3,2,3,2,3,-4,-4,-4,-4
2572,2,3,3,3,4,-4,-4,-4,-4
2573,3,2,4,2,4,-4,-4,-4,-4
2574,2,3,3,3,3,3,3,3,3
2575,3,2,4,2,3,-4,-4,-4,-4
2576,3,3,3,2,4,-5,-5,-5,-5
2577,3,3,3,2,4,-4,-4,-4,-4
2578,-5,-5,-5,-5,-5,-5,-5,-5,-5
2579,2,3,4,2,4,-4,-4,-4,-4
2580,2,3,3,3,3,-4,-4,-4,-4
2581,3,2,4,2,4,4,1,3,1
2582,3,3,2,3,4,3,3,3,4
2583,2,3,4,2,4,3,1,2,1
2584,3,1,3,2,4,-4,-4,-4,-4
2585,3,2,3,2,3,-4,-4,-4,-4
2586,3,2,3,2,3,-4,-4,-4,-4
2587,-5,-5,-5,-5,-5,-5,-5,-5,-5
2588,4,2,4,2,4,-5,-5,-5,-5
2589,3,3,3,3,4,4,2,3,1
2590,4,2,4,2,4,3,2,3,2
2591,3,2,3,2,4,-4,-4,-4,-4
2592,4,2,4,1,4,-4,-4,-4,-4
2593,-5,-5,-5,-5,-5,-4,-4,-4,-4
2594,3,3,3,2,4,-4,-4,-4,-4
2595,4,3,3,3,3,-4,-4,-4,-4
2596,3,2,4,1,4,-4,-4,-4,-4
2597,4,2,3,2,4,4,2,4,4
2598,3,2,2,3,3,3,3,3,2
2599,3,3,3,2,4,-4,-4,-4,-4
2600,3,3,3,3,4,-4,-4,-4,-4
2601,4,2,3,2,4,3,2,2,1
2602,4,2,3,1,1,-5,-5,-5,-5
2603,3,2,3,2,4,-4,-4,-4,-4
2604,3,2,3,2,4,-4,-4,-4,-4
2605,-5,-5,-5,-5,-5,-5,-5,-5,-5
2606,-5,-5,-5,-5,-5,-5,-5,-5,-5
2607,3,3,3,2,4,-4,-4,-4,-4
2608,4,4,4,1,4,-4,-4,-4,-4
2609,4,1,4,1,4,-4,-4,-4,-4
2610,3,3,3,2,3,-5,-5,-5,-5
2611,2,4,3,4,4,-4,-4,-4,-4
2612,3,3,1,3,1,-4,-4,-4,-4
2613,3,3,4,2,4,-5,-5,-5,-5
2614,2,4,3,3,3,-4,-4,-4,-4
2615,3,2,3,2,4,-4,-4,-4,-4
2616,3,2,3,2,4,-4,-4,-4,-4
2617,2,3,3,3,4,-4,-4,-4,-4
2618,3,2,4,1,4,-4,-4,-4,-4
2619,3,3,3,3,4,-4,-4,-4,-4
2620,-5,-5,-5,-5,-5,-5,-5,-5,-5
2621,3,3,3,2,4,-4,-4,-4,-4
2622,4,3,3,3,4,-4,-4,-4,-4
2623,3,2,3,2,4,-5,-5,-5,-5
2624,3,3,3,3,4,-4,-4,-4,-4
2625,4,2,4,2,4,-4,-4,-4,-4
2626,4,2,4,2,4,-4,-4,-4,-4
2627,4,1,4,1,4,3,3,3,3
2628,3,2,3,2,4,-4,-4,-4,-4
2629,3,3,3,2,4,-4,-4,-4,-4
2630,3,2,4,2,4,-4,-4,-4,-4
2631,3,2,4,2,4,-5,-5,-5,-5
2632,3,4,3,4,2,3,3,3,0
2633,3,1,4,1,4,-5,-5,-5,-5
2634,3,2,3,2,4,-5,-5,-5,-5
2635,3,2,4,1,4,-4,-4,-4,-4
2636,3,2,3,2,4,-4,-4,-4,-4
2637,3,2,3,2,3,-5,-5,-5,-5
2638,3,2,3,2,4,-4,-4,-4,-4
2639,3,2,3,2,3,4,4,3,3
2640,3,2,4,2,4,-4,-4,-4,-4
2641,4,2,4,2,4,-4,-4,-4,-4
2642,3,3,3,3,3,-5,-5,-5,-5
2643,2,3,4,2,4,-4,-4,-4,-4
2644,3,2,4,2,4,-4,-4,-4,-4
2645,3,2,3,2,4,3,3,3,1
2648,4,1,3,1,4,-5,-5,-5,-5
2649,3,1,3,2,4,-4,-4,-4,-4
2650,-5,-5,-5,-5,-5,-5,-5,-5,-5
2651,4,2,4,2,4,-4,-4,-4,-4
2652,2,3,2,3,2,-4,-4,-4,-4
2653,3,3,3,2,3,-4,-4,-4,-4
2654,3,2,3,2,4,-4,-4,-4,-4
2655,3,3,2,3,3,-4,-4,-4,-4
2656,3,2,1,3,3,-4,-4,-4,-4
2657,2,4,2,3,3,4,4,4,1
2658,3,2,3,2,4,-4,-4,-4,-4
2659,3,2,3,2,4,4,2,3,1
2660,3,2,4,2,4,-5,-5,-5,-5
2661,3,2,3,1,4,-4,-4,-4,-4
2662,3,2,4,2,4,-4,-4,-4,-4
2663,4,2,3,2,4,-5,-5,-5,-5
2664,3,2,3,2,3,-4,-4,-4,-4
2665,3,3,3,2,3,-4,-4,-4,-4
2666,3,3,3,2,4,-4,-4,-4,-4
2667,3,2,3,2,4,-5,-5,-5,-5
2668,3,2,4,2,4,4,3,3,1
2669,3,3,3,2,4,-4,-4,-4,-4
2670,3,2,3,2,4,-4,-4,-4,-4
2671,-5,-5,-5,-5,-5,-5,-5,-5,-5
2672,3,2,4,2,3,-4,-4,-4,-4
2673,3,2,3,1,4,4,1,4,0
2674,3,2,3,2,4,3,3,2,3
2675,3,4,2,3,2,-4,-4,-4,-4
2676,4,1,4,3,4,-4,-4,-4,-4
2677,3,2,3,2,3,-4,-4,-4,-4
2678,3,2,4,2,4,3,2,1,1
2679,3,2,3,2,4,-4,-4,-4,-4
2680,3,3,3,3,3,-5,-5,-5,-5
2681,1,3,2,3,3,4,3,4,0
2682,4,1,3,2,4,-4,-4,-4,-4
2683,4,3,2,3,4,-4,-4,-4,-4
2684,4,3,2,3,3,4,1,3,2
2685,1,3,3,3,4,-4,-4,-4,-4
2686,4,2,3,2,4,4,3,3,3
2687,3,2,3,1,4,-5,-5,-5,-5
2688,4,2,4,2,4,-4,-4,-4,-4
2689,3,2,3,1,4,-4,-4,-4,-4
2690,3,1,3,1,3,-4,-4,-4,-4
2691,3,2,4,2,4,-4,-4,-4,-4
2692,3,3,3,2,3,-5,-5,-5,-5
2693,3,3,2,3,3,-4,-4,-4,-4
2694,3,2,3,2,4,-4,-4,-4,-4
2695,3,3,3,3,4,-4,-4,-4,-4
2696,1,3,3,3,3,-4,-4,-4,-4
2697,3,3,3,2,4,3,2,2,2
2698,3,2,3,3,4,-4,-4,-4,-4
2699,3,2,3,2,4,-4,-4,-4,-4
2700,3,2,4,1,4,-4,-4,-4,-4
2701,2,3,1,3,3,-4,-4,-4,-4
2702,3,3,2,3,2,-4,-4,-4,-4
2703,3,2,3,2,3,3,2,3,3
2704,3,4,3,3,4,-4,-4,-4,-4
2705,3,3,3,2,4,4,4,2,3
2706,2,3,4,3,3,-4,-4,-4,-4
2707,4,2,4,1,4,-4,-4,-4,-4
2708,3,3,3,3,4,-4,-4,-4,-4
2709,3,3,3,2,3,4,1,3,1
2710,3,2,3,2,4,4,1,2,1
2711,3,3,3,2,4,3,3,2,1
2712,3,3,2,3,3,-4,-4,-4,-4
2713,3,3,4,2,4,-5,-5,-5,-5
2714,4,2,3,2,4,-4,-4,-4,-4
2715,3,3,2,3,3,3,3,1,3
2716,2,3,3,3,3,4,3,3,2
2717,2,3,1,3,3,-4,-4,-4,-4
2718,3,3,3,3,3,3,1,3,3
2719,3,2,3,2,4,-4,-4,-4,-4
2720,2,3,2,3,2,4,0,3,1
2721,2,4,3,4,1,2,2,4,2
2722,-5,-5,-5,-5,-5,-4,-4,-4,-4
2723,1,3,2,3,3,-5,-5,-5,-5
2724,3,3,3,2,3,-4,-4,-4,-4
2725,-5,-5,-5,-5,-5,-5,-5,-5,-5
2726,3,3,3,3,3,-5,-5,-5,-5
2727,3,2,3,2,4,-4,-4,-4,-4
2728,3,3,3,3,4,-4,-4,-4,-4
2729,3,3,3,1,3,-4,-4,-4,-4
2730,3,3,3,3,4,-4,-4,-4,-4
2731,3,2,4,2,4,-4,-4,-4,-4
2732,3,2,4,2,4,-4,-4,-4,-4
2733,4,2,3,2,4,4,1,1,0
2734,4,2,3,2,4,-4,-4,-4,-4
2735,3,2,3,2,4,-4,-4,-4,-4
2736,4,2,4,2,4,-4,-4,-4,-4
2737,4,2,4,1,4,3,2,4,1
2738,4,2,3,2,4,-4,-4,-4,-4
2739,3,3,4,2,4,-4,-4,-4,-4
2740,3,3,3,2,4,3,3,3,3
2741,4,2,3,2,4,-4,-4,-4,-4
2742,3,3,4,2,4,-4,-4,-4,-4
2743,3,3,3,2,3,-4,-4,-4,-4
2744,4,1,4,1,4,-5,-5,-5,-5
2745,4,1,4,1,4,-4,-4,-4,-4
2746,3,3,3,2,3,-5,-5,-5,-5
2747,3,2,3,2,4,-5,-5,-5,-5
2748,2,4,4,3,2,3,2,2,2
2749,2,3,3,2,4,-4,-4,-4,-4
2750,4,1,3,1,4,-4,-4,-4,-4
2751,1,4,3,2,4,-4,-4,-4,-4
2752,3,3,3,3,4,3,4,3,1
2753,2,3,3,3,4,-4,-4,-4,-4
2754,3,3,3,2,4,-4,-4,-4,-4
2755,3,2,3,2,4,-4,-4,-4,-4
2756,3,2,3,2,3,3,3,3,3
2757,4,3,3,3,4,-4,-4,-4,-4
2758,3,3,3,3,3,-4,-4,-4,-4
2759,3,2,3,2,4,-4,-4,-4,-4
2760,3,3,3,4,3,-4,-4,-4,-4
2761,3,2,4,1,3,-4,-4,-4,-4
2762,3,3,3,3,4,-4,-4,-4,-4
2763,3,3,3,2,3,-4,-4,-4,-4
2764,3,2,4,2,4,-4,-4,-4,-4
2765,-5,-5,-5,-5,-5,-5,-5,-5,-5
2766,3,3,2,3,3,-4,-4,-4,-4
2767,2,4,2,3,2,3,3,2,2
2768,2,3,3,2,4,-4,-4,-4,-4
2769,-5,-5,-5,-5,-5,-5,-5,-5,-5
2770,3,2,3,2,4,-4,-4,-4,-4
2771,-5,-5,-5,-5,-5,-5,-5,-5,-5
2772,-5,-5,-5,-5,-5,-5,-5,-5,-5
2773,-5,-5,-5,-5,-5,-4,-4,-4,-4
2774,3,2,3,2,4,-5,-5,-5,-5
2775,4,2,3,2,4,-4,-4,-4,-4
2776,3,3,4,2,4,-4,-4,-4,-4
2777,4,3,4,2,4,3,3,4,1
2778,4,3,3,3,4,-4,-4,-4,-4
2779,4,2,3,2,4,4,4,4,1
2780,3,2,3,3,3,3,3,2,3
2781,3,2,4,2,4,3,3,3,1
2782,3,3,2,3,4,-4,-4,-4,-4
2783,-5,-5,-5,-5,-5,-4,-4,-4,-4
2784,1,3,2,3,3,-4,-4,-4,-4
2785,3,3,3,2,3,-4,-4,-4,-4
2786,-5,-5,-5,-5,-5,-4,-4,-4,-4
2787,3,2,4,2,4,-4,-4,-4,-4
2788,3,3,3,3,3,-4,-4,-4,-4
2789,3,2,3,2,4,-4,-4,-4,-4
2790,3,2,4,2,3,-4,-4,-4,-4
2791,3,3,3,2,4,3,2,3,2
2792,3,3,3,3,4,-4,-4,-4,-4
2793,3,2,4,1,4,3,2,3,1
2794,3,2,3,2,3,-4,-4,-4,-4
2795,2,4,2,3,2,-4,-4,-4,-4
2796,4,2,4,2,4,-5,-5,-5,-5
2797,3,2,3,1,4,-5,-5,-5,-5
2798,4,2,4,2,4,-4,-4,-4,-4
2799,3,2,3,2,4,-4,-4,-4,-4
2800,2,3,4,3,4,-4,-4,-4,-4
2801,4,2,3,2,4,-4,-4,-4,-4
2802,3,2,3,2,4,3,2,3,1
2803,2,3,2,3,4,-5,-5,-5,-5
2804,3,3,3,3,4,-5,-5,-5,-5
2805,3,3,4,2,4,-4,-4,-4,-4
2806,3,3,3,3,4,-4,-4,-4,-4
2807,3,3,3,3,4,-4,-4,-4,-4
2808,4,2,4,2,4,-4,-4,-4,-4
2809,4,1,3,3,4,-4,-4,-4,-4
2810,3,3,1,3,1,-4,-4,-4,-4
2811,3,3,3,3,4,-4,-4,-4,-4
2812,3,3,3,3,4,-4,-4,-4,-4
2813,3,3,3,3,4,-4,-4,-4,-4
2814,4,3,3,3,4,-5,-5,-5,-5
2815,2,3,3,2,3,-4,-4,-4,-4
2816,2,3,4,1,4,-4,-4,-4,-4
2817,3,3,4,2,4,-5,-5,-5,-5
2818,3,3,4,2,4,4,3,3,1
2819,-5,-5,-5,-5,-5,-5,-5,-5,-5
2820,-5,-5,-5,-5,-5,-5,-5,-5,-5
2821,3,2,3,2,3,4,3,3,1
2822,3,2,2,1,1,3,4,3,3
2823,1,1,1,1,3,-5,-5,-5,-5
2824,4,1,4,1,4,-5,-5,-5,-5
2825,3,2,3,2,1,-4,-4,-4,-4
2826,2,3,2,3,2,-5,-5,-5,-5
2827,3,3,3,3,3,-4,-4,-4,-4
2828,3,3,2,3,2,-4,-4,-4,-4
2829,3,2,3,2,4,-4,-4,-4,-4
2830,3,2,4,2,4,-4,-4,-4,-4
2831,-5,-5,-5,-5,-5,-4,-4,-4,-4
2832,3,3,4,2,4,-4,-4,-4,-4
2833,3,2,3,2,4,-4,-4,-4,-4
2834,3,2,4,2,4,-4,-4,-4,-4
2835,2,3,1,4,2,4,1,4,1
2836,-5,-5,-5,-5,-5,-4,-4,-4,-4
2837,-5,-5,-5,-5,-5,-5,-5,-5,-5
2838,-5,-5,-5,-5,-5,-5,-5,-5,-5
2839,2,4,1,4,3,-4,-4,-4,-4
2840,3,2,3,2,3,-4,-4,-4,-4
2841,3,2,3,2,4,-4,-4,-4,-4
2842,-5,-5,-5,-5,-5,-4,-4,-4,-4
2843,-5,-5,-5,-5,-5,4,4,4,3
2844,4,1,4,2,4,-4,-4,-4,-4
2845,1,4,2,3,3,-4,-4,-4,-4
2846,3,3,2,3,3,-4,-4,-4,-4
2847,1,2,3,2,4,-4,-4,-4,-4
2848,-5,-5,-5,-5,-5,-4,-4,-4,-4
2849,3,3,3,2,3,-4,-4,-4,-4
2850,4,1,3,2,4,-5,-5,-5,-5
2851,3,3,3,3,3,3,3,3,3
2852,-5,-5,-5,-5,-5,-5,-5,-5,-5
2853,3,3,3,2,3,-4,-4,-4,-4
2854,1,4,1,4,1,3,4,2,2
2855,3,2,3,2,3,-4,-4,-4,-4
2856,3,3,2,1,3,-4,-4,-4,-4
2857,-5,-5,-5,-5,-5,-5,-5,-5,-5
2858,3,3,2,4,3,4,4,4,1
2859,-5,-5,-5,-5,-5,-4,-4,-4,-4
2860,3,3,3,3,3,3,3,3,1
2861,3,2,3,2,4,-5,-5,-5,-5
2862,3,2,2,2,4,-5,-5,-5,-5
2863,-5,-5,-5,-5,-5,3,3,3,1
2864,3,3,2,3,1,-4,-4,-4,-4
2865,4,2,4,1,4,-4,-4,-4,-4
2866,1,3,3,2,3,-4,-4,-4,-4
2867,4,1,4,1,4,-4,-4,-4,-4
2868,2,3,3,3,4,3,3,3,3
2869,3,3,2,3,3,-5,-5,-5,-5
2870,3,3,3,2,4,-4,-4,-4,-4
2871,3,2,4,2,3,-4,-4,-4,-4
