"PUBID","YSAQ-282C","YSAQ-282D","YSAQ-282E","YSAQ-282F","YSAQ-282G","YTEL-52~000001","YTEL-52~000002","YTEL-52~000003","YTEL-52~000004"
6614,3,3,2,3,3,-5,-5,-5,-5
6615,3,3,2,3,3,-4,-4,-4,-4
6616,3,2,3,2,4,-4,-4,-4,-4
6617,4,3,3,2,4,-4,-4,-4,-4
6618,2,3,2,3,2,-5,-5,-5,-5
6619,3,2,4,2,4,4,3,3,1
6620,3,3,2,3,4,-4,-4,-4,-4
6621,4,3,4,2,4,-4,-4,-4,-4
6622,3,1,4,2,4,-4,-4,-4,-4
6623,3,2,3,2,4,-4,-4,-4,-4
6624,3,3,3,3,3,4,1,2,1
6625,4,3,4,2,4,-4,-4,-4,-4
6626,-5,-5,-5,-5,-5,3,0,3,2
6627,3,3,4,1,3,4,4,4,0
6628,3,2,3,1,4,-4,-4,-4,-4
6629,3,3,3,2,3,-4,-4,-4,-4
6630,3,3,3,3,3,-4,-4,-4,-4
6631,4,2,3,2,4,-4,-4,-4,-4
6632,4,2,4,1,4,4,3,1,4
6633,3,2,3,2,3,-4,-4,-4,-4
6634,3,2,4,2,4,-5,-5,-5,-5
6635,-5,-5,-5,-5,-5,4,4,3,3
6636,3,3,3,3,3,-4,-4,-4,-4
6637,-5,-5,-5,-5,-5,-5,-5,-5,-5
6638,3,3,3,2,4,-4,-4,-4,-4
6639,2,1,3,1,3,3,2,3,2
6640,2,3,2,2,3,-4,-4,-4,-4
6641,3,3,3,3,4,-4,-4,-4,-4
6642,3,3,3,3,3,-4,-4,-4,-4
6643,3,2,4,2,3,-4,-4,-4,-4
6644,4,2,4,1,3,-4,-4,-4,-4
6645,3,2,3,1,4,3,3,2,2
6646,1,2,3,4,2,3,3,3,3
6647,3,2,3,2,4,-4,-4,-4,-4
6648,2,3,3,3,2,-4,-4,-4,-4
6649,4,2,4,2,4,-4,-4,-4,-4
6650,3,3,3,3,3,-4,-4,-4,-4
6651,4,1,3,1,4,3,2,3,3
6652,3,2,3,2,3,-4,-4,-4,-4
6653,1,3,1,3,3,4,4,3,3
6654,3,3,3,2,3,-5,-5,-5,-5
6655,4,2,4,2,3,-5,-5,-5,-5
6656,3,3,2,3,3,-5,-5,-5,-5
6657,3,2,4,2,4,-4,-4,-4,-4
6658,3,3,3,3,3,-4,-4,-4,-4
6659,1,2,2,1,4,-4,-4,-4,-4
6660,-5,-5,-5,-5,-5,-5,-5,-5,-5
6661,4,2,3,2,4,-5,-5,-5,-5
6662,-5,-5,-5,-5,-5,-5,-5,-5,-5
6663,3,2,3,2,3,-4,-4,-4,-4
6664,3,2,3,2,3,-4,-4,-4,-4
6665,3,3,4,2,3,-4,-4,-4,-4
6667,3,3,4,3,3,-4,-4,-4,-4
6668,3,2,4,2,4,3,4,2,3
6669,2,3,2,4,4,-4,-4,-4,-4
6670,3,3,3,2,4,-4,-4,-4,-4
6671,3,2,4,2,4,-4,-4,-4,-4
6672,4,2,3,2,4,-4,-4,-4,-4
6673,-5,-5,-5,-5,-5,-5,-5,-5,-5
6674,4,3,4,2,3,3,1,4,1
6675,-5,-5,-5,-5,-5,-5,-5,-5,-5
6676,3,2,4,1,4,-4,-4,-4,-4
6677,4,3,3,2,4,-4,-4,-4,-4
6678,3,2,4,3,4,-5,-5,-5,-5
6679,-5,-5,-5,-5,-5,-4,-4,-4,-4
6680,4,1,4,1,4,-5,-5,-5,-5
6681,1,2,1,1,1,-4,-4,-4,-4
6682,3,3,4,1,3,-4,-4,-4,-4
6683,3,2,4,2,4,4,3,4,1
6684,3,2,3,2,3,-4,-4,-4,-4
6685,3,2,3,2,4,-4,-4,-4,-4
6686,4,2,3,2,4,-5,-5,-5,-5
6687,3,3,3,3,3,4,1,4,1
6688,3,2,3,3,3,4,3,3,-2
6689,3,3,3,1,4,-4,-4,-4,-4
6690,-5,-5,-5,-5,-5,4,4,3,3
6692,4,2,4,2,4,-4,-4,-4,-4
6693,4,2,3,2,3,-4,-4,-4,-4
6694,3,3,4,1,4,-4,-4,-4,-4
6695,3,2,4,2,4,-4,-4,-4,-4
6696,3,2,3,2,3,-4,-4,-4,-4
6697,4,2,4,1,4,-4,-4,-4,-4
6698,3,2,3,2,4,-5,-5,-5,-5
6699,3,2,3,2,4,4,4,3,4
6700,-1,-1,-1,-1,-1,-4,-4,-4,-4
6701,4,3,4,3,3,4,1,4,3
6702,3,3,3,2,3,-5,-5,-5,-5
6703,-5,-5,-5,-5,-5,-5,-5,-5,-5
6704,-5,-5,-5,-5,-5,4,2,3,4
6705,-5,-5,-5,-5,-5,-5,-5,-5,-5
6706,3,3,3,3,4,-4,-4,-4,-4
6707,3,2,3,3,4,4,1,3,3
6708,3,3,3,3,4,-4,-4,-4,-4
6709,4,2,4,2,4,4,1,4,1
6710,4,2,3,2,4,3,4,3,4
6711,-5,-5,-5,-5,-5,-5,-5,-5,-5
6712,-5,-5,-5,-5,-5,-5,-5,-5,-5
6713,3,1,3,1,4,-4,-4,-4,-4
6714,3,2,3,1,3,3,3,3,4
6715,-5,-5,-5,-5,-5,-4,-4,-4,-4
6716,4,1,4,2,4,-4,-4,-4,-4
6717,1,4,1,3,2,2,4,0,3
6718,4,1,4,1,4,-5,-5,-5,-5
6719,3,2,4,2,4,-4,-4,-4,-4
6720,4,2,4,2,4,-4,-4,-4,-4
6721,3,3,3,3,3,-4,-4,-4,-4
6722,2,3,3,3,3,-5,-5,-5,-5
6723,3,2,3,2,3,-5,-5,-5,-5
6724,4,1,4,1,4,-4,-4,-4,-4
6725,-5,-5,-5,-5,-5,-5,-5,-5,-5
6726,3,4,3,2,4,-4,-4,-4,-4
6727,4,1,4,1,4,-4,-4,-4,-4
6728,4,4,4,1,4,4,3,4,4
6729,4,2,3,2,4,3,3,3,3
6730,3,1,4,1,4,-4,-4,-4,-4
6731,4,2,4,2,4,-5,-5,-5,-5
6732,3,2,3,2,4,3,3,2,3
6733,-5,-5,-5,-5,-5,-5,-5,-5,-5
6734,3,3,4,2,4,-4,-4,-4,-4
6735,3,2,3,3,3,-4,-4,-4,-4
6736,-5,-5,-5,-5,-5,-5,-5,-5,-5
6737,4,2,3,2,4,4,1,4,0
6738,4,2,3,2,4,-4,-4,-4,-4
6739,3,2,3,2,4,-4,-4,-4,-4
6740,3,2,4,2,4,-5,-5,-5,-5
6741,4,2,4,2,4,3,3,3,3
6742,3,2,3,2,3,-4,-4,-4,-4
6743,3,3,3,4,3,-4,-4,-4,-4
6744,4,2,3,2,3,-4,-4,-4,-4
6745,4,2,4,1,4,-4,-4,-4,-4
6746,3,3,3,2,4,4,1,4,0
6747,4,4,4,2,4,-4,-4,-4,-4
6748,3,2,4,2,4,4,1,4,1
6749,2,3,3,3,4,-4,-4,-4,-4
6750,3,2,3,3,4,-4,-4,-4,-4
6751,3,3,4,2,4,-4,-4,-4,-4
6752,-5,-5,-5,-5,-5,-4,-4,-4,-4
6753,3,2,4,2,4,-4,-4,-4,-4
6754,4,3,2,3,3,-4,-4,-4,-4
6755,3,2,3,2,4,-4,-4,-4,-4
6756,3,3,3,2,4,-4,-4,-4,-4
6757,3,3,3,3,3,-4,-4,-4,-4
6758,-5,-5,-5,-5,-5,-5,-5,-5,-5
6759,4,2,4,2,4,-4,-4,-4,-4
6760,3,2,3,2,4,-4,-4,-4,-4
6761,3,1,3,1,4,-4,-4,-4,-4
6762,4,1,4,1,4,-4,-4,-4,-4
6763,4,2,3,2,3,-4,-4,-4,-4
6764,4,2,4,3,4,-5,-5,-5,-5
6765,3,2,4,2,4,-4,-4,-4,-4
6766,4,3,4,1,4,3,1,2,2
6767,2,1,3,2,3,-4,-4,-4,-4
6768,4,1,4,1,4,-4,-4,-4,-4
6769,2,3,3,2,4,-4,-4,-4,-4
6770,3,2,3,2,4,-5,-5,-5,-5
6771,-5,-5,-5,-5,-5,4,2,1,2
6772,4,4,3,2,4,-4,-4,-4,-4
6773,3,2,3,2,4,-4,-4,-4,-4
6774,3,3,3,2,3,-4,-4,-4,-4
6775,1,2,3,1,3,-4,-4,-4,-4
6776,3,3,3,2,3,-4,-4,-4,-4
6777,3,2,3,2,3,3,3,3,3
6778,2,3,2,3,3,-5,-5,-5,-5
6779,4,2,4,2,3,-4,-4,-4,-4
6780,3,3,2,3,2,-4,-4,-4,-4
6781,2,3,3,2,3,-4,-4,-4,-4
6782,3,3,2,3,2,-4,-4,-4,-4
6783,3,2,3,1,4,-4,-4,-4,-4
6784,3,3,4,2,3,-4,-4,-4,-4
6785,2,3,3,3,4,-4,-4,-4,-4
6786,3,3,3,1,4,-4,-4,-4,-4
6787,4,2,3,1,4,-4,-4,-4,-4
6788,2,3,2,3,2,-4,-4,-4,-4
6789,3,2,3,2,4,-4,-4,-4,-4
6790,3,2,3,2,3,3,3,4,2
6791,3,2,4,2,2,-4,-4,-4,-4
6792,4,2,3,2,4,-4,-4,-4,-4
6793,3,2,3,2,3,-5,-5,-5,-5
6794,2,3,4,1,4,-5,-5,-5,-5
6795,3,2,3,2,4,4,3,3,2
6796,4,3,3,2,4,3,3,4,4
6797,3,1,4,2,4,-5,-5,-5,-5
6798,4,2,3,2,2,4,1,3,1
6799,2,3,2,3,3,-4,-4,-4,-4
6800,3,2,3,1,3,-4,-4,-4,-4
6801,4,2,4,2,4,-5,-5,-5,-5
6802,-5,-5,-5,-5,-5,-5,-5,-5,-5
6803,3,3,2,3,3,-2,3,3,2
6804,4,1,4,1,4,-4,-4,-4,-4
6805,3,2,4,2,4,-4,-4,-4,-4
6806,3,2,3,2,4,-4,-4,-4,-4
6807,3,3,3,2,3,-4,-4,-4,-4
6808,2,3,3,1,4,-4,-4,-4,-4
6809,3,3,3,3,4,4,2,3,1
6810,3,3,4,2,3,-4,-4,-4,-4
6811,3,3,2,3,3,4,2,2,3
6812,3,3,3,3,3,-4,-4,-4,-4
6813,3,2,3,2,3,-4,-4,-4,-4
6814,4,2,4,1,4,-4,-4,-4,-4
6815,3,2,3,1,4,-4,-4,-4,-4
6816,3,2,4,3,4,-4,-4,-4,-4
6817,-5,-5,-5,-5,-5,-4,-4,-4,-4
6818,3,2,3,2,3,-4,-4,-4,-4
6819,3,2,3,2,3,-4,-4,-4,-4
6820,3,2,3,2,4,-4,-4,-4,-4
6821,3,2,3,2,3,-4,-4,-4,-4
6822,2,2,3,3,2,-4,-4,-4,-4
6823,1,3,2,3,2,-4,-4,-4,-4
6824,3,2,4,1,4,-4,-4,-4,-4
6825,3,3,3,2,4,3,3,3,3
6826,3,2,3,2,3,-4,-4,-4,-4
6827,3,3,3,3,3,-4,-4,-4,-4
6828,3,2,3,2,4,3,2,3,2
6829,3,2,3,2,3,-4,-4,-4,-4
6830,4,2,3,1,4,-4,-4,-4,-4
6831,3,3,4,3,4,3,2,3,4
6832,3,3,2,3,3,3,3,1,3
6833,2,4,1,4,1,-4,-4,-4,-4
6834,-5,-5,-5,-5,-5,-4,-4,-4,-4
6835,3,3,3,3,4,-4,-4,-4,-4
6836,3,2,3,3,4,-4,-4,-4,-4
6837,4,1,4,1,4,3,3,4,1
6838,-5,-5,-5,-5,-5,-5,-5,-5,-5
6839,-5,-5,-5,-5,-5,-5,-5,-5,-5
6840,-5,-5,-5,-5,-5,-5,-5,-5,-5
6841,2,3,2,3,4,-4,-4,-4,-4
6842,2,3,2,3,3,-4,-4,-4,-4
6843,3,3,3,3,3,4,1,3,0
6844,2,1,3,1,3,-4,-4,-4,-4
6845,3,1,4,1,4,-4,-4,-4,-4
6846,4,3,3,2,4,-4,-4,-4,-4
6847,4,2,3,1,3,4,0,4,1
6848,4,2,3,2,4,-4,-4,-4,-4
6849,4,3,3,3,3,-5,-5,-5,-5
6850,3,3,3,2,3,-5,-5,-5,-5
6851,3,2,3,1,4,-4,-4,-4,-4
6852,3,2,3,2,4,-4,-4,-4,-4
6853,-5,-5,-5,-5,-5,-5,-5,-5,-5
6854,3,2,4,2,3,-4,-4,-4,-4
6855,-5,-5,-5,-5,-5,-4,-4,-4,-4
6856,4,4,4,1,4,-4,-4,-4,-4
6857,-5,-5,-5,-5,-5,-5,-5,-5,-5
6858,-5,-5,-5,-5,-5,-5,-5,-5,-5
6859,4,2,3,2,4,-4,-4,-4,-4
6860,3,2,3,2,4,-4,-4,-4,-4
6861,3,3,3,2,4,-4,-4,-4,-4
6862,-5,-5,-5,-5,-5,-4,-4,-4,-4
6863,3,2,3,3,4,4,4,0,4
6864,-5,-5,-5,-5,-5,-5,-5,-5,-5
6865,4,2,3,2,4,3,3,2,3
6866,2,3,3,3,3,3,1,3,1
6867,1,3,1,4,1,-4,-4,-4,-4
6868,3,3,3,3,4,-5,-5,-5,-5
6869,3,3,4,2,4,3,3,3,1
6870,3,3,3,3,4,-4,-4,-4,-4
6871,4,1,4,1,4,-4,-4,-4,-4
6872,3,4,1,4,3,3,4,3,4
6873,3,2,3,2,3,-4,-4,-4,-4
6874,3,3,3,3,4,-4,-4,-4,-4
6875,1,4,1,1,1,-4,-4,-4,-4
6876,3,1,3,2,4,-4,-4,-4,-4
6877,-5,-5,-5,-5,-5,-4,-4,-4,-4
6878,-5,-5,-5,-5,-5,-4,-4,-4,-4
6879,4,1,4,1,4,-4,-4,-4,-4
6880,3,2,3,2,3,-4,-4,-4,-4
6881,3,2,3,3,4,3,4,3,3
6882,3,2,3,2,4,-4,-4,-4,-4
6883,3,3,2,3,2,-4,-4,-4,-4
6884,-5,-5,-5,-5,-5,-5,-5,-5,-5
6885,-5,-5,-5,-5,-5,-5,-5,-5,-5
6886,4,1,4,3,4,-4,-4,-4,-4
6887,4,1,4,3,4,-4,-4,-4,-4
6888,3,2,4,2,3,-5,-5,-5,-5
6889,4,2,4,3,4,-4,-4,-4,-4
6890,4,2,3,2,4,3,3,2,3
6891,4,3,3,2,4,-4,-4,-4,-4
6892,4,4,1,1,1,4,4,-2,4
6893,3,3,3,2,4,-4,-4,-4,-4
6894,3,3,3,2,3,-4,-4,-4,-4
6895,3,2,3,2,4,4,3,4,1
6896,3,2,4,1,4,3,4,3,4
6897,3,2,3,2,3,-4,-4,-4,-4
6898,3,3,4,1,4,-4,-4,-4,-4
6899,-5,-5,-5,-5,-5,-4,-4,-4,-4
6900,1,3,2,3,4,-4,-4,-4,-4
6901,3,2,3,2,4,-5,-5,-5,-5
6902,4,3,3,3,4,4,4,4,3
6903,-5,-5,-5,-5,-5,-5,-5,-5,-5
6904,3,3,4,2,4,-4,-4,-4,-4
6905,3,3,3,3,4,4,1,2,3
6906,3,3,3,3,3,-4,-4,-4,-4
6907,4,3,4,1,4,-4,-4,-4,-4
6908,-5,-5,-5,-5,-5,-5,-5,-5,-5
6909,-5,-5,-5,-5,-5,-4,-4,-4,-4
6910,2,3,3,2,4,-4,-4,-4,-4
6911,4,1,4,2,4,-4,-4,-4,-4
6912,2,3,3,3,4,-4,-4,-4,-4
6913,2,1,2,1,3,3,3,3,3
6914,2,4,2,4,3,4,1,4,3
6915,-5,-5,-5,-5,-5,-4,-4,-4,-4
6916,4,3,4,3,4,-4,-4,-4,-4
6917,3,4,1,4,2,-4,-4,-4,-4
6918,2,2,3,2,2,-4,-4,-4,-4
6919,4,1,4,1,4,-4,-4,-4,-4
6920,3,2,3,2,4,-4,-4,-4,-4
6921,-5,-5,-5,-5,-5,3,3,3,4
6922,4,2,3,4,4,-5,-5,-5,-5
6923,3,2,3,2,3,-5,-5,-5,-5
6924,3,1,3,1,4,-4,-4,-4,-4
6925,4,3,4,1,4,3,4,1,3
6926,3,2,4,3,4,-4,-4,-4,-4
6927,4,1,2,3,2,3,4,3,3
6928,4,1,4,2,4,-4,-4,-4,-4
6929,3,3,4,2,4,-4,-4,-4,-4
6930,2,3,3,2,4,-4,-4,-4,-4
6931,3,3,3,2,4,3,3,3,1
6932,3,2,3,2,4,-4,-4,-4,-4
6933,4,3,3,2,3,-4,-4,-4,-4
6934,3,2,3,1,3,-5,-5,-5,-5
6935,3,2,3,2,4,-4,-4,-4,-4
6936,3,2,2,2,3,-4,-4,-4,-4
6937,-5,-5,-5,-5,-5,-5,-5,-5,-5
6938,3,3,3,2,3,-4,-4,-4,-4
6939,3,2,3,2,3,-4,-4,-4,-4
6940,3,2,3,2,4,-4,-4,-4,-4
6941,-5,-5,-5,-5,-5,-4,-4,-4,-4
6942,3,3,3,2,3,-4,-4,-4,-4
6943,3,2,2,3,4,4,3,3,2
6944,1,3,1,3,3,3,1,3,1
6945,3,3,3,3,3,-4,-4,-4,-4
6946,3,4,1,3,2,4,3,3,4
6947,4,1,4,2,4,4,4,4,1
6948,-5,-5,-5,-5,-5,-5,-5,-5,-5
6949,4,1,4,1,4,-4,-4,-4,-4
6950,4,3,4,2,4,3,3,3,3
6951,3,1,3,2,4,-4,-4,-4,-4
6952,3,2,4,2,4,-4,-4,-4,-4
6953,3,3,4,2,4,4,1,4,1
6954,3,2,3,2,4,-4,-4,-4,-4
6956,3,2,3,2,4,-4,-4,-4,-4
6957,3,3,4,2,3,-5,-5,-5,-5
6958,4,4,2,4,4,-4,-4,-4,-4
6959,3,3,4,1,4,3,3,3,1
6960,3,2,3,2,4,4,1,3,1
6961,3,2,3,2,1,-4,-4,-4,-4
6962,-5,-5,-5,-5,-5,-5,-5,-5,-5
6963,-5,-5,-5,-5,-5,-5,-5,-5,-5
6964,3,2,3,2,4,-4,-4,-4,-4
6965,3,3,4,1,4,-4,-4,-4,-4
6966,3,3,2,3,2,3,3,3,3
6967,3,3,3,2,4,-4,-4,-4,-4
6968,-5,-5,-5,-5,-5,-5,-5,-5,-5
6969,-5,-5,-5,-5,-5,-4,-4,-4,-4
6970,-5,-5,-5,-5,-5,-5,-5,-5,-5
6971,2,3,3,2,3,3,3,3,1
6972,3,3,3,2,4,-5,-5,-5,-5
6973,3,2,3,2,4,3,2,3,0
6974,4,1,4,1,4,3,3,3,1
6975,4,1,4,1,4,4,1,3,4
6976,3,2,3,2,3,3,4,3,3
6977,4,3,4,3,4,-5,-5,-5,-5
6978,4,2,4,2,4,-4,-4,-4,-4
6979,3,2,3,2,4,3,3,3,3
6980,3,3,4,2,4,-4,-4,-4,-4
6981,3,3,3,3,3,-4,-4,-4,-4
6982,3,2,4,2,3,3,1,2,2
6983,1,1,3,3,3,-4,-4,-4,-4
6984,4,1,4,1,4,-4,-4,-4,-4
6985,3,3,3,2,4,-4,-4,-4,-4
6986,3,3,3,3,3,-4,-4,-4,-4
6987,3,2,4,2,4,-4,-4,-4,-4
6988,4,2,4,2,4,-4,-4,-4,-4
6989,3,3,3,1,4,-4,-4,-4,-4
6990,3,2,4,2,4,3,3,1,1
6991,3,3,3,3,4,-4,-4,-4,-4
6992,-5,-5,-5,-5,-5,-5,-5,-5,-5
6993,3,4,3,3,4,3,3,3,3
6994,3,4,2,4,4,-4,-4,-4,-4
6995,4,2,3,3,4,-4,-4,-4,-4
6996,3,1,4,2,4,3,3,3,3
6997,4,1,2,2,4,1,4,4,3
6998,4,2,4,2,4,-5,-5,-5,-5
6999,-5,-5,-5,-5,-5,-5,-5,-5,-5
7000,-5,-5,-5,-5,-5,-5,-5,-5,-5
7001,-5,-5,-5,-5,-5,-5,-5,-5,-5
7002,4,1,4,1,4,-4,-4,-4,-4
7003,3,2,4,2,4,-4,-4,-4,-4
7004,4,2,3,2,4,3,2,3,3
7005,4,2,3,3,4,-5,-5,-5,-5
7006,-5,-5,-5,-5,-5,3,4,4,3
7007,4,2,4,2,4,-5,-5,-5,-5
7008,-5,-5,-5,-5,-5,-4,-4,-4,-4
7009,2,3,3,2,4,-4,-4,-4,-4
7010,-5,-5,-5,-5,-5,3,1,3,1
7011,2,3,2,3,3,-4,-4,-4,-4
7012,4,2,4,1,4,-4,-4,-4,-4
7013,4,1,4,2,4,-4,-4,-4,-4
7014,-5,-5,-5,-5,-5,-5,-5,-5,-5
7015,4,2,3,3,4,-4,-4,-4,-4
7016,4,1,4,2,4,-4,-4,-4,-4
7017,3,2,4,2,4,-4,-4,-4,-4
7018,4,1,3,1,4,-4,-4,-4,-4
7019,3,2,3,2,3,-4,-4,-4,-4
7020,4,-2,-2,-2,4,4,3,3,4
7021,4,1,4,2,4,-4,-4,-4,-4
7022,3,1,4,2,4,3,3,2,3
7023,-5,-5,-5,-5,-5,-5,-5,-5,-5
7024,3,3,2,3,2,-4,-4,-4,-4
7025,3,3,4,3,4,-4,-4,-4,-4
7026,3,2,3,2,4,-4,-4,-4,-4
7027,3,4,1,3,2,4,2,3,2
7028,3,2,3,3,4,-4,-4,-4,-4
7029,-5,-5,-5,-5,-5,-5,-5,-5,-5
7030,4,3,4,1,4,3,4,3,4
7031,4,1,4,2,4,-4,-4,-4,-4
7032,4,2,4,2,4,-4,-4,-4,-4
7033,-5,-5,-5,-5,-5,-5,-5,-5,-5
7034,3,2,3,2,4,-5,-5,-5,-5
7035,3,3,3,2,4,3,2,3,1
7036,3,2,3,2,4,-4,-4,-4,-4
7037,1,4,1,3,2,-4,-4,-4,-4
7038,3,3,3,2,4,-4,-4,-4,-4
7039,4,3,3,2,3,4,1,4,1
7040,4,2,3,1,4,-4,-4,-4,-4
7041,4,2,4,2,4,-4,-4,-4,-4
7042,3,2,3,1,3,-4,-4,-4,-4
7043,3,2,3,3,3,-4,-4,-4,-4
7044,4,2,3,3,4,3,3,2,3
7045,3,2,3,1,4,-4,-4,-4,-4
7046,3,2,4,2,4,-4,-4,-4,-4
7047,3,4,2,3,2,3,3,1,2
7048,4,2,4,2,4,-5,-5,-5,-5
7049,4,3,3,3,4,-5,-5,-5,-5
7050,3,2,3,2,4,-5,-5,-5,-5
7051,3,3,3,2,4,-5,-5,-5,-5
7052,3,2,3,2,4,-4,-4,-4,-4
7053,4,2,4,2,4,-4,-4,-4,-4
7054,2,3,3,3,3,-4,-4,-4,-4
7055,3,2,4,3,4,4,1,4,1
7056,3,2,4,1,4,4,0,3,1
7057,3,3,3,3,3,-4,-4,-4,-4
7058,4,3,3,3,4,-5,-5,-5,-5
7059,3,2,4,2,4,-4,-4,-4,-4
7060,3,2,3,2,3,-5,-5,-5,-5
7061,4,1,4,1,4,-4,-4,-4,-4
7062,-5,-5,-5,-5,-5,-5,-5,-5,-5
7063,4,2,4,2,4,-5,-5,-5,-5
7064,4,2,3,2,4,-5,-5,-5,-5
7065,3,3,2,2,3,-4,-4,-4,-4
7066,3,2,3,3,3,-4,-4,-4,-4
7067,1,3,1,3,3,-4,-4,-4,-4
7068,2,3,3,1,3,-4,-4,-4,-4
7069,3,2,3,2,4,3,1,2,1
7070,4,2,4,2,4,-4,-4,-4,-4
7071,4,3,4,2,4,-5,-5,-5,-5
7072,4,1,4,1,4,3,3,3,1
7073,3,3,3,3,3,-4,-4,-4,-4
7074,-5,-5,-5,-5,-5,-5,-5,-5,-5
7075,3,3,3,3,4,-4,-4,-4,-4
7076,4,1,4,1,4,-4,-4,-4,-4
7077,3,3,3,2,3,-4,-4,-4,-4
7078,3,3,3,3,3,-5,-5,-5,-5
7079,4,1,4,2,4,-4,-4,-4,-4
7080,3,3,3,3,3,-5,-5,-5,-5
7081,2,3,3,3,4,-5,-5,-5,-5
7082,3,2,3,2,4,-4,-4,-4,-4
7083,2,2,3,2,4,3,4,2,3
7084,4,2,3,2,4,3,3,3,3
7085,3,2,2,2,3,-5,-5,-5,-5
7086,-5,-5,-5,-5,-5,-5,-5,-5,-5
7087,3,3,4,3,4,-4,-4,-4,-4
7088,-5,-5,-5,-5,-5,-4,-4,-4,-4
7089,3,3,2,3,3,-4,-4,-4,-4
7090,4,1,3,2,3,-4,-4,-4,-4
7091,3,1,3,3,4,-4,-4,-4,-4
7092,4,2,4,2,3,3,1,4,0
7093,3,3,3,3,4,-5,-5,-5,-5
7094,-5,-5,-5,-5,-5,4,3,3,3
7095,3,3,3,3,3,2,3,3,3
7096,3,3,2,3,3,-4,-4,-4,-4
7097,4,2,4,2,4,-5,-5,-5,-5
7098,3,3,2,3,3,-4,-4,-4,-4
7099,3,4,3,3,2,-4,-4,-4,-4
7100,-5,-5,-5,-5,-5,-5,-5,-5,-5
7101,3,2,3,2,3,3,1,2,3
7102,2,3,3,2,4,-4,-4,-4,-4
7103,3,2,4,2,4,-4,-4,-4,-4
7104,3,3,3,3,3,-4,-4,-4,-4
7105,3,2,3,2,4,-4,-4,-4,-4
7106,3,2,3,3,4,-4,-4,-4,-4
7107,3,4,2,3,3,3,3,1,3
7108,4,2,4,2,4,-4,-4,-4,-4
7109,3,2,4,1,4,-4,-4,-4,-4
7110,3,3,3,3,3,3,3,-2,3
7111,4,1,4,1,4,-4,-4,-4,-4
7112,3,3,3,3,3,-4,-4,-4,-4
7113,-5,-5,-5,-5,-5,-4,-4,-4,-4
7114,3,2,3,2,4,-4,-4,-4,-4
7115,3,3,4,2,4,-4,-4,-4,-4
7116,4,1,3,2,4,-5,-5,-5,-5
7117,3,2,4,3,4,-4,-4,-4,-4
7118,3,3,3,3,3,-4,-4,-4,-4
7119,1,3,3,2,3,-4,-4,-4,-4
7120,4,3,4,2,4,3,4,2,4
7121,-5,-5,-5,-5,-5,-4,-4,-4,-4
7122,-5,-5,-5,-5,-5,3,1,3,1
7123,2,3,3,3,3,-4,-4,-4,-4
7124,-5,-5,-5,-5,-5,-4,-4,-4,-4
7125,4,2,4,2,4,-4,-4,-4,-4
7126,1,3,3,3,4,-4,-4,-4,-4
7127,-5,-5,-5,-5,-5,-5,-5,-5,-5
7128,-5,-5,-5,-5,-5,-5,-5,-5,-5
7129,3,2,3,2,4,-4,-4,-4,-4
7130,4,1,4,1,4,-4,-4,-4,-4
7131,3,2,4,1,4,-5,-5,-5,-5
7132,3,3,3,2,4,-4,-4,-4,-4
7133,-5,-5,-5,-5,-5,-4,-4,-4,-4
7134,3,2,4,2,4,-4,-4,-4,-4
7135,2,3,3,2,4,-4,-4,-4,-4
7136,-5,-5,-5,-5,-5,-4,-4,-4,-4
7137,3,3,3,3,3,-4,-4,-4,-4
7138,-5,-5,-5,-5,-5,-5,-5,-5,-5
7139,3,2,3,2,4,-4,-4,-4,-4
7140,3,4,2,4,3,3,3,2,1
7141,2,2,4,2,4,-4,-4,-4,-4
7142,3,1,3,2,4,2,2,3,3
7143,4,2,4,2,4,-4,-4,-4,-4
7144,4,3,2,3,4,-4,-4,-4,-4
7145,3,3,3,2,4,-4,-4,-4,-4
7146,3,2,3,2,4,-4,-4,-4,-4
7147,3,4,2,4,3,-4,-4,-4,-4
7148,3,3,1,3,3,-4,-4,-4,-4
7149,3,2,4,2,4,3,1,3,1
7150,4,2,4,3,4,-4,-4,-4,-4
7151,3,2,3,2,4,-4,-4,-4,-4
7152,1,3,3,3,2,-4,-4,-4,-4
7153,3,2,3,2,4,4,0,4,0
7154,3,2,3,1,3,-5,-5,-5,-5
7155,4,2,3,2,4,-4,-4,-4,-4
7156,2,4,3,2,2,-5,-5,-5,-5
7157,3,2,2,2,4,-4,-4,-4,-4
7158,2,3,2,2,3,4,4,3,2
7159,3,2,3,2,3,-5,-5,-5,-5
7160,4,2,4,2,4,-4,-4,-4,-4
7161,3,2,4,2,4,-5,-5,-5,-5
7162,3,3,3,3,4,-4,-4,-4,-4
7163,3,2,4,2,4,3,1,2,3
7164,3,2,4,2,4,-4,-4,-4,-4
7165,2,3,3,2,3,-4,-4,-4,-4
7166,3,2,3,1,4,-4,-4,-4,-4
7167,-5,-5,-5,-5,-5,-4,-4,-4,-4
7168,3,2,3,2,4,-4,-4,-4,-4
7169,3,2,3,2,3,-4,-4,-4,-4
7170,3,3,3,3,4,-4,-4,-4,-4
7171,1,4,4,4,3,3,3,4,3
7172,2,3,3,2,3,-4,-4,-4,-4
7173,4,3,3,2,3,3,1,3,3
7174,4,2,3,2,4,-4,-4,-4,-4
7175,-5,-5,-5,-5,-5,-5,-5,-5,-5
